Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TDP,F_TDP,TP,F_TP,PHOSP,F_PHOSP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TDN,F_TDN,TN,F_TN,PN,F_PN,UncCHLa_N,F_UncCHLa_N,CHLA_N,F_CHLA_N,PHEA,F_PHEA,POC,F_POC,SiO4F,F_SiO4F,TSS,F_TSS,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,TURB_N,F_TURB_N,Color,F_Color,SECCHI,F_SECCHI,IRR0_N,F_IRR0_N,IRR1_N,F_IRR1_N,Kd_N,F_Kd_N
gtmpinut,04/04/2007 10:32,1,2,,0.010,0,0.028,0,0.072,0,0.044,0,0.019,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.0185,<-4> [SBL],0.2581,0,,<-4> [SCB],8.4,0,6.5,0,3.6,0,2.20,0,2.271,0,39.2,0,23.6,0,33.5,0,5.3,0,7.6,0,9.0,0,19.8,0,1.2,0,1643.0,0,311.4,0,1331.6,0
gtmpcnut,04/04/2007 13:31,1,1,,0.031,0,0.060,0,0.106,0,0.046,0,0.030,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.0921,<1> [SRD],0.4735,<1> [SRD],0.3814,<1> [SRD],21.7,0,18.3,0,6.4,0,2.23,0,6.210,0,18.7,0,24.6,0,20.2,0,4.4,0,7.8,0,12.6,0,109.7,0,0.6,0,1778.0,0,16.1,0,1761.9,0
gtmpcnut,04/04/2007 13:32,1,2,,0.033,0,0.064,0,0.110,0,0.046,0,0.031,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0072,0,0.038,0,0.2877,<1> [SRD],0.3666,<1> [SRD],0.0789,<1> [SRD],20.9,0,18.5,0,4.6,0,2.14,0,6.713,0,46.4,0,24.6,0,20.2,0,4.4,0,7.8,0,12.2,0,121.2,0,0.6,0,1778.0,0,16.1,0,1761.9,0
gtmpcnut,04/04/2007 14:00,2,1,,0.031,0,0.054,0,0.085,0,0.031,0,0.303,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0089,0,0.312,0,0.3273,0,0.5347,0,0.2074,0,14.6,0,10.3,0,7.9,0,2.84,0,4.943,0,,<-1>,,<-1>,21.0,0,,<-1>,,<-1>,12.3,0,78.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/04/2007 16:30,2,1,,0.037,0,0.062,0,0.109,0,0.047,0,0.171,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0138,0,0.185,0,0.2510,0,0.5424,0,0.2914,0,12.5,0,8.0,0,8.0,0,3.10,0,5.179,0,,<-1>,,<-1>,22.0,0,,<-1>,,<-1>,19.6,0,82.2,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/04/2007 19:00,2,1,,0.039,0,0.062,0,0.119,0,0.057,0,0.087,0,0.0048,0,0.0099,0,0.0147,0,0.102,0,0.2511,0,0.5107,0,0.2596,0,13.7,0,8.0,0,10.1,0,3.49,0,5.393,0,,<-1>,,<-1>,20.0,0,,<-1>,,<-1>,23.9,0,73.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/04/2007 21:30,2,1,,0.029,0,0.058,0,0.098,0,0.040,0,0.050,0,0.0045,0,0.0067,0,0.0112,0,0.061,0,0.2621,0,0.3364,0,0.0743,0,9.8,0,6.3,0,6.3,0,3.59,0,5.249,0,,<-1>,,<-1>,20.0,0,,<-1>,,<-1>,20.5,0,71.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/05/2007 00:00,2,1,,0.025,0,0.047,0,0.108,0,0.061,0,0.018,0,0.0047,0,,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.2738,0,0.3991,0,0.1253,0,10.7,0,7.1,0,6.6,0,3.17,0,5.629,0,,<-1>,,<-1>,20.0,0,,<-1>,,<-1>,24.2,0,75.6,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/05/2007 02:30,2,1,,0.027,0,0.059,0,0.114,0,0.055,0,0.020,0,0.0049,0,,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.2525,0,0.4597,0,0.2072,0,12.4,0,8.7,0,6.7,0,2.49,0,5.560,0,,<-1>,,<-1>,19.0,0,,<-1>,,<-1>,16.7,0,80.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/05/2007 05:00,2,1,,0.038,0,0.067,0,0.112,0,0.045,0,0.070,0,0.0056,0,0.0061,0,0.0117,0,0.082,0,0.2626,0,0.4068,0,0.1442,0,9.7,0,6.2,0,6.3,0,2.44,0,5.817,0,,<-1>,,<-1>,20.0,0,,<-1>,,<-1>,15.1,0,82.5,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/05/2007 07:30,2,1,,0.052,0,0.077,0,0.143,0,0.066,0,0.172,0,0.0059,0,0.0113,0,0.0172,0,0.189,0,0.3824,0,0.5469,0,0.1645,0,11.2,0,6.0,0,9.2,0,5.73,0,5.965,0,,<-1>,,<-1>,20.0,0,,<-1>,,<-1>,21.7,0,80.1,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/05/2007 10:00,2,1,,0.035,0,0.060,0,0.152,0,0.092,0,0.077,0,0.0044,0,0.0020,0,0.0064,0,0.083,0,0.2868,0,0.3586,0,0.0718,0,15.7,0,10.5,0,9.4,0,4.40,0,6.153,0,,<-1>,,<-1>,19.0,0,,<-1>,,<-1>,30.8,0,81.1,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/05/2007 12:30,2,1,,0.025,0,0.047,0,0.126,0,0.079,0,0.033,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.2428,0,0.3077,0,0.0649,0,19.1,0,14.7,0,8.1,0,3.75,0,5.751,0,,<-1>,,<-1>,21.0,0,,<-1>,,<-1>,23.7,0,71.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/05/2007 15:00,2,1,,0.031,0,0.056,0,0.125,0,0.069,0,0.216,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0067,0,0.223,0,0.2906,0,0.3747,0,0.0841,0,13.0,0,9.4,0,6.5,0,2.73,0,4.821,0,,<-1>,,<-1>,23.0,0,,<-1>,,<-1>,18.4,0,77.6,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,05/15/2007 10:46,1,1,,0.010,0,0.01,<-4> [SBL],0.051,0,,<-4> [SCB],0.025,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0104,0,0.035,0,0.2672,0,0.3539,0,0.0867,0,3.8,0,3.6,0,0.4,0,1.07,0,1.109,0,36.2,0,24.2,0,33.4,0,5.2,0,7.9,0,8.5,0,9.1,0,,<-2> [GDM],1787.0,0,145.9,0,1641.1,0
gtmfmnut,05/15/2007 10:47,1,2,,0.010,0,0.013,0,0.041,0,0.028,0,0.019,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0105,0,0.030,0,0.3045,0,0.3674,0,0.0629,0,3.4,0,3.1,0,0.6,0,1.03,0,1.269,0,42.6,0,24.2,0,33.4,0,5.2,0,7.9,0,8.1,0,11.0,0,,<-2> [GDM],1787.0,0,145.9,0,1641.1,0
gtmssnut,05/15/2007 09:51,1,1,,0.013,0,0.013,0,0.063,0,0.050,0,0.012,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0116,0,0.024,0,0.3112,0,0.4482,0,0.1370,0,3.2,0,2.9,0,0.6,0,1.43,0,1.126,0,43.6,0,23.9,0,33.0,0,5.4,0,7.8,0,9.9,0,9.8,0,,<-2> [GDM],1567.0,0,266.7,0,1300.3,0
gtmssnut,05/15/2007 09:52,1,2,,0.014,0,0.01,<-4> [SBL],0.060,0,,<-4> [SCB],0.017,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0099,0,0.027,0,0.2856,0,0.4279,0,0.1423,0,3.9,0,3.1,0,1.4,0,1.38,0,1.000,0,48.2,0,23.9,0,33.0,0,5.4,0,7.8,0,10.6,0,11.4,0,,<-2> [GDM],1567.0,0,266.7,0,1300.3,0
gtmpinut,05/15/2007 08:41,1,1,,0.012,0,0.027,0,0.061,0,0.034,0,0.013,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0099,0,0.023,0,0.3852,0,0.5546,0,0.1694,0,4.9,0,5.6,0,0.01,<-4> [SBL],1.85,0,1.893,0,61.0,0,24.0,0,34.8,0,4.5,0,7.4,0,12.6,0,7.9,0,,<-2> [GDM],1081.0,0,156.3,0,924.7,0
gtmpinut,05/15/2007 08:42,1,2,,0.012,0,0.015,0,0.048,0,0.033,0,0.038,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0081,0,0.046,0,0.3705,0,0.4225,0,0.0520,0,4.8,0,3.6,0,2.2,0,1.30,0,2.005,0,67.0,0,24.0,0,34.8,0,4.5,0,7.4,0,10.0,0,8.3,0,,<-2> [GDM],1081.0,0,156.3,0,924.7,0
gtmpcnut,05/15/2007 11:03,1,1,,0.014,0,0.048,0,0.086,0,0.038,0,0.012,<-4> [SBL],0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.4075,0,0.5859,0,0.1784,0,10.7,0,9.4,0,2.5,0,2.03,0,3.802,0,48.6,0,25.6,0,28.8,0,5.2,0,7.5,0,12.3,0,33.3,0,,<-2> [GDM],1931.0,0,117.0,0,1814.0,0
gtmpcnut,05/15/2007 11:04,1,2,,0.013,0,0.018,0,0.087,0,0.069,0,0.012,<-4> [SBL],0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.3702,0,0.6042,0,0.2340,0,11.2,0,9.4,0,3.5,0,2.09,0,3.187,0,50.0,0,25.6,0,28.8,0,5.2,0,7.5,0,14.8,0,42.4,0,,<-2> [GDM],1931.0,0,117.0,0,1814.0,0
gtmpcnut,05/14/2007 09:55,2,1,,0.015,0,0.033,0,0.082,0,0.049,0,0.021,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.3288,0,0.5518,0,0.2230,0,10.0,0,8.0,0,3.7,0,1.51,0,2.737,0,,<-1>,,<-1>,34.0,0,,<-1>,,<-1>,13.6,0,52.2,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/14/2007 12:25,2,1,,0.012,0,0.032,0,0.101,0,0.069,0,0.012,<-4> [SBL],0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.3566,0,0.6884,0,0.3318,0,10.7,0,7.8,0,5.2,0,3.99,0,2.529,0,,<-1>,,<-1>,31.0,0,,<-1>,,<-1>,26.1,0,48.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/14/2007 14:55,2,1,,0.015,0,0.023,0,0.088,0,0.065,0,0.012,<-4> [SBL],0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.3892,0,0.6380,0,0.2488,0,10.8,0,8.3,0,4.6,0,2.57,0,4.413,0,,<-1>,,<-1>,25.0,0,,<-1>,,<-1>,17.3,0,59.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/14/2007 17:25,2,1,,0.013,0,0.020,0,0.096,0,0.076,0,0.012,<-4> [SBL],0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.3846,0,0.6838,0,0.2992,0,9.7,0,6.9,0,5.2,0,2.82,0,3.946,0,,<-1>,,<-1>,26.0,0,,<-1>,,<-1>,19.8,0,52.2,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/14/2007 19:55,2,1,,0.011,0,0.013,0,0.126,0,0.113,0,0.012,<-4> [SBL],0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.3243,0,0.7260,0,0.4017,0,8.2,0,4.8,0,6.0,0,5.74,0,2.919,0,,<-1>,,<-1>,33.0,0,,<-1>,,<-1>,39.0,0,37.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/14/2007 22:25,2,1,,0.010,0,0.01,<-4> [SBL],0.076,0,,<-4> [SCB],0.012,<-4> [SBL],0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.2780,0,0.4639,0,0.1859,0,6.6,0,4.7,0,3.5,0,1.71,0,2.533,0,,<-1>,,<-1>,35.0,0,,<-1>,,<-1>,14.9,0,26.1,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/15/2007 00:55,2,1,,0.012,0,0.01,<-4> [SBL],0.087,0,,<-4> [SCB],0.012,<-4> [SBL],0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.3256,0,0.5807,0,0.2551,0,7.0,0,4.5,0,4.5,0,2.51,0,2.745,0,,<-1>,,<-1>,33.0,0,,<-1>,,<-1>,21.2,0,33.3,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/15/2007 03:25,2,1,,0.016,0,0.015,0,0.094,0,0.079,0,0.012,<-4> [SBL],0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.3836,0,0.6263,0,0.2427,0,8.4,0,5.4,0,5.4,0,5.05,0,4.271,0,,<-1>,,<-1>,28.0,0,,<-1>,,<-1>,24.2,0,52.2,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/15/2007 05:55,2,1,,0.018,0,0.023,0,0.081,0,0.058,0,0.012,<-4> [SBL],0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.3946,0,0.6623,0,0.2677,0,7.4,0,5.1,0,4.2,0,4.05,0,4.123,0,,<-1>,,<-1>,25.0,0,,<-1>,,<-1>,11.3,0,59.0,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/15/2007 08:25,2,1,,0.015,0,0.017,0,0.086,0,0.069,0,0.018,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.3710,0,0.6372,0,0.2662,0,11.0,0,8.7,0,4.3,0,3.21,0,3.131,0,,<-1>,,<-1>,30.0,0,,<-1>,,<-1>,19.4,0,41.6,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/15/2007 10:55,2,1,,0.013,0,0.027,0,0.085,0,0.058,0,0.012,<-4> [SBL],0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.4107,0,0.5817,0,0.1710,0,11.7,0,9.6,0,3.9,0,2.58,0,2.841,0,,<-1>,,<-1>,32.0,0,,<-1>,,<-1>,15.0,0,32.5,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,06/13/2007 09:36,1,1,,0.018,0,0.034,0,0.050,0,0.016,0,0.087,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0216,0,0.109,0,0.4313,0,0.5170,0,0.0857,0,5.8,0,4.2,0,2.8,0,1.56,0,1.893,<1> (CHB),66.0,<1> (CHB),26.8,0,31.6,0,4.8,0,7.8,0,10.1,0,10.4,0,0.9,0,1649.0,0,259.4,0,1389.6,0
gtmfmnut,06/13/2007 09:37,1,2,,0.008,0,0.023,0,0.058,0,0.035,0,0.086,0,0.0043,0,0.0173,0,0.0216,0,0.108,0,0.4258,0,0.4769,0,0.0511,0,6.0,0,4.7,0,2.4,0,1.40,0,2.040,<1> (CHB),84.0,<1> (CHB),26.8,0,31.6,0,4.8,0,7.8,0,10.3,0,8.8,0,0.9,0,1649.0,0,259.4,0,1389.6,0
gtmssnut,06/13/2007 06:46,1,1,,0.002,<-4> [SBL],0.011,0,0.051,0,0.040,0,0.041,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0118,0,0.053,0,0.2646,0,0.4579,0,0.1933,0,4.6,0,1.3,0,5.7,<1> [SRD],1.52,0,0.382,<1> (CHB),42.0,<1> (CHB),26.5,0,32.7,0,5.8,0,8.0,0,5.5,0,5.4,0,1.4,0,390.6,0,93.7,0,296.9,0
gtmssnut,06/13/2007 06:47,1,2,,0.002,<-4> [SBL],0.011,0,0.053,0,0.042,0,0.038,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0075,0,0.046,0,0.2157,0,0.3819,0,0.1662,0,4.1,0,3.1,0,1.8,<1> [SRD],1.26,0,0.348,<1> (CHB),34.0,<1> (CHB),26.5,0,32.7,0,5.8,0,8.0,0,5.2,0,2.7,0,1.4,0,390.6,0,93.7,0,296.9,0
gtmpinut,06/13/2007 08:11,1,1,,0.009,0,0.015,0,0.057,0,0.042,0,0.070,0,0.0046,0,0.0055,0,0.0101,0,0.080,0,0.4355,0,0.5786,0,0.1431,0,6.7,0,5.6,0,2.1,0,1.53,0,1.645,<1> (CHB),58.0,<1> (CHB),27.7,0,31.1,0,4.0,0,7.7,0,8.6,0,15.0,0,1.0,0,966.5,0,171.1,0,795.4,0
gtmpinut,06/13/2007 08:12,1,2,,0.005,0,0.010,0,0.059,0,0.049,0,0.079,0,0.0049,0,0.0055,0,0.0104,0,0.089,0,0.4681,0,0.5975,0,0.1294,0,6.6,0,5.1,0,2.7,0,1.47,0,1.536,<1> (CHB),30.0,<1> (CHB),27.7,0,31.1,0,4.0,0,7.7,0,8.4,0,14.2,0,1.0,0,966.5,0,171.1,0,795.4,0
gtmpcnut,06/13/2007 10:31,1,1,,0.020,0,0.047,0,0.102,0,0.055,0,0.035,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.4392,0,0.6769,0,0.2377,0,18.2,0,15.2,0,5.7,0,2.29,0,3.336,<1> (CHB),96.0,<1> (CHB),27.4,0,26.4,0,4.3,0,7.5,0,11.9,0,41.9,0,0.8,0,1676.0,0,81.4,0,1594.6,0
gtmpcnut,06/13/2007 10:32,1,2,,0.018,0,0.045,0,0.090,0,0.045,0,0.033,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.4029,0,0.7062,0,0.3033,0,17.2,0,13.4,0,7.0,0,2.42,0,3.073,<1> (CHB),76.0,<1> (CHB),27.4,0,26.4,0,4.3,0,7.5,0,11.2,0,40.0,0,0.8,0,1676.0,0,81.4,0,1594.6,0
gtmpcnut,06/12/2007 09:30,2,1,,0.022,0,0.048,0,0.089,0,0.041,0,0.029,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.3925,0,0.6331,0,0.2406,0,13.0,0,9.8,0,5.8,0,1.67,0,3.014,<1> (CHB),,<-1>,,<-1>,32.0,0,,<-1>,,<-1>,9.4,0,50.0,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/12/2007 12:00,2,1,,0.027,0,0.055,0,0.121,0,0.066,0,0.016,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.4453,0,0.7170,0,0.2717,0,13.2,0,10.3,0,5.5,0,1.92,0,4.059,<1> (CHB),,<-1>,,<-1>,25.0,0,,<-1>,,<-1>,16.4,0,54.6,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/12/2007 14:30,2,1,,0.036,0,0.061,0,0.108,0,0.047,0,0.015,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.4702,0,0.6957,0,0.2255,0,19.1,0,15.6,0,6.6,0,1.93,0,4.340,<1> (CHB),,<-1>,,<-1>,20.0,0,,<-1>,,<-1>,11.0,0,58.1,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/12/2007 17:00,2,1,,0.033,0,0.056,0,0.109,0,0.053,0,0.012,<-4> [SBL],,<-2> [GDM],,<-2> [GCM],0.0062,<-4> [SBL],,<-4> [SCB],0.4539,0,0.7085,0,0.2546,0,18.1,0,14.2,0,7.3,0,2.41,0,4.444,<1> (CHB),,<-1>,,<-1>,21.0,0,,<-1>,,<-1>,13.5,0,58.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/12/2007 19:30,2,1,,0.021,0,0.045,0,0.093,0,0.048,0,0.012,<-4> [SBL],0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.3892,0,0.8006,0,0.4114,0,16.3,0,11.0,0,9.7,0,2.11,0,3.404,<1> (CHB),,<-1>,,<-1>,30.0,0,,<-1>,,<-1>,37.1,0,38.5,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/12/2007 22:00,2,1,,0.015,0,0.042,0,0.078,0,0.036,0,0.019,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.3388,0,0.5248,0,0.1860,0,10.8,0,7.8,0,5.5,0,2.63,0,2.396,<1> (CHB),,<-1>,,<-1>,35.0,0,,<-1>,,<-1>,13.7,0,25.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/13/2007 00:30,2,1,,0.020,0,0.044,0,0.117,0,0.073,0,0.029,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.3880,0,0.7385,0,0.3505,0,12.7,0,8.5,0,7.6,0,3.29,0,2.430,<1> (CHB),,<-1>,,<-1>,32.0,0,,<-1>,,<-1>,28.1,0,38.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/13/2007 03:00,2,1,,0.030,0,0.054,0,0.116,0,0.062,0,0.040,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0080,0,0.048,0,0.4585,0,0.7332,0,0.2747,0,11.7,0,8.3,0,6.2,0,2.73,0,2.950,<1> (CHB),,<-1>,,<-1>,23.0,0,,<-1>,,<-1>,18.4,0,54.2,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/13/2007 05:30,2,1,,0.037,0,0.058,0,0.100,0,0.042,0,0.047,0,,<-2> [GDM],,<-2> [GCM],0.0094,0,0.056,0,0.4692,0,0.6573,0,0.1881,0,10.1,0,6.7,0,6.2,0,2.14,0,4.252,<1> (CHB),,<-1>,,<-1>,20.0,0,,<-1>,,<-1>,9.3,0,61.5,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/13/2007 08:00,2,1,,0.024,0,0.047,0,0.101,0,0.054,0,0.036,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.4421,0,0.6668,0,0.2247,0,11.2,0,7.9,0,5.9,0,2.28,0,3.673,<1> (CHB),,<-1>,,<-1>,28.0,0,,<-1>,,<-1>,15.4,0,61.5,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/13/2007 10:30,2,1,,0.021,0,0.041,0,0.146,0,0.105,0,0.035,0,0.0044,0,,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.4062,0,0.6401,0,0.2339,0,14.3,0,11.2,0,5.9,0,2.96,0,3.497,<1> (CHB),,<-1>,,<-1>,30.0,0,,<-1>,,<-1>,12.0,0,41.5,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,07/16/2007 13:26,1,1,,0.006,0,0.033,0,0.051,0,0.018,0,0.018,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0081,0,0.026,0,0.1721,0,0.2959,0,0.1238,0,5.0,0,3.8,0,2.2,0,1.56,0,1.059,0,56.2,0,29.4,0,31.8,0,5.6,0,7.9,0,11.3,0,4.4,0,0.7,0,1876.0,0,293.7,0,1582.3,0
gtmfmnut,07/16/2007 13:27,1,2,,0.005,0,0.029,0,0.055,0,0.026,0,0.013,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0079,0,0.021,0,0.1835,0,0.2982,0,0.1147,0,8.4,0,6.7,0,3.1,0,1.28,0,1.151,0,52.8,0,29.4,0,31.8,0,5.6,0,7.9,0,7.8,0,8.9,0,0.7,0,1876.0,0,293.7,0,1582.3,0
gtmssnut,07/16/2007 10:06,1,1,,0.003,0,0.022,0,0.041,0,0.019,0,0.023,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0065,0,0.030,0,0.1865,0,0.2229,0,0.0364,0,5.9,0,5.1,0,1.4,0,1.25,0,0.380,0,38.6,0,28.1,0,32.9,0,5.6,0,8.0,0,3.0,0,1.1,0,2.4,0,1603.0,0,824.2,0,778.8,0
gtmssnut,07/16/2007 10:07,1,2,,0.003,0,0.021,0,0.030,0,0.009,0,0.020,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0064,0,0.026,0,0.1700,0,0.2037,0,0.0337,0,5.2,0,4.7,0,1.1,0,1.09,0,0.390,0,26.0,0,28.1,0,32.9,0,5.6,0,8.0,0,3.2,0,1.1,0,2.4,0,1603.0,0,824.2,0,778.8,0
gtmpinut,07/16/2007 11:41,1,1,,0.009,0,0.026,0,0.061,0,0.035,0,0.038,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0089,0,0.047,0,0.3161,0,0.4985,0,0.1824,0,12.5,0,10.5,0,3.8,0,1.50,0,1.050,0,40.8,0,29.4,0,32.0,0,4.0,0,7.6,0,6.7,0,12.2,0,1.2,0,1843.0,0,441.6,0,1401.4,0
gtmpinut,07/16/2007 11:42,1,2,,0.009,0,0.034,0,0.062,0,0.028,0,0.029,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0084,0,0.037,0,0.3510,0,0.4389,0,0.0879,0,9.2,0,8.0,0,2.2,0,1.61,0,0.919,0,38.8,0,29.4,0,32.0,0,4.0,0,7.6,0,6.1,0,15.2,0,1.2,0,1843.0,0,441.6,0,1401.4,0
gtmpcnut,07/16/2007 14:21,1,1,,0.051,0,0.071,0,0.122,0,0.051,0,0.018,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0068,0,0.025,0,0.4474,0,0.6316,0,0.1842,0,20.6,0,17.0,0,6.8,0,2.75,0,6.655,0,35.8,0,30.4,0,14.1,0,5.4,0,7.8,0,12.1,0,69.3,0,0.8,0,1740.0,0,29.5,0,1710.5,0
gtmpcnut,07/16/2007 14:22,1,2,,0.051,0,0.069,0,0.120,0,0.051,0,0.024,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0065,0,0.030,0,0.4288,0,0.6459,0,0.2171,0,22.4,0,18.8,0,7.0,0,2.66,0,6.961,0,30.0,0,30.4,0,14.1,0,5.4,0,7.8,0,11.5,0,67.8,0,0.8,0,1740.0,0,29.5,0,1710.5,0
gtmpcnut,07/15/2007 10:00,2,1,,0.065,0,0.080,0,0.142,0,0.062,0,0.107,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0186,0,0.126,0,0.5336,0,0.7133,0,0.1797,0,17.2,0,12.1,0,9.3,0,1.98,0,7.146,0,,<-1>,,<-1>,15.0,0,,<-1>,,<-1>,12.3,0,67.0,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,07/15/2007 12:30,2,1,,0.049,0,0.072,0,0.131,0,0.059,0,0.077,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0096,0,0.087,0,0.4932,0,0.6778,0,0.1846,0,20.3,0,14.7,0,10.2,0,2.10,0,6.524,0,,<-1>,,<-1>,20.0,0,,<-1>,,<-1>,11.8,0,53.6,0,,<-1>,,<-1>,,<-1>,,<-1>
