Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,TKN,F_TKN,TON,F_TON,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ECOLI_MPN,F_ECOLI_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI
gtmssnut,11/9/2015 11:48:00 AM,1,1,,0.023,,0.047,,0.037,<1> [SRD],0.004,,0.01,,0.014,,0.051,,0.364,,0.35,,0.313,,3.3,,3.9,<1> [SRD],0.67,,14,,80,<1> (CHB),,,26.5,,33.21,,6,,7.76,,1,
gtmssnut,11/9/2015 11:50:00 AM,1,2,,0.026,,0.055,,0.053,<1> [SRD],0.006,,0.011,,0.017,,0.07,,0.507,,0.49,,0.437,,2.3,,2.8,<1> [SRD],0.66,,14,,72,<1> (CHB),,,26.5,,33.21,,6,,7.76,,1,
gtmfmnut,11/9/2015 1:13:00 PM,1,1,,0.016,,0.044,,0.034,<1> [SRD],0.003,,0.001,,0.004,<-4> [SBL],0.038,,,<-4> [SCB],0.4,,0.366,,4.7,<1> [SRD],5.7,,1.2,,7,,2,<1> (CHB),,,26.8,,33.95,,5.19,,7.79,,1.3,
gtmfmnut,11/9/2015 1:15:00 PM,1,2,,0.018,,0.043,,0.021,<1> [SRD],0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.025,,,<-4> [SCB],0.33,,0.309,,3.4,<1> [SRD],4.8,,2.2,,8,,5,<1> (CHB),,,26.8,,33.95,,5.19,,7.79,,1.3,
gtmpcnut,11/9/2015 9:53:00 AM,1,1,,0.024,,0.063,,0.014,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.018,,,<-4> [SCB],0.53,,0.516,,7.2,,9.1,,2.7,,28,,25,<1> (CHB),,<-2> [GDM],27,,31.44,,4.66,,7.46,,0.6,
gtmpcnut,11/9/2015 9:57:00 AM,1,2,,0.023,,0.069,,0.012,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.016,,,<-4> [SCB],0.5,,0.488,,7.7,,9.2,,2,,23,<1> (CSM),21,<1> (CHB),,,27,,31.5,,4.75,,7.53,,0.6,
gtmpcnut,11/8/2015 9:30:00 AM,2,1,,0.026,<1> (CHB),0.073,,0.015,,0.003,<1> (CHB),0.001,,0.004,<-4> [SBL],0.019,,,<-4> [SCB],0.73,,0.715,,5.5,<1> (CHB),7.6,<1> (CHB),3.2,<1> (CHB),23,,,<-2> [GDM],,,26.7,,27.05,,5.11,,7.49,,,
gtmpcnut,11/8/2015 12:00:00 PM,2,1,,0.027,,0.075,,0.023,,0.004,,0.004,,0.008,,0.031,,0.888,,0.88,,0.857,,6.2,,8.3,,3,,27,,25,<1> (CHB),,,27.06,,23.14,,4.96,,7.32,,,
gtmpcnut,11/8/2015 2:30:00 PM,2,1,,0.027,,0.074,,0.013,,0.004,<1> (CSM),0.005,,0.009,,0.022,,0.689,,0.68,,0.667,,6.9,,9.8,,4.4,,20,,54,<1> (CHB),,,27.18,,17.32,,4.71,,7.1,,,
gtmpcnut,11/8/2015 5:00:00 PM,2,1,,0.03,,0.07,,0.022,,0.005,,0.009,,0.014,,0.036,,0.734,,0.72,,0.698,,4,,5.4,,2,,19,,50,<1> (CHB),,,27.45,,19.2,,5.13,,7.18,,,
gtmpcnut,11/8/2015 7:30:00 PM,2,1,,0.029,,0.093,,0.014,,0.003,,0.001,,0.004,<-4> [SBL],0.018,,,<-4> [SCB],0.65,,0.636,,7.3,,10,,4.6,,62,,44,<1> (CHB),,,27.47,,25.91,,5.62,,7.44,,,
gtmpcnut,11/8/2015 10:00:00 PM,2,1,,0.024,,0.071,,0.018,,0.003,,0.001,,0.004,<-4> [SBL],0.022,,,<-4> [SCB],0.66,,0.642,,5.2,,8.5,,5.1,,20,,20,<1> (CHB),,,27.59,,30.46,,5.94,,7.66,,,
gtmpcnut,11/9/2015 12:30:00 AM,2,1,,0.025,,0.075,,0.009,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.013,,,<-4> [SCB],0.73,,0.721,,5.5,,7.7,,3.3,,25,,31,<1> (CHB),,,27.4,,27.81,,5.48,,7.51,,,
gtmpcnut,11/9/2015 3:00:00 AM,2,1,,0.034,,0.074,,0.039,,0.006,,0.008,,0.014,,0.053,,0.634,,0.62,,0.581,,2.2,,5.7,,5.5,,14,,98,<1> (CHB),,,26.81,,20.52,,4.46,,7.1,,,
gtmpcnut,11/9/2015 5:30:00 AM,2,1,,0.032,,0.081,,0.032,,0.005,,0.002,,0.007,,0.039,,0.717,,0.71,,0.678,,3.6,,6.6,,4.7,,18,,130,<1> (CHB),,,26.73,,22.07,,4.26,,7.1,,,
gtmpcnut,11/9/2015 8:00:00 AM,2,1,,0.03,,0.089,,0.031,,0.003,,0.001,,0.004,,0.035,,0.814,,0.81,,0.779,,5.8,<1> (CSM),9.1,<1> (CSM),5,<1> (CSM),46,,34,<1> (CHB),,,26.93,,29.36,,4.8,,7.47,,,
gtmpcnut,11/9/2015 10:30:00 AM,2,1,,0.025,,0.076,,0.022,,0.002,,0.002,,0.004,<-4> [SBL],0.026,,,<-4> [SCB],0.39,,0.368,,7.1,,12,,7.9,,28,,20,<1> (CHB),,,27.03,,31.6,,5.26,,7.63,,,
gtmpinut,12/8/2015 8:45:00 AM,1,1,,0.025,,0.047,,0.037,,0.01,<1> [SCC],-0.002,<-3> [SNV],0.008,<1> [SCC],0.045,,0.508,,0.5,,0.463,,3,,3.8,,1.1,,7,,8,<1> (CHB),,,18.2,,29.04,,6.4,,7.61,,1,
gtmpinut,12/8/2015 8:50:00 AM,1,2,,0.025,,0.045,,0.038,,0.014,<1> [SCC],-0.004,<-3> [SNV],0.01,<1> [SCC],0.048,,0.45,,0.44,,0.402,,2.9,,3.6,,1.1,,6,,23,<1> (CHB),,,18.2,,29.04,,6.4,,7.61,,1,
gtmssnut,12/8/2015 10:15:00 AM,1,1,,0.015,,0.053,,0.03,,0.021,,0.005,,0.026,,0.056,,0.516,,0.49,,0.46,,6.1,<1> (CSM),8.1,<1> (CSM),2.9,<1> (CSM),24,,10,<1> (CHB),,,18,,30.09,,7.4,,7.56,,0.8,
gtmssnut,12/8/2015 10:16:00 AM,1,2,,0.015,,0.063,,0.027,,0.017,,0.006,,0.023,,0.05,,0.483,,0.46,,0.433,,6.6,,9.1,,3.7,,26,,8,<1> (CHB),,,18,,30.09,,7.4,,7.56,,0.8,
gtmfmnut,12/8/2015 11:30:00 AM,1,1,,0.017,,0.037,,0.03,,0.003,,0.008,,0.011,,0.041,,0.421,,0.41,,0.38,,2.5,,3,,0.72,,8,,3,<1> (CHB),,,18.1,,30.92,,7.1,,7.8,,1.2,
gtmfmnut,12/8/2015 11:31:00 AM,1,2,,0.016,,0.035,,0.028,,0.003,,0.004,,0.007,,0.035,,0.377,,0.37,,0.342,,2.6,,3.1,,0.7,,8,,2,<1> (CHB),,,18.1,,30.92,,7.1,,7.8,,1.2,
gtmpcnut,12/8/2015 9:48:00 AM,1,1,,0.022,,0.047,,0.012,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.016,,,<-4> [SCB],0.5,,0.488,,4,,5,,1.4,,9,,13,<1> (CHB),198.9,<1> (CHB),17.6,,27.19,,6.6,,7.75,,1.15,
gtmpcnut,12/8/2015 9:52:00 AM,1,2,,0.022,,0.045,,0.013,,0.005,<1> [SCC],-0.001,<-3> [SNV],0.004,<1> [SCC],0.017,,0.484,,0.48,,0.467,,3.7,,4.4,,1.1,,9,,28,<1> (CHB),,,17.6,,27.19,,6.6,,7.75,,1.15,
gtmpcnut,12/7/2015 9:30:00 AM,2,1,,0.022,<1> (CHB),0.045,,0.02,,0.006,<1> [SCC],-0.002,<-3> [SNV],0.004,<1> [SCC],0.024,,0.504,,0.5,,0.48,,3.1,<1> (CHB),4.1,<1> (CHB),1.5,<1> (CHB),8,,,<-2> [GDM],,,19.15,,27.97,,6.55,,7.52,,,
gtmpcnut,12/7/2015 12:00:00 PM,2,1,,0.024,,0.048,,0.013,,0.008,<1> [SCC],-0.004,<-3> [SNV],0.004,<1> [SCC],0.017,,0.464,,0.46,,0.447,,3.9,<1> (CHB),4.9,<1> (CHB),1.4,<1> (CHB),6,,,<-2> [GDM],,,19.5,,26.01,,6.13,,7.31,,,
gtmpcnut,12/7/2015 2:30:00 PM,2,1,,0.026,,0.048,,0.022,,0.01,<1> [SCC],-0.002,<-3> [SNV],0.008,<1> [SCC],0.03,,0.558,,0.55,,0.528,,4.5,,5.4,,1.3,,5,,,<-2> [GDM],,,20,,20.3,,5.93,,7.11,,,
gtmpcnut,12/7/2015 5:00:00 PM,2,1,,0.026,,0.047,,0.009,,0.008,,0.001,,0.009,,0.018,,0.529,,0.52,,0.511,,4.1,,4.8,,1.1,,4,,94,<1> (CHB),,,20.02,,21.33,,6.15,,7.13,,,
gtmpcnut,12/7/2015 7:30:00 PM,2,1,,0.024,,0.044,,0.007,,0.006,<1> [SCC],-0.002,<-3> [SNV],0.004,<1> [SCC],0.011,,0.374,,0.37,,0.363,,3.4,,4.4,,1.5,,5,,31,<1> (CHB),,,19.49,,25.87,,6.54,,7.32,,,
gtmpcnut,12/7/2015 10:00:00 PM,2,1,,0.023,,0.042,,0.01,,0.016,<1> [SCC],-0.011,<-3> [SNV],0.005,<1> [SCC],0.015,,0.485,,0.48,,0.47,,3.1,,4.1,,1.5,,4,,28,<1> (CHB),,,19.31,,26.61,,6.69,,7.4,,,
gtmpcnut,12/8/2015 12:30:00 AM,2,1,,0.027,,0.042,,0.011,,0.007,,0,,0.007,,0.018,,0.497,,0.49,,0.479,,2.8,,3.6,,1.3,,4,,66,<1> (CHB),,,19.04,,22.07,,6.06,,7.17,,,
gtmpcnut,12/8/2015 3:00:00 AM,2,1,,0.024,,0.042,,0.015,,0.014,<1> [SCC],-0.002,<-3> [SNV],0.012,<1> [SCC],0.027,,0.532,,0.52,,0.505,,2.5,,3.2,,1.1,,5,,110,<1> (CHB),,,18.76,,16.88,,5.65,,7.05,,,
gtmpcnut,12/8/2015 5:30:00 AM,2,1,,0.027,,0.044,,0.016,,0.003,,0.007,,0.01,,0.026,,0.35,,0.34,,0.324,,2.7,,3.3,,0.94,,3,,66,<1> (CHB),,,18.28,,19.5,,5.81,,7.1,,,
gtmpcnut,12/8/2015 8:00:00 AM,2,1,,0.026,,0.052,,0.015,,0.018,<1> [SCC],-0.01,<-3> [SNV],0.008,<1> [SCC],0.023,,0.498,,0.49,,0.475,,3.3,,4.2,,1.5,,11,,21,<1> (CHB),,,17.54,,25.44,,6.12,,7.29,,,
gtmpcnut,12/8/2015 10:30:00 AM,2,1,,0.022,,0.043,,0.009,,0.002,<-4> [SBL],0.002,,0.004,<-4> [SBL],0.013,,,<-4> [SCB],0.39,,0.381,,3.8,,4.7,,1.3,,7,,28,<1> (CHB),,,17.54,,27.31,,6.48,,7.48,,,
