Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TDP,F_TDP,TP,F_TP,PHOSP,F_PHOSP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TDN,F_TDN,TN,F_TN,PN,F_PN,UncCHLa_N,F_UncCHLa_N,CHLA_N,F_CHLA_N,PHEA,F_PHEA,POC,F_POC,SiO4F,F_SiO4F,TSS,F_TSS,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,TURB_N,F_TURB_N,Color,F_Color,SECCHI,F_SECCHI,IRR0_N,F_IRR0_N,IRR1_N,F_IRR1_N,Kd_N,F_Kd_N
gtmpcnut,04/20/2008 13:00,2,1,,0.021,0,0.040,<1> [SCC],0.038,<1> [SCC],-0.002,<-3> [SNV],0.022,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.442,0,0.515,0,0.0724,0,11.3,0,8.9,0,4.4,0,1.83,0,3.53,0,53.3,0,,<-1>,25.0,0,,<-1>,,<-1>,5.3,0,80.1,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/20/2008 15:30,2,1,,0.018,0,0.035,0,0.041,0,0.006,0,0.021,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.438,0,0.550,0,0.1115,0,8.4,0,6.5,0,3.5,0,1.62,0,3.70,0,49.3,0,,<-1>,25.0,0,,<-1>,,<-1>,7.4,0,82.0,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/20/2008 18:00,2,1,,0.027,0,0.043,0,0.044,0,0.001,0,0.024,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.490,0,0.550,0,0.0607,0,10.4,0,8.0,0,4.3,0,1.16,0,4.17,0,35.3,0,,<-1>,20.0,0,,<-1>,,<-1>,4.5,0,105.6,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/20/2008 20:30,2,1,,0.024,0,0.037,0,0.054,0,0.017,0,0.021,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.465,0,0.689,0,0.2239,0,10.1,0,7.6,0,4.6,0,1.86,0,4.81,0,33.3,0,,<-1>,18.0,0,,<-1>,,<-1>,10.1,0,119.2,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/20/2008 23:00,2,1,,0.020,0,0.030,0,0.055,0,0.025,0,0.018,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.405,0,0.641,0,0.2358,0,7.5,0,5.4,0,4.0,0,1.33,0,2.87,0,72.7,0,,<-1>,26.0,0,,<-1>,,<-1>,15.3,0,69.3,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/21/2008 01:30,2,1,,0.015,0,0.050,0,0.052,0,0.002,0,0.018,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.399,0,0.562,0,0.1627,0,5.9,0,4.5,0,2.6,0,1.43,0,3.11,0,67.7,0,,<-1>,27.0,0,,<-1>,,<-1>,13.0,0,60.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/21/2008 04:00,2,1,,0.025,0,0.039,0,0.070,0,0.031,0,0.029,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0068,0,0.036,0,0.458,0,0.632,0,0.1742,0,6.4,0,5.1,0,2.4,0,1.53,0,4.48,0,36.0,0,,<-1>,21.0,0,,<-1>,,<-1>,7.2,0,100.5,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/21/2008 06:30,2,1,,0.036,0,0.035,0,0.066,0,0.031,0,0.032,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0064,0,0.038,0,0.477,0,0.630,0,0.1536,0,6.8,0,5.6,0,2.3,0,1.11,0,5.02,0,27.7,0,,<-1>,17.0,0,,<-1>,,<-1>,4.9,0,138.1,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,04/21/2008 09:00,2,1,,0.033,0,0.031,0,0.049,0,0.018,0,0.024,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.455,0,0.656,0,0.2012,0,10.0,0,8.0,0,3.7,0,1.42,0,4.99,0,19.3,0,,<-1>,18.0,0,,<-1>,,<-1>,7.0,0,115.3,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmssnut,04/21/2008 09:31,1,1,,0.005,0,0.010,0,0.061,<1> (CHB),0.051,<1> (CHB),0.024,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.248,0,0.387,0,0.1391,0,10.0,0,7.6,0,4.5,0,2.80,0,0.83,0,87.2,0,20.1,0,32.5,0,6.7,0,7.9,0,15.6,0,4.0,0,0.8,0,1483.0,0,217.3,0,1.920,0
gtmssnut,04/21/2008 09:32,1,2,,0.005,0,0.010,<-4> [SBL],0.031,<1> (CHB),,<-4> [SCB] (CHB),0.028,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.199,0,0.378,0,0.1793,0,9.0,0,6.9,0,3.8,0,2.52,0,0.39,0,72.0,0,20.1,0,32.5,0,6.7,0,7.9,0,6.9,0,5.6,0,0.8,0,1483.0,0,217.3,0,1.920,0
gtmpinut,04/21/2008 10:21,1,1,,0.024,0,0.025,0,0.029,0,0.004,0,0.029,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.388,0,0.475,0,0.0870,0,6.7,0,5.4,0,2.5,0,1.60,0,1.56,0,44.3,0,21.1,0,30.9,0,6.3,0,7.8,0,4.7,0,16.7,0,1.2,0,1604.0,0,347.7,0,1.529,0
gtmpinut,04/21/2008 10:22,1,2,,0.012,0,0.023,0,0.031,0,0.008,0,0.039,<1> (CHB),0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.370,0,0.407,0,0.0378,0,6.9,0,5.6,0,2.4,0,1.58,0,1.61,0,57.0,0,21.1,0,30.9,0,6.3,0,7.8,0,7.9,0,16.7,0,1.2,0,1604.0,0,347.7,0,1.529,0
gtmpcnut,04/21/2008 11:30,2,1,,0.022,0,0.038,0,0.065,0,0.027,0,0.028,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.437,0,0.630,0,0.1931,0,12.0,0,10.3,0,3.2,0,1.47,0,2.83,0,61.9,0,,<-1>,26.0,0,,<-1>,,<-1>,11.9,0,75.1,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,04/21/2008 11:33,1,1,,0.010,0,0.019,0,0.048,<1> (CHB),0.029,<1> (CHB),0.044,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0090,0,0.053,0,0.315,0,0.389,0,0.0735,0,4.5,0,4.0,0,1.0,0,2.17,0,1.00,0,,<-2> [GDM],21.7,0,32.4,0,6.4,0,7.9,0,8.2,0,8.0,0,0.8,0,1807.0,0,438.5,0,1.416,0
gtmfmnut,04/21/2008 11:34,1,2,,0.009,0,0.023,0,0.049,<1> (CHB),0.026,<1> (CHB),0.040,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0072,0,0.047,0,0.429,<1> [SCC],0.351,<1> [SCC],-0.0773,<-3> [SNV],4.1,0,3.6,0,1.1,0,1.77,0,1.18,0,47.2,0,21.7,0,32.4,0,6.4,0,7.9,0,8.0,0,8.3,0,0.8,0,1807.0,0,438.5,0,1.416,0
gtmpcnut,04/21/2008 12:37,1,1,,0.022,0,0.036,0,0.068,0,0.032,0,0.025,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.488,0,,<-2> [GDM],,<-2> [GCM],11.9,0,10.0,0,3.4,0,1.92,0,3.09,0,48.0,0,22.9,0,23.8,0,5.0,0,7.9,0,11.8,0,64.2,0,0.5,0,1948.0,0,62.4,0,3.441,0
gtmpcnut,04/21/2008 12:38,1,2,,0.023,0,0.031,0,0.068,0,0.037,0,0.032,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.410,0,0.598,0,0.1884,0,11.2,0,9.6,0,3.1,0,1.93,0,2.88,0,66.7,0,22.9,0,23.8,0,5.0,0,7.9,0,11.4,0,66.3,0,0.5,0,1948.0,0,62.4,0,3.441,0
gtmpcnut,05/19/2008 11:00,2,1,,0.016,0,0.051,0,0.107,0,0.056,0,0.021,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.503,0,0.820,0,0.3172,0,11.6,0,9.6,0,3.7,0,1.99,0,4.33,0,49.0,0,,<-1>,29.0,0,,<-1>,,<-1>,12.2,0,52.3,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/19/2008 13:30,2,1,,0.018,0,0.051,0,0.099,0,0.048,0,0.021,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.486,0,0.779,0,0.2938,0,15.0,0,12.1,0,5.5,0,1.69,0,4.11,0,49.0,0,,<-1>,30.0,0,,<-1>,,<-1>,11.9,0,47.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/19/2008 16:00,2,1,,0.025,0,0.062,0,0.114,0,0.052,0,0.021,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.524,0,0.798,0,0.2733,0,14.3,0,11.6,0,5.1,0,1.99,0,4.65,0,60.7,0,,<-1>,27.0,0,,<-1>,,<-1>,13.4,0,80.5,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/19/2008 18:30,2,1,,0.022,0,0.056,0,0.113,0,0.057,0,0.026,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.510,0,0.778,0,0.2676,0,11.9,0,9.2,0,5.0,0,2.00,0,4.90,0,37.7,0,,<-1>,23.0,0,,<-1>,,<-1>,14.0,0,57.1,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/19/2008 21:00,2,1,,0.018,0,0.052,0,0.118,0,0.066,0,0.021,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.472,0,0.793,0,0.3209,0,13.0,0,10.0,0,5.4,0,3.02,0,5.06,0,96.3,0,,<-1>,26.0,0,,<-1>,,<-1>,20.4,0,52.3,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/19/2008 23:30,2,1,,0.014,0,0.046,0,0.105,0,0.059,0,0.023,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.469,0,0.799,0,0.3305,0,10.8,0,8.5,0,4.4,0,2.25,0,4.30,0,53.7,0,,<-1>,30.0,0,,<-1>,,<-1>,16.5,0,43.9,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/20/2008 02:00,2,1,,0.020,0,0.053,0,0.107,0,0.054,0,0.024,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.485,0,0.752,0,0.2669,0,11.4,0,9.2,0,4.2,0,1.99,0,4.31,0,45.3,0,,<-1>,27.0,0,,<-1>,,<-1>,14.0,0,49.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/20/2008 04:30,2,1,,0.019,0,0.056,0,0.104,0,0.048,0,0.023,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.478,0,0.805,0,0.3265,0,9.8,0,8.0,0,3.4,0,1.67,0,4.45,0,42.7,0,,<-1>,26.0,0,,<-1>,,<-1>,11.2,0,49.8,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,05/20/2008 07:00,2,1,,0.023,0,0.057,0,0.101,0,0.044,0,0.024,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.464,0,0.743,0,0.2788,0,10.5,0,8.7,0,3.4,0,1.65,0,4.71,0,40.0,0,,<-1>,26.0,0,,<-1>,,<-1>,9.8,0,49.6,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmssnut,05/20/2008 09:13,1,1,,0.004,0,0.017,0,0.034,0,0.017,0,0.023,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0069,0,0.030,0,0.179,0,0.280,0,0.1014,0,6.4,0,6.2,0,0.5,0,1.01,0,0.36,0,36.4,0,23.7,0,33.7,0,5.9,0,8.0,0,4.0,0,4.8,0,1.3,0,1388.0,0,471.9,0,1.079,0
gtmssnut,05/20/2008 09:14,1,2,,0.004,0,0.016,0,0.031,0,0.015,0,0.022,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.196,0,0.249,0,0.0534,0,5.5,0,5.4,0,0.4,0,0.94,0,0.31,<-4> [SBL],27.8,0,23.7,0,33.7,0,5.9,0,8.0,0,3.4,0,5.8,0,1.3,0,1388.0,0,471.9,0,1.079,0
gtmpcnut,05/20/2008 09:30,2,1,,0.026,0,0.058,0,0.102,0,0.044,0,0.026,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.462,0,0.790,0,0.3278,0,12.6,0,10.9,0,3.2,0,1.98,0,4.58,0,49.0,0,,<-1>,24.0,0,,<-1>,,<-1>,11.3,0,52.0,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,05/20/2008 10:28,1,1,,0.012,0,0.036,0,0.050,0,0.014,0,0.034,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0066,0,0.041,0,0.360,0,0.423,0,0.0622,0,7.1,0,6.5,0,1.2,0,0.86,0,2.42,0,29.0,0,25.1,0,34.0,0,5.2,0,7.8,0,3.8,0,15.2,0,1.3,0,1792.0,0,408.0,0,1.480,0
gtmpinut,05/20/2008 10:29,1,2,,0.011,0,0.032,0,0.048,0,0.016,0,0.024,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0074,0,0.031,0,0.330,0,0.417,0,0.0870,0,6.9,0,6.2,0,1.3,0,0.91,0,1.94,0,38.8,0,25.1,0,34.0,0,5.2,0,7.8,0,3.9,0,15.0,0,1.3,0,1792.0,0,408.0,0,1.480,0
gtmpcnut,05/20/2008 12:00,2,1,,0.020,0,0.054,0,0.098,0,0.044,0,0.028,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.555,0,0.818,0,0.2628,0,14.5,0,13.0,0,3.1,0,2.21,0,4.41,0,90.0,0,,<-1>,27.0,0,,<-1>,,<-1>,13.7,0,48.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,05/20/2008 12:21,1,1,,0.005,0,0.021,0,0.038,0,0.017,0,0.031,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0088,0,0.040,0,0.205,0,0.283,0,0.0781,0,5.3,0,5.1,0,0.5,0,0.93,0,1.09,0,45.0,0,25.3,0,33.9,0,5.7,0,7.9,0,6.7,0,10.0,0,0.8,0,513.6,0,113.0,0,1.514,0
gtmfmnut,05/20/2008 12:22,1,2,,0.006,0,0.020,0,0.038,0,0.018,0,0.029,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0077,0,0.037,0,0.213,0,0.283,0,0.0696,0,5.3,0,5.4,0,0.2,<-4> [SBL],1.09,0,1.05,0,38.8,0,25.3,0,33.9,0,5.7,0,7.9,0,7.1,0,6.4,0,0.8,0,513.6,0,113.0,0,1.514,0
gtmpcnut,05/20/2008 14:00,1,1,,0.028,0,0.061,0,0.113,0,0.052,0,0.023,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.471,0,0.718,0,0.2478,0,13.8,0,11.6,0,4.1,0,3.28,<1> [SRD],5.07,0,79.7,0,26.6,0,25.2,0,3.4,0,7.8,0,14.6,0,58.0,0,0.5,0,1645.0,0,69.1,0,3.170,0
gtmpcnut,05/20/2008 14:01,1,2,,0.022,0,0.057,0,0.118,0,0.061,0,0.032,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.468,0,0.717,0,0.2490,0,14.5,0,12.5,0,3.9,0,2.04,<1> [SRD],5.19,0,56.7,0,26.6,0,25.2,0,3.4,0,7.8,0,16.1,0,53.2,0,0.5,0,1645.0,0,69.1,0,3.170,0
gtmpcnut,06/18/2008 10:30,2,1,,0.056,0,0.094,0,0.154,0,0.060,0,0.029,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0072,0,0.036,0,0.400,0,0.518,0,0.1173,0,21.0,0,17.0,0,7.6,0,1.99,0,5.59,0,42.3,0,,<-1>,17.0,0,,<-1>,,<-1>,15.7,0,51.9,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/18/2008 13:00,2,1,,0.058,0,0.096,0,0.164,0,0.068,0,0.027,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0068,0,0.034,0,0.395,0,0.600,0,0.2055,0,22.9,0,19.2,0,7.0,0,2.24,0,5.11,0,33.3,0,,<-1>,16.0,0,,<-1>,,<-1>,14.5,0,55.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/18/2008 15:30,2,1,,0.067,0,0.104,0,0.169,0,0.065,0,0.046,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0095,0,0.056,0,0.414,0,0.456,0,0.0429,0,23.2,0,19.4,0,7.1,0,2.30,0,6.37,0,31.7,0,,<-1>,15.0,0,,<-1>,,<-1>,13.6,0,55.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/18/2008 18:00,2,1,,0.069,0,0.112,0,0.162,0,0.050,0,0.036,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0091,0,0.045,0,0.376,0,0.527,0,0.1512,0,19.5,0,16.3,0,6.0,0,2.58,0,5.92,0,30.3,0,,<-1>,13.0,0,,<-1>,,<-1>,13.3,0,55.0,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/18/2008 20:30,2,1,,0.058,0,0.096,0,0.172,0,0.076,0,0.024,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0134,0,0.037,0,0.400,0,0.484,0,0.0843,0,16.1,0,12.5,0,6.6,0,2.51,0,5.40,0,61.0,0,,<-1>,16.0,0,,<-1>,,<-1>,27.0,0,76.5,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/18/2008 23:00,2,1,,0.029,0,0.060,0,0.123,0,0.063,0,0.023,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.331,0,0.449,0,0.1180,0,17.6,0,14.3,0,6.3,0,2.12,0,4.78,0,61.3,0,,<-1>,23.0,0,,<-1>,,<-1>,18.4,0,43.2,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/19/2008 01:30,2,1,,0.030,0,0.070,0,0.134,0,0.064,0,0.024,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0095,0,0.034,0,0.308,0,0.484,0,0.1762,0,15.6,0,13.4,0,4.3,0,1.85,0,5.42,0,43.7,0,,<-1>,22.0,0,,<-1>,,<-1>,18.3,0,46.2,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/19/2008 04:00,2,1,,0.050,0,0.092,0,0.141,0,0.049,0,0.026,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0172,0,0.043,0,0.351,0,0.515,0,0.1639,0,14.3,0,11.4,0,5.5,0,1.90,0,4.99,0,30.3,0,,<-1>,18.0,0,,<-1>,,<-1>,12.4,0,54.3,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/19/2008 06:30,2,1,,0.068,0,0.111,0,0.159,0,0.048,0,0.058,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0142,0,0.072,0,0.414,0,0.616,0,0.2021,0,18.9,0,16.1,0,5.5,0,2.05,0,6.01,0,21.3,0,,<-1>,16.0,0,,<-1>,,<-1>,8.6,0,58.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmssnut,06/19/2008 08:56,1,1,,0.008,0,0.024,0,0.044,0,0.020,0,0.025,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.132,0,0.225,0,0.0931,0,6.9,0,6.5,0,0.9,0,1.31,0,0.31,<-4> [SBL],38.0,0,26.0,0,34.0,0,5.8,0,8.0,0,3.6,0,5.3,0,1.3,0,1039.0,0,363.5,0,1.050,0
gtmssnut,06/19/2008 08:57,1,2,,0.007,0,0.020,0,0.039,0,0.019,0,0.019,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.104,0,0.199,0,0.0957,0,7.0,0,6.7,0,0.7,0,1.43,0,0.43,0,29.4,0,26.0,0,34.0,0,5.8,0,8.0,0,2.9,0,4.8,0,1.3,0,1039.0,0,363.5,0,1.050,0
gtmpcnut,06/19/2008 09:00,2,1,,0.057,0,0.095,0,0.166,0,0.071,0,0.026,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,0,0.032,0,0.323,0,0.634,0,0.3117,0,25.9,0,21.4,0,8.5,0,2.17,0,5.25,0,21.3,0,,<-1>,18.0,0,,<-1>,,<-1>,13.2,0,55.6,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,06/19/2008 09:56,1,1,{TSH},0.014,0,0.039,0,0.070,0,0.031,0,0.025,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0077,0,0.033,0,0.289,0,0.383,0,0.0943,0,13.4,0,12.1,0,2.7,0,1.18,0,1.01,0,38.6,0,28.0,0,34.6,0,5.0,0,7.7,0,6.9,0,15.5,0,1.0,0,1411.0,0,253.8,0,1.716,0
gtmpinut,06/19/2008 09:57,1,2,{TSH},0.014,0,0.039,0,0.069,0,0.030,0,0.023,0,0.0043,<-4> [SBL] (CHB),,<-4> [SCB] (CHB),0.0075,<1> (CHB),0.030,<1> (CHB),0.223,0,0.392,0,0.1690,0,13.0,0,11.8,0,2.3,0,1.15,0,1.15,0,29.0,0,28.0,0,34.6,0,5.0,0,7.7,0,5.0,0,15.7,0,1.0,0,1411.0,0,253.8,0,1.716,0
gtmfmnut,06/19/2008 11:20,1,1,,0.009,0,0.028,0,0.061,0,0.033,0,0.023,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.149,0,0.294,0,0.1447,0,13.0,0,11.6,0,2.7,0,1.38,0,1.50,0,61.8,0,27.6,0,34.0,0,5.5,0,7.8,0,9.8,0,8.6,0,0.8,0,1642.0,0,357.8,0,1.524,0
gtmfmnut,06/19/2008 11:21,1,2,,0.009,0,0.029,0,0.061,0,0.032,0,0.019,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0062,<-4> [SBL],,<-4> [SCB],0.196,0,0.280,0,0.0841,0,11.4,0,10.3,0,2.3,0,1.45,0,1.57,0,46.4,0,27.6,0,34.0,0,5.5,0,7.8,0,8.5,0,9.0,0,0.8,0,1642.0,0,357.8,0,1.524,0
gtmpcnut,06/19/2008 11:30,2,1,,0.033,0,0.066,0,0.147,0,0.081,0,0.031,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0065,0,0.038,0,0.329,0,0.511,0,0.1821,0,28.4,0,24.6,0,7.4,0,2.10,0,5.54,0,42.7,0,,<-1>,22.0,0,,<-1>,,<-1>,17.0,0,65.5,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,06/19/2008 12:25,1,1,,0.033,0,0.076,0,0.137,0,0.061,0,0.030,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0072,0,0.037,0,0.352,0,0.672,0,0.3192,0,24.6,0,20.8,0,7.4,0,2.02,0,4.54,0,55.7,0,27.7,0,22.0,0,3.5,0,7.9,0,16.0,0,55.1,0,0.4,0,1676.0,0,46.6,0,3.582,0
gtmpcnut,06/19/2008 12:26,1,2,,0.032,0,0.070,0,0.128,0,0.058,0,0.036,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0075,0,0.043,0,0.414,0,0.552,0,0.1385,0,25.5,0,21.7,0,7.3,0,2.13,0,5.33,0,48.3,0,27.7,0,22.0,0,3.5,0,7.9,0,15.6,0,56.3,0,0.4,0,1676.0,0,46.6,0,3.582,0
gtmpcnut,07/01/2008 09:07,2,1,,0.095,0,0.075,0,0.205,0,0.130,0,0.140,0,0.0043,0,0.0747,0,0.0790,0,0.219,0,0.682,0,0.716,0,0.0336,0,20.2,0,14.5,0,10.3,0,2.50,0,6.16,0,31.3,0,,<-1>,13.0,0,,<-1>,,<-1>,15.2,0,76.6,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,07/01/2008 11:37,2,1,,0.095,0,0.068,0,0.091,0,0.023,0,0.054,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0201,0,0.074,0,0.300,0,0.449,0,0.1487,0,17.2,0,13.4,0,7.1,0,2.39,0,6.76,0,20.0,0,,<-1>,10.0,0,,<-1>,,<-1>,14.4,0,73.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,07/01/2008 14:07,2,1,,0.112,0,0.125,0,0.194,0,0.069,0,0.042,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0228,0,0.065,0,0.332,0,0.434,0,0.1018,0,21.3,0,17.3,0,7.5,0,2.35,0,6.76,0,12.0,0,,<-1>,10.0,0,,<-1>,,<-1>,10.6,0,77.7,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,07/01/2008 16:37,2,1,,0.113,0,0.118,<1> (CHB),0.200,<1> (CHB),0.082,<1> (CHB),0.039,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0213,0,0.060,0,0.384,0,0.531,0,0.1464,0,19.6,0,15.4,0,7.7,0,2.11,0,7.14,0,13.3,0,,<-1>,9.0,0,,<-1>,,<-1>,10.6,0,77.6,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,07/01/2008 19:07,2,1,,0.078,0,0.068,0,0.134,0,0.066,0,0.042,0,0.0043,<-4> [SBL],,<-4> [SCB],0.0182,0,0.060,0,0.254,0,0.377,0,0.1226,0,23.3,0,18.4,0,9.0,0,2.18,0,6.75,0,30.3,0,,<-1>,12.0,0,,<-1>,,<-1>,18.8,0,75.4,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,07/01/2008 21:37,2,1,,0.036,0,0.055,0,0.155,0,0.100,0,0.042,0,0.0046,0,0.0128,0,0.0174,0,0.059,0,0.464,0,0.996,0,0.5320,0,17.8,0,13.2,0,8.5,0,2.48,0,4.72,0,79.3,0,,<-1>,22.0,0,,<-1>,,<-1>,20.6,0,53.3,0,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,07/02/2008 00:07,2,1,,0.055,0,0.067,0,0.188,0,0.121,0,0.048,0,0.0054,0,0.0117,0,0.0171,0,0.065,0,0.431,0,0.600,0,0.1688,0,17.7,0,14.7,0,5.7,0,2.36,0,5.42,0,60.7,0,,<-1>,18.0,0,,<-1>,,<-1>,23.3,0,59.6,0,,<-1>,,<-1>,,<-1>,,<-1>
