Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,TKN,F_TKN,TKNF,F_TKNF,TON,F_TON,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ECOLI_MPN,F_ECOLI_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI,DOC,F_DOC
gtmpcnut,5/28/2018 11:00:00 AM,2,1, ,0.046,,0.1, ,0.01, ,0.002,<-4> [SBL],0.016,,0.019, ,0.029,,1.219,,1.2, , ,<-1>  ,1.19,,4.2,<1> (CSM),5.8,<1> (CSM),2.3,<1> (CSM),11, ,225,<1> (CSM), ,<-1>  ,26.01, ,,<-1>  ,5.11, ,6.63, ,,<-1>  ,43, 
gtmpcnut,5/28/2018 1:30:00 PM,2,1, ,0.047,,0.087, ,0.016, ,0.002,<-4> [SBL],0.016,,0.019, ,0.035,,1.219,,1.2, , ,<-1>  ,1.184,,2.8,<1> (CHB),4,<1> (CHB),1.7,<1> (CHB),9,,140,<1> (CHB), ,<-1>  ,26.27, ,,<-1>  ,4.81, ,6.55, ,,<-1>  ,42, 
gtmpcnut,5/28/2018 4:00:00 PM,2,1, ,0.046,,0.087, ,0.017, ,0.002,<-4> [SBL],0.016,,0.019, ,0.036,,1.219,,1.2, , ,<-1>  ,1.183,,3.2, ,4.4, ,1.8,,10, ,180,<1> (CHB), ,<-1>  ,26.64, ,,<-1>  ,5.02, ,6.57, ,,<-1>  ,41, 
gtmpcnut,5/28/2018 6:30:00 PM,2,1, ,0.043,,0.096, ,0.009, ,0.002,<-4> [SBL],0.009,,0.012, ,0.021,,1.212,,1.2, , ,<-1>  ,1.191,,11, ,13, ,1.8,,11, ,230,<1> (CHB), ,<-1>  ,26.7, ,,<-1>  ,5.33, ,6.59, ,,<-1>  ,40, 
gtmpcnut,5/28/2018 9:00:00 PM,2,1, ,0.049,,0.13, ,0.024, ,0.002,<-4> [SBL],0.02,,0.023, ,0.047,,1.323,,1.3, , ,<-1>  ,1.276,,4.4, ,7, ,4,,26, ,220,<1> (CHB), ,<-1>  ,27.02, ,,<-1>  ,5.63, ,6.7, ,,<-1>  ,42, 
gtmpcnut,5/28/2018 11:30:00 PM,2,1, ,0.045,,0.14, ,0.03, ,0.002,<-4> [SBL],0.02,,0.023, ,0.053,,1.423,,1.4, , ,<-1>  ,1.37,,6.9, ,11, ,6.9,,47, ,180,<1> (CHB), ,<-1>  ,27.08, ,,<-1>  ,5.85, ,6.97, ,,<-1>  ,39, 
gtmpcnut,5/29/2018 2:00:00 AM,2,1, ,0.047,,0.11, ,0.011, ,0.002,<-4> [SBL],0.014,,0.017, ,0.028,,1.217,,1.2, , ,<-1>  ,1.189,,2.3,,4.3, ,3.1,,17, ,150,<1> (CHB), ,<-1>  ,26.08, ,,<-1>  ,5.16, ,6.61, ,,<-1>  ,40, 
gtmpcnut,5/29/2018 4:30:00 AM,2,1, ,0.042,,0.083, ,0.008, ,0.002,<-4> [SBL],0.009,,0.012, ,0.02,,1.212,,1.2, , ,<-1>  ,1.192,,1.4,,2.4, ,1.5,,7,,150,<1> (CHB), ,<-1>  ,25.36, ,,<-1>  ,4.6, ,6.54, ,,<-1>  ,39, 
gtmpcnut,5/29/2018 7:00:00 AM,2,1, ,0.043,,0.078, ,0.016, ,0.002,<-4> [SBL],0.009,,0.012, ,0.028,,1.112,,1.1, , ,<-1>  ,1.084,,2.2,,2.9, ,0.95,,6,<1> (CSM),70,<1> (CHB), ,<-1>  ,24.95, ,,<-1>  ,4.7, ,6.5, ,,<-1>  ,41, 
gtmpinut,5/29/2018 9:23:00 AM,1,1,  {CLE},0.023,,0.067, ,0.043, ,0.003,,0.006,,0.009,,0.052,,0.629,,0.62, ,0.58, ,0.577,,6.9, ,8.9, ,2.9,,18, ,2,<1> (CHB), ,<-1>  ,26.5, ,30.52,,5.54, ,6.88, ,1.1,,5.6, 
gtmpinut,5/29/2018 9:24:00 AM,1,2,  {CLE},0.023,,0.068, ,0.04, ,0.003,,0.006,,0.009,,0.049,,0.639,,0.63, ,0.54, ,0.59,,6.7, ,8.6, ,2.6,,17, ,3,<1> (CHB), ,<-1>  ,26.5, ,30.52,,5.54, ,6.88, ,1.1,,5.5, 
gtmpcnut,5/29/2018 9:30:00 AM,2,1, ,0.049,,0.1, ,0.025, ,0.002,<-4> [SBL],0.014,,0.017, ,0.042,,1.317,,1.3, , ,<-1>  ,1.275,,5.5, ,7.3, ,2.7,,13, ,150,<1> (CHB), ,<-1>  ,25.94, ,,<-1>  ,5.09, ,6.63, ,,<-1>  ,41, 
gtmssnut,5/29/2018 10:39:00 AM,1,1, ,0.025,,0.069, ,0.075, ,0.005,,0.029,,0.034, ,0.109,,0.644,,0.61, ,0.52, ,0.535,,9.1, ,11, ,2.7,,30, ,21,<1> (CHB), ,<-1>  ,26.8, ,32.18,,5.63, ,7.35, ,0.6,,4.1, 
gtmssnut,5/29/2018 10:43:00 AM,1,2, ,0.024,,0.072, ,0.07, ,0.005,,0.027,,0.032, ,0.102,,0.592,,0.56, ,0.45, ,0.49,,7.4, ,9, ,2.3,,30, ,10,<1> (CHB), ,<-1>  ,26.8, ,32.18,,5.63, ,7.35, ,0.6,,4.1, 
gtmpcnut,5/29/2018 10:59:00 AM,1,1, ,0.052,,0.1, ,0.036, ,0.002,<-4> [SBL],0.014,,0.017, ,0.053,,1.317,,1.3, ,1.1, ,1.264,,4.3, ,5.9, ,2.4,,14, ,130,<1> (CHB),178.6,<1> (CSM),26, ,0.2,,5.08, ,7.63, ,0.4,,40, 
gtmpcnut,5/29/2018 11:03:00 AM,1,2, ,0.05,,0.1, ,0.031, ,0.002,<-4> [SBL],0.014,,0.017, ,0.048,,1.217,,1.2, ,1.1, ,1.169,,4.1, ,5.7, ,2.4,,10, ,210,<1> (CHB), ,<-1>  ,26, ,0.2,,5.08, ,7.63, ,0.4,,40, 
gtmfmnut,5/29/2018 12:27:00 PM,1,1, ,0.015,,0.064, ,0.023, ,0.002,,0.005,,0.007,,0.03,,0.527,,0.52, ,0.34,,0.497,,16, ,18, ,3.2, ,20, ,6,<1> (CHB), ,<-1>  ,26.4, ,28.78,,5.78, ,7.53, ,0.8,,6.2, 
gtmfmnut,5/29/2018 12:30:00 PM,1,2, ,0.017,,0.065, ,0.024, ,0.003,,0.004,,0.007,,0.031,,0.617,,0.61, ,0.42, ,0.586,,15, ,17, ,3.5, ,20, ,8,<1> (CHB), ,<-1>  ,26.4, ,28.78,,5.78, ,7.53, ,0.8,,6.3, 
gtmpcnut,6/11/2018 8:30:00 AM,2,1,  {PLR},0.043,<1> (CHB),0.086, ,0.036, ,0.003,<1> [SBL] (CHB),0.022,,0.025, ,0.061,,1.225,,1.2, ,1.2, ,1.164,,6.4,<1> (CHB),8,<1> (CHB),2.2,<1> (CHB),10, , ,<-2> [GDM], ,<-1>  ,26.4, ,,<-1>  ,4.31, ,6.47, ,,<-1>  ,41, 
gtmpcnut,6/11/2018 11:00:00 AM,2,1,  {PLR},0.043,<1> (CHB),0.073, ,0.022, ,0.002,<-4> [SBL],0.017,,0.02, ,0.042,,1.32,,1.3, , ,<-1>  ,1.278,,2.1,,2.7, ,0.93,,6,,58,<1> (CHB), ,<-1>  ,26.9, ,,<-1>  ,4.48, ,6.41, ,,<-1>  ,40, 
gtmpcnut,6/11/2018 1:30:00 PM,2,1,  {PLR},0.041, ,0.069, ,0.018, ,0.002,<-4> [SBL],0.015,,0.018, ,0.036,,1.118,,1.1, , ,<-1>  ,1.082,,1.1,<1> [SBL] (CHB),1.1,<1> (CHB),0.8,<1> [SBL] (CHB),4,,150,<1> (CHB), ,<-1>  ,26.76, ,,<-1>  ,4.57, ,6.34, ,,<-1>  ,40, 
gtmpcnut,6/11/2018 4:00:00 PM,2,1,  {PLR},0.04, ,0.08, ,0.014, ,0.002,<-4> [SBL],0.015,,0.018, ,0.032,,1.218,,1.2, , ,<-1>  ,1.186,,4.9, ,6.1, ,1.6,,10, ,100,<1> (CHB), ,<-1>  ,26.78, ,,<-1>  ,5.15, ,6.4, ,,<-1>  ,40, 
gtmpcnut,6/11/2018 6:30:00 PM,2,1,  {PLR},0.042, ,0.09, ,0.021, ,0.002,<-4> [SBL],0.021,,0.024, ,0.045,,1.224,,1.2, , ,<-1>  ,1.179,,4.9, ,6.3, ,2,,14, ,210,<1> (CHB), ,<-1>  ,27.15, ,,<-1>  ,5.25, ,6.47, ,,<-1>  ,39, 
gtmpcnut,6/11/2018 9:00:00 PM,2,1,  {PLR},0.038, ,0.094, ,0.043, ,0.013,<1> (CHB),0.012,,0.025, ,0.068,,1.325,,1.3, , ,<-1>  ,1.257,,3.7, ,5.1, ,2, ,17, ,280,<1> (CHB), ,<-1>  ,27.56, ,,<-1>  ,5.75, ,6.93, ,,<-1>  ,32, 
gtmpcnut,6/11/2018 11:30:00 PM,2,1,  {PLR},0.039, ,0.095, ,0.029, ,0.002,<-4> [SBL],0.025,,0.028, ,0.057,,1.328,,1.3, , ,<-1>  ,1.271,,1.9, ,3.1, ,1.9, ,19, ,380,<1> (CHB), ,<-1>  ,26.94, ,,<-1>  ,5.11, ,6.65, ,,<-1>  ,35, 
gtmpcnut,6/12/2018 2:00:00 AM,2,1,  {PLR},0.041, ,0.07, ,0.023, ,0.002,<-4> [SBL],0.018,,0.021, ,0.044,,1.221,,1.2, , ,<-1>  ,1.177,,1.3,,2.4, ,1.7,,10,,130,<1> (CHB), ,<-1>  ,25.86, ,,<-1>  ,4.78, ,6.41, ,,<-1>  ,39, 
gtmpcnut,6/12/2018 4:30:00 AM,2,1,  {PLR},0.042, ,0.069, ,0.021, ,0.002,<-4> [SBL],0.016,,0.019, ,0.04,,1.219,,1.2, , ,<-1>  ,1.179,,0.95,,1.5, ,0.83,,6,,150,<1> (CHB), ,<-1>  ,25.27, ,,<-1>  ,4.62, ,6.38, ,,<-1>  ,39, 
gtmpcnut,6/12/2018 7:00:00 AM,2,1,  {PLR},0.044, ,0.076, ,0.03, ,0.002,<-4> [SBL],0.018,,0.021, ,0.051,,1.221,,1.2, , ,<-1>  ,1.17,,2.4,,3.3, ,1.3,,8,,240,<1> (CHB), ,<-1>  ,25.18, ,,<-1>  ,4.6, ,6.38, ,,<-1>  ,41, 
gtmpinut,6/12/2018 8:36:00 AM,1,1, ,0.045, ,0.087, ,0.11, ,0.009, ,0.016,,0.025, ,0.135,,0.745,,0.72, ,0.55, ,0.61,,5, ,7.1, ,3.2, ,14, ,6,<1> (CHB), ,<-1>  ,27.6, ,19.83,,3.87, ,6.75, ,0.6,,11, 
gtmpinut,6/12/2018 8:39:00 AM,1,2, ,0.045, ,0.087, ,0.1, ,0.008, ,0.017,,0.025, ,0.125,,0.795,,0.77, ,0.57, ,0.67,,5.4,<1> (CSM),8,<1> (CSM),4,<1> (CSM),15, ,15,<1> (CHB), ,<-1>  ,27.6, ,19.83,,3.87, ,6.75, ,0.6,,11, 
gtmpcnut,6/12/2018 9:30:00 AM,1,1, ,0.049, ,0.084, ,0.03, ,0.002,<-4> [SBL],0.02,,0.023, ,0.053,,1.323,,1.3, ,1.2, ,1.27,,6.9, ,8.6, ,2.4, ,10, ,200,<1> (CHB),204.6,<1> (CHB),25.6, ,0.5,,4.44, ,6.58, ,0.2,,40, 
gtmpcnut,6/12/2018 9:30:00 AM,2,1,  {PLR},0.046, ,0.087, ,0.038, ,0.002,<-4> [SBL],0.023,,0.026, ,0.064,,1.326,,1.3, , ,<-1>  ,1.262,,,<-2> (CSM),,<-2> (CSM),,<-2> (CSM),10, ,340,<1> (CHB), ,<-1>  ,25.79, ,,<-1>  ,4.53, ,6.47, ,,<-1>  ,17, 
gtmpcnut,6/12/2018 9:33:00 AM,1,2, ,0.045, ,0.081, ,0.029, ,0.002,<-4> [SBL],0.02,,0.023, ,0.052,,1.423,,1.4, ,1, ,1.371,,3.8, ,4.6, ,0.99,,9,,250,<1> (CHB), ,<-1>  ,25.6, ,0.5,,4.44, ,6.58, ,0.2,,41, 
gtmssnut,6/12/2018 9:42:00 AM,1,1, ,0.041, ,0.1, ,0.13, ,0.007, ,0.041,,0.048, ,0.178,,0.868,,0.82, ,0.53, ,0.69,,3.3, ,5, ,2.7, ,65, ,82,<1> (CHB), ,<-1>  ,27.4, ,32.77,,5.28, ,7.4, ,0.4,,5.4, 
gtmssnut,6/12/2018 9:44:00 AM,1,2, ,0.04, ,0.1, ,0.13, ,0.007, ,0.038,,0.045, ,0.175,,0.835,,0.79, ,0.53, ,0.66,,5.9, ,8.4, ,3.7, ,61, ,88,<1> (CHB), ,<-1>  ,27.4, ,32.77,,5.28, ,7.4, ,0.4,,5.4, 
gtmfmnut,6/12/2018 10:50:00 AM,1,1, ,0.03, ,0.068, ,0.086, ,0.004,,0.017,,0.021, ,0.107,,0.621,,0.6, ,0.41, ,0.514,,6.3, ,7.5, ,1.6,,16, ,11,<1> (CHB), ,<-1>  ,27.2, ,30.5,,5.04, ,7.54, ,0.6,,5.6, 
gtmfmnut,6/12/2018 10:53:00 AM,1,2, ,0.027, ,0.063, ,0.087, ,0.004,<1> (CHB),0.014,,0.018, ,0.105,,0.598,,0.58, ,0.46, ,0.493,,6.4, ,7.7, ,1.6, ,17, ,15,<1> (CHB), ,<-1>  ,27.2, ,30.5,,5.04, ,7.54, ,0.6,,5.6, 
gtmpcnut,7/23/2018 8:30:00 AM,2,1, ,0.044,<1> (CHB),0.096, ,0.12, ,0.005,<1> (CHB),0.02,,0.025, ,0.145,,0.915,,0.89, ,0.77, ,0.77,,12,<1> (CHB),16,<1> (CHB),6.9,<1> (CHB),20, , ,<-2> [GDM], ,<-1>  ,25.99, ,,<-1>  ,3.85, ,7.21, ,,<-1>  ,18, 
gtmpcnut,7/23/2018 11:00:00 AM,2,1, ,0.04, ,0.086, ,0.074, ,0.007,<1> (CSM),0.028,,0.035, ,0.109,,0.855,,0.82, , ,<-1>  ,0.746,,6.8, ,9.1, ,3.5, ,12, ,48,<1> (CHB), ,<-1>  ,26.21, ,,<-1>  ,4.08, ,7.12, ,,<-1>  ,22, 
gtmpcnut,7/23/2018 1:30:00 PM,2,1, ,0.04, ,0.086, ,0.029, ,0.008, ,0.03,,0.038, ,0.067,,0.858,,0.82, , ,<-1>  ,0.791,,5.3, ,6.7, ,1.9, ,8,,100,<1> (CHB), ,<-1>  ,21.19, ,,<-1>  ,4.27, ,6.98, ,,<-1>  ,25, 
gtmpcnut,7/23/2018 4:00:00 PM,2,1, ,0.039, ,0.072, ,0.015, ,0.002,<-4> [SBL],0.044,,0.047, ,0.062,,0.987,,0.94, , ,<-1>  ,0.925,,9.5, ,12, ,2.8, ,10,,100,<1> (CHB), ,<-1>  ,29.96, ,,<-1>  ,5.5, ,6.97, ,,<-1>  ,25, 
gtmpcnut,7/23/2018 6:30:00 PM,2,1, ,0.035, ,0.11, ,0.033, ,0.006, ,0.027,,0.033, ,0.066,,1.033,,1, , ,<-1>  ,0.967,,17, ,21, ,6.8, ,29,,42,<1> (CHB), ,<-1>  ,29.38, ,,<-1>  ,6.21, ,7.37, ,,<-1>  ,19, 
gtmpcnut,7/23/2018 9:00:00 PM,2,1, ,0.031, ,0.092, ,0.004,,0.003,,0.014,,0.017, ,0.021,,0.727,,0.71, , ,<-1>  ,0.706,,17, ,21, ,6, ,19,,13,<1> (CHB), ,<-1>  ,29.33, ,,<-1>  ,7, ,7.37, ,,<-1>  ,14, 
gtmpcnut,7/23/2018 11:30:00 PM,2,1, ,0.037, ,0.096, ,0.049, ,0.006, ,0.026,,0.032, ,0.081,,0.852,,0.82, , ,<-1>  ,0.771,,4.9, ,6.9, ,3, ,19,,10,<1> (CHB), ,<-1>  ,28.77, ,,<-1>  ,5.38, ,7.3, ,,<-1>  ,18, 
gtmpcnut,7/24/2018 2:00:00 AM,2,1, ,0.043, ,0.076, ,0.067, ,0.008, ,0.031,,0.039, ,0.106,,0.809,,0.77, , ,<-1>  ,0.703,,5, ,7.2, ,3.3, ,8,,120,<1> (CHB), ,<-1>  ,27.96, ,,<-1>  ,4.33, ,6.99, ,,<-1>  ,23, 
gtmpcnut,7/24/2018 4:30:00 AM,2,1, ,0.042, ,0.079, ,0.048, ,0.008, ,0.032,,0.04, ,0.088,,0.88,,0.84, , ,<-1>  ,0.792,,3.4,,4.2, ,1.2,,4,,88,<1> (CHB), ,<-1>  ,27.59, ,,<-1>  ,3.93, ,6.89, ,,<-1>  ,25, 
gtmpcnut,7/24/2018 7:00:00 AM,2,1, ,0.04, ,0.084, ,0.068, ,0.007, ,0.027,,0.034, ,0.102,,0.834,,0.8, , ,<-1>  ,0.732,,5.8, ,7.8, ,3, ,10, ,46,<1> (CHB), ,<-1>  ,27.8, ,,<-1>  ,4.5, ,7.06, ,,<-1>  ,21, 
gtmpinut,7/24/2018 8:17:00 AM,1,1, ,0.041, ,0.065, ,0.037, ,0.073,<1> [SCC],-0.041,<-3> [SNV],0.032,<1> [SCC],0.069,,0.642,,0.61, ,0.68, ,0.573,,4.4, ,5.8, ,2, ,8,,8,<1> (CHB), ,<-1>  ,27, ,20.72,,4.15, ,6.94, ,1,,10, 
gtmpinut,7/24/2018 8:19:00 AM,1,2, ,0.04, ,0.073, ,0.036, ,0.071,<1> [SCC],-0.037,<-3> [SNV],0.034,<1> [SCC],0.07,,0.714,,0.68, ,0.64, ,0.644,,4.3, ,5.4, ,1.5, ,8,<1> (CSM),2,<-2> [SBL] (CHB), ,<-1>  ,27, ,20.72,,4.15, ,6.94, ,1,,11, 
gtmpcnut,7/24/2018 9:29:00 AM,1,1, ,0.042, ,0.091, ,0.055, ,0.008, ,0.032,,0.04, ,0.095,,0.94,,0.9, ,0.78, ,0.845,,13, ,15, ,3.5, ,7,,46,<1> (CHB),160,<1> (CHB),27.9, ,11.61,,5.04, ,6.95, ,0.45,,23, 
gtmpcnut,7/24/2018 9:30:00 AM,2,1, ,0.04, ,0.096, ,0.072, ,0.005, ,0.022,,0.027, ,0.099,,1.027,,1, , ,<-1>  ,0.928,,15, ,19, ,5.8, ,18, ,73,<1> (CHB), ,<-1>  ,28.07, ,11.64,,3.99, ,7.27, ,,<-1>  ,18, 
gtmpcnut,7/24/2018 9:32:00 AM,1,2, ,0.042, ,0.092, ,0.052, ,0.008, ,0.031,,0.039, ,0.091,,0.989,,0.95, ,0.69, ,0.898,,13, ,16, ,3.5, ,7,,54,<1> (CHB), ,<-1>  ,27.9, ,11.64,,5.04, ,6.95, ,0.45,,23, 
gtmssnut,7/24/2018 9:41:00 AM,1,1, ,0.039, ,0.084, ,0.13, ,0.009, ,0.039,,0.048, ,0.178,,0.598,,0.55, ,0.47, ,0.42,,4.1,<1> (CSM),5.7,<1> (CSM),2.4,<1> (CSM),22, ,44,<1> (CHB), ,<-1>  ,27.5, ,33.61,,4.39, ,7.35, ,0.8,,4.2, 
gtmssnut,7/24/2018 9:45:00 AM,1,2, ,0.036, ,0.078, ,0.13, ,0.009, ,0.039,,0.048, ,0.178,,0.628,,0.58, ,0.49, ,0.45,,3.4, ,4.9, ,2.2, ,23, ,44,<1> (CHB), ,<-1>  ,27.5, ,33.61,,4.39, ,7.35, ,0.8,,4, 
gtmfmnut,7/24/2018 10:48:00 AM,1,1, ,0.024, ,0.063,<1> (CSM),0.062, ,0.003,,0.017,,0.02, ,0.082,,0.43,,0.41, ,0.27,,0.348,,4.5, ,5.7, ,1.6, ,16, ,7,<1> (CHB), ,<-1>  ,26.9, ,35.11,,4.77, ,7.6, ,1.3,,3.3, 
gtmfmnut,7/24/2018 10:50:00 AM,1,2, ,0.024, ,0.061, ,0.06, ,0.003,,0.011,,0.014, ,0.074,,0.394,,0.38,,0.36,,0.32,,5.2, ,6.5, ,1.9, ,16, ,2,<1> (CHB), ,<-1>  ,26.9, ,35.11,,4.77, ,7.6, ,1.3,,3.2, 
gtmpcnut,8/6/2018 8:30:00 AM,2,1, ,0.033,<1> (CHB),0.061, ,0.007, ,0.003,<1> [SBL] (CHB),0.004,,0.007,,0.014,,1.107,,1.1, ,1.2, ,1.093,,1,<1> (CHB),1.2,<1> (CHB),0.67,<1> [SBL] (CHB),4,, ,<-2> [GDM], ,<-1>  ,27.43, ,,<-1>  ,4.79, ,1.4, ,,<-1>  ,44, 
gtmpcnut,8/6/2018 11:00:00 AM,2,1, ,0.031,<1> (CHB),0.059, ,0.006, ,0.002,<-4> [SBL],0.005,,0.008,,0.014,,1.108,,1.1, , ,<-1>  ,1.094,,0.94,<1> (CHB),1.3,<1> (CHB),0.51,<1> (CHB),4,,190,<1> (CHB), ,<-1>  ,27.9, ,,<-1>  ,4.55, ,6.21, ,,<-1>  ,43, 
gtmpcnut,8/6/2018 1:30:00 PM,2,1, ,0.031, ,0.06, ,0.007, ,0.002,<-4> [SBL],0.004,,0.007,,0.014,,1.107,,1.1, , ,<-1>  ,1.093,,0.88,,1.2,,0.4,<-4> [SBL],4,,200,<1> (CHB), ,<-1>  ,28.94, ,,<-1>  ,4.47, ,6.24, ,,<-1>  ,43, 
gtmpcnut,8/6/2018 4:00:00 PM,2,1, ,0.036, ,0.065, ,0.006, ,0.002,<-4> [SBL],0.006,,0.009,,0.015,,1.209,,1.2, , ,<-1>  ,1.194,,2.7,,3.7,,1.4,,8,,180,<1> (CHB), ,<-1>  ,31.45, ,,<-1>  ,4.78, ,6.31, ,,<-1>  ,42, 
gtmpcnut,8/6/2018 6:30:00 PM,2,1, ,0.045, ,0.084, ,0.008, ,0.002,<-4> [SBL],0.009,,0.012, ,0.02,,1.212,,1.2, , ,<-1>  ,1.192,,3.5,,4.9,,2.1,,10, ,120,<1> (CHB), ,<-1>  ,32.95, ,,<-1>  ,4.7, ,6.45, ,,<-1>  ,43, 
gtmpcnut,8/6/2018 9:00:00 PM,2,1, ,0.036, ,0.055, ,0.007, ,0.002,<-4> [SBL],0.009,,0.012, ,0.019,,1.212,,1.2, , ,<-1>  ,1.193,,1.4,,2.2,,1.1,,12, ,210,<1> (CHB), ,<-1>  ,30.22, ,,<-1>  ,4.5, ,6.28, ,,<-1>  ,43, 
gtmpcnut,8/6/2018 11:30:00 PM,2,1, ,0.035, ,0.053, ,0.009, ,0.002,<-4> [SBL],0.01,,0.013, ,0.022,,1.213,,1.2, , ,<-1>  ,1.191,,0.65,,1,,0.57,,5,,140,<1> (CHB), ,<-1>  ,29.01, ,,<-1>  ,4.53, ,6.26, ,,<-1>  ,43, 
gtmpcnut,8/7/2018 2:00:00 AM,2,1, ,0.034, ,0.054, ,0.01, ,0.002,<-4> [SBL],0.008,,0.011, ,0.021,,1.111,,1.1, , ,<-1>  ,1.09,,0.58,,0.8,,0.4,<-4> [SBL],4,,250,<1> (CHB), ,<-1>  ,28.07, ,,<-1>  ,4.52, ,6.26, ,,<-1>  ,42, 
gtmpcnut,8/7/2018 4:30:00 AM,2,1, ,0.04, ,0.061, ,0.018, ,0.002,<-4> [SBL],0.01,,0.013, ,0.031,,1.113,,1.1, , ,<-1>  ,1.082,,1,,1.6,,0.85,,5,,270,<1> (CHB), ,<-1>  ,28.28, ,,<-1>  ,4.44, ,6.31, ,,<-1>  ,42, 
gtmpinut,8/7/2018 6:38:00 AM,1,1, ,0.039, ,0.084, ,0.019, ,0.06,<1> [SCC],-0.046,<-3> [SNV],0.014,<1> [SCC],0.033,,0.894,,0.88, ,0.65, ,0.861,,11, ,14, ,4.7, ,12, ,3,<1> (CHB), ,<-1>  ,31.1, ,15.5,,4.09, ,6.91, ,0.5,,13, 
gtmpinut,8/7/2018 6:39:00 AM,1,2, ,0.04, ,0.079, ,0.017, ,0.058,<1> [SCC],-0.044,<-3> [SNV],0.014,<1> [SCC],0.031,,0.964,,0.95, ,0.56, ,0.933,,11, ,14, ,4.8, ,13, ,3,<1> (CHB), ,<-1>  ,31.1, ,15.5,,4.09, ,6.91, ,0.5,,13, 
gtmpcnut,8/7/2018 7:00:00 AM,2,1, ,0.039, ,0.062, ,0.018, ,0.002,<-4> [SBL],0.01,,0.013, ,0.031,,1.113,,1.1, , ,<-1>  ,1.082,,1,,1.4,,0.4,<-4> [SBL],4,,190,<1> (CHB), ,<-1>  ,28.21, ,,<-1>  ,4.25, ,6.31, ,,<-1>  ,42, 
gtmssnut,8/7/2018 7:58:00 AM,1,1, ,0.034, ,0.1, ,0.075, ,0.005, ,0.032,,0.037, ,0.112,,0.847,,0.81, ,0.5, ,0.735,,4.1,,6.1,,3, ,38, ,31,<1> (CHB), ,<-1>  ,29.3, ,30.98,,4.41, ,7.54, ,0.5,,6.3, 
gtmssnut,8/7/2018 7:59:00 AM,1,2, ,0.034, ,0.11, ,0.075, ,0.005, ,0.031,,0.036, ,0.111,,0.976,,0.94, ,0.44, ,0.865,,7.1,,12,,8, ,35, ,18,<1> (CHB), ,<-1>  ,29.3, ,30.98,,4.41, ,7.54, ,0.5,,6.2, 
gtmpcnut,8/7/2018 8:54:00 AM,1,1, ,0.038, ,0.056, ,0.018, ,0.002,<-4> [SBL],0.008,,0.011, ,0.029,,1.311,,1.3, ,0.96, ,1.282,,0.97,,1.3,,0.51,,4,,230,<1> (CHB),258.6,<1> (CSM),27.5, ,0.07,,5.13, ,6.1, ,0.35,,43, 
gtmpcnut,8/7/2018 8:56:00 AM,1,2, ,0.037, ,0.06, ,0.017, ,0.002,<-4> [SBL],0.013,,0.016, ,0.033,,1.216,,1.2, ,1.1, ,1.183,,0.98,,1.3,,0.5,,4,<1> (CSM),220,<1> (CHB), ,<-1>  ,27.5, ,0.07,,5.13, ,6.1, ,0.35,,43, 
gtmfmnut,8/7/2018 9:06:00 AM,1,1, ,0.026, ,0.064, ,0.059, ,0.002,,0.009,,0.011, ,0.07,,0.651,,0.64, ,0.38,,0.581,,6,,8,,3, ,15, ,5,<1> (CHB), ,<-1>  ,29.6, ,29.62,,4.07, ,7.69, ,0.8,,7.1, 
gtmfmnut,8/7/2018 9:08:00 AM,1,2, ,0.028, ,0.067, ,0.057, ,0.002,,0.018,,0.02, ,0.077,,0.73,,0.71, ,0.42, ,0.653,,5.6,,7.6,,3, ,13, ,8,<1> (CHB), ,<-1>  ,29.6, ,29.62,,4.07, ,7.69, ,0.8,,7.6, 
gtmpcnut,8/7/2018 9:30:00 AM,2,1, ,0.036, ,0.056, ,0.015, ,0.002,<-4> [SBL],0.01,,0.013, ,0.028,,1.113,,1.1, , ,<-1>  ,1.085,,1.1,,1.1,,0.4,<-4> [SBL],4,,270,<1> (CHB), ,<-1>  ,27.69, ,,<-1>  ,4.42, ,6.27, ,,<-1>  ,42, 
gtmpcnut,9/4/2018 8:30:00 AM,2,1, ,0.052,<1> (CHB),0.091, ,0.028, ,0.003,<1> [SBL] (CHB),0.049,,0.052, ,0.08,,0.842,,0.79, ,0.73, ,0.762,,8,<1> (CHB),11,<1> (CHB),3.7,<1> (CHB),8,, ,<-2> [GDM], ,<-1>  ,28.42, ,,<-1>  ,4.67, ,7.07, ,,<-1>  ,23, 
gtmpcnut,9/4/2018 11:00:00 AM,2,1, ,0.05, ,0.082, ,0.003,,0.004,<1> (CHB),0.052,,0.056, ,0.059,,0.826,,0.77, , ,<-1>  ,0.767,,6.8, ,8.5, ,2.3, ,7,,300,<1> (CHB), ,<-1>  ,28.67, ,,<-1>  ,4.62, ,7.05, ,,<-1>  ,24, 
