2018,January,,February,,March,,April,,May,,June,,July,,August,,September,,October       ,,November,,December,
19,0.00,0.00,0.00,0.00,0.34,0.77,0.00,0.00,0.63,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.90,0.06,1.65,0.00,0.00,0.00,0.00
20,0.00,0.00,0.00,0.00,0.61,0.61,0.00,0.00,0.02,0.02,0.00,0.00,0.36,0.25,0.33,1.26,0.00,0.00,0.00,0.00,0.00,0.02,0.33,0.46
21,0.03,0.05,0.00,0.00,0.15,0.04,0.59,0.46,0.33,0.21,1.80,0.18,0.45,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.80,0.75
22,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.06,0.11,0.00,0.00,0.01,0.20,0.83,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00
23,0.19,0.19,0.02,0.03,0.00,0.00,0.30,0.50,0.00,0.00,0.00,0.00,0.29,0.43,0.15,0.00,0.00,0.00,0.00,0.00,1.23,0.36,0.00,0.00
24,0.00,0.00,0.00,0.00,0.00,0.00,1.41,1.54,0.00,0.00,0.00,0.00,0.61,0.54,0.00,0.00,0.18,0.48,0.00,0.39,2.85,0.05,0.00,0.00
25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.09,0.00,0.00,0.00,0.02,0.02,0.00,0.00
26,0.00,0.00,0.00,0.00,0.41,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.26,0.00,0.00,0.25,0.46,0.02,0.02,0.00,0.00
27,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.00,0.05,0.02,0.04,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.20,0.00,0.00
28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.75,0.00,1.08,1.21,0.16,0.32,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05
29,2.04,3.07,,,0.00,0.00,0.00,0.00,0.01,0.01,1.08,0.75,0.00,0.00,0.95,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.77
30,0.00,0.00,,,0.00,0.00,0.00,0.00,0.36,0.30,0.00,0.00,0.03,0.00,0.17,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.16
31,0.00,0.00,,,0.10,0.07,,,0.76,0.96,,,0.32,0.46,0.00,0.10,,,0.00,0.00,,,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,
Total,4.33,5.29,1.66,0.92,1.70,1.99,5.75,7.07,5.41,5.83,7.37,4.76,3.86,3.71,6.72,7.27,1.97,2.54,2.24,5.58,6.58,3.88,6.85,8.16
YTD,4.33,5.29,5.99,6.21,7.69,8.20,13.44,15.27,18.85,21.10,26.22,25.86,30.08,29.57,36.80,36.84,38.77,39.38,41.01,44.96,47.59,48.84,54.44,57.00
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0,,,,,,
