"ANALYTE_SYNONYM_KEY"|"DEP_PRIMARY_ANALYTE_NAME"|"DEP_ANALYTE_ID"|"LONG_NAME"|"BEGIN_DATE"|"END_DATE"|"MODIFY_USER_NAME"|"MODIFY_TS"
"20"|"d-BHC"|"319868"|"delta-Hexachlorocyclohexane"|"01-JAN-2014 00:00:00"|""|""|""
"21"|"d-BHC"|"319868"|"BHC-delta"|"01-JAN-2014 00:00:00"|""|""|""
"22"|"Linuron"|"330552"|"Lorox"|"01-JAN-2014 00:00:00"|""|""|""
"23"|"4,6-Dinitro-2-methylphenol"|"534521"|"2,4-Dinitro-o-cresol"|"01-JAN-2014 00:00:00"|""|""|""
"24"|"4,6-Dinitro-2-methylphenol"|"534521"|"2-Methyl-4,6-dinitrophenol"|"01-JAN-2014 00:00:00"|""|""|""
"25"|"1,1-Dichloropropene"|"563586"|"Dichloropropene, 1,1-"|"01-JAN-2014 00:00:00"|""|""|""
"26"|"2,2-Dichloropropane"|"594207"|"Dichloropropane, 2,2-"|"01-JAN-2014 00:00:00"|""|""|""
"27"|"Pheophytin a"|"603178"|"Pheophytin-a"|"01-JAN-2014 00:00:00"|""|""|""
"28"|"Hexachlorocyclohexane (mixture)"|"608731"|"1,2,3,4,5,6-hexachlorocyclohexane"|"01-JAN-2014 00:00:00"|""|""|""
"29"|"Hexachlorocyclohexane (mixture)"|"608731"|"Hexachlorocyclohexane"|"01-JAN-2014 00:00:00"|""|""|""
"30"|"Hexachlorocyclohexane (mixture)"|"608731"|"t-HCH"|"01-JAN-2014 00:00:00"|""|""|""
"31"|"N-Nitrosodi-n-propylamine"|"621647"|"N-Nitroso-N-Propyl-1-Propanamine"|"01-JAN-2014 00:00:00"|""|""|""
"32"|"N-Nitrosodi-n-propylamine"|"621647"|"n-Nitrosodipropylamine"|"01-JAN-2014 00:00:00"|""|""|""
"33"|"Hexamethylphosphoramide"|"680319"|"HMPA"|"01-JAN-2014 00:00:00"|""|""|""
"34"|"Phosmet"|"732116"|"Imidan"|"01-JAN-2014 00:00:00"|""|""|""
"35"|"Carbophenothion"|"786196"|"Trithion"|"01-JAN-2014 00:00:00"|""|""|""
"36"|"Ametryn"|"834128"|"Ametryne"|"01-JAN-2014 00:00:00"|""|""|""
"37"|"Fonophos"|"944229"|"Fonofos"|"01-JAN-2014 00:00:00"|""|""|""
"38"|"Carbofuran"|"1563662"|"Furaden"|"01-JAN-2014 00:00:00"|""|""|""
"39"|"Trifluralin"|"1582098"|"Treflan"|"01-JAN-2014 00:00:00"|""|""|""
"40"|"Prometon"|"1610180"|"Prometone"|"01-JAN-2014 00:00:00"|""|""|""
"41"|"Methyl-t-butyl ether"|"1634044"|"Methyl tert-butyl ether"|"01-JAN-2014 00:00:00"|""|""|""
"42"|"Methyl-t-butyl ether"|"1634044"|"MTBE, Methyl tertiary butyl ether"|"01-JAN-2014 00:00:00"|""|""|""
"43"|"Alkalinity (CaCO3)"|"1505"|"Alkalinity as CaCO3"|"01-JAN-2014 00:00:00"|""|""|""
"44"|"Alkalinity (CaCO3)"|"1505"|"Alkalinity, Total (total hydroxide+carbonate+bicarbonate)"|"01-JAN-2014 00:00:00"|""|""|""
"45"|"Ammonia (N)"|"1515"|"Ammonia, Total (N)"|"01-JAN-2014 00:00:00"|""|""|""
"46"|"Ammonia (N)"|"1515"|"Nitrogen, ammonia (NH3) + ammonium (NH4)"|"01-JAN-2014 00:00:00"|""|""|""
"47"|"Ammonia (N)"|"1515"|"Nitrogen, ammonia as N"|"01-JAN-2014 00:00:00"|""|""|""
"48"|"BOD"|"1530"|"Biological Oxygen Demand"|"01-JAN-2014 00:00:00"|""|""|""
"49"|"BOD"|"1530"|"BOD, Biochemical oxygen demand"|"01-JAN-2014 00:00:00"|""|""|""
"50"|"BOD- Carbonaceous"|"1555"|"Biochemical Oxygen Demand- Carbonaceous"|"01-JAN-2014 00:00:00"|""|""|""
"51"|"Specific Conductance"|"1610"|"Conductance, Specific"|"01-JAN-2014 00:00:00"|""|""|""
"52"|"Specific Conductance"|"1610"|"Conductivity"|"01-JAN-2014 00:00:00"|""|""|""
"53"|"Residues- Filterable (TDS)"|"1705"|"Solids, Dissolved"|"01-JAN-2014 00:00:00"|""|""|""
"54"|"Residues- Filterable (TDS)"|"1705"|"TDS"|"01-JAN-2014 00:00:00"|""|""|""
"55"|"Residues- Fixed"|"1725"|"Fixed Residues"|"01-JAN-2014 00:00:00"|""|""|""
"56"|"Residues- Fixed"|"1725"|"Fixed Solids"|"01-JAN-2014 00:00:00"|""|""|""
"57"|"Residues- Fixed"|"1725"|"Solids, Fixed"|"01-JAN-2014 00:00:00"|""|""|""
"58"|"Nitrogen- Total Kjeldahl"|"1795"|"Kjeldahl nitrogen"|"01-JAN-2014 00:00:00"|""|"ZIMMERMAN_JM"|"21-APR-2023 17:27:06"
