"ANALYTE_PRIMARY_KEY"|"ANALYTE_GROUP_CODES"|"RESULT_VALUE_TYPE_CODES"|"ADAPT_ANALYTE_ID"|"LONG_NAME"|"DESCRIPTION"|"BEGIN_DATE"|"METSPC_METHOD_SPECIATION_ID"|"EPA_CODE_ID"|"END_DATE"|"MODIFY_USER_NAME"|"MODIFY_TS"
"115"|"Semi-Volatiles"|"Calculated"|"32598100"|"2,3',4,4'-Tetrachlorobiphenyl"|"2,3',4,4'-Tetrachlorobiphenyl"|"01-JAN-2014 00:00:00"|""|"2,3',4,4'-Tetrachlorobiphenyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"116"|"Semi-Volatiles"|"Calculated"|"32598144"|"PCB-105"|"PCB-105"|"01-JAN-2014 00:00:00"|""|"2,3,3',4,4'-Pentachlorobiphenyl"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"117"|"Pesticides"|"Calculated"|"33213659"|"Endosulfan II"|"Endosulfan II"|"01-JAN-2014 00:00:00"|""|".beta.-Endosulfan"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"118"|"Pesticides"|"Calculated"|"33245395"|"Fluchloralin"|"Fluchloralin"|"01-JAN-2014 00:00:00"|""|"Fluchloralin"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"119"|"Pesticides"|"Calculated"|"34643464"|"Tokuthion"|"Tokuthion"|"01-JAN-2014 00:00:00"|""|"Prothiofos"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"120"|"Semi-Volatiles"|"Calculated"|"34883437"|"PCB-8"|"PCB-8"|"01-JAN-2014 00:00:00"|""|"2,4'-Dichlorobiphenyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"121"|"Semi-Volatiles"|"Calculated"|"35065271"|"2,2',4,4',5,5'-Hexachlorobiphenyl"|"2,2',4,4',5,5'-Hexachlorobiphenyl"|"01-JAN-2014 00:00:00"|""|"2,2',4,4',5,5'-Hexachlorobiphenyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"122"|"Semi-Volatiles"|"Calculated"|"35065282"|"2,2',3,4,4',5'-Hexachlorobiphenyl"|"2,2',3,4,4',5'-Hexachlorobiphenyl"|"01-JAN-2014 00:00:00"|""|"2,2',3,4,4',5'-Hexachlorobiphenyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"123"|"Semi-Volatiles"|"Calculated"|"35065293"|"2,2',3,4,4',5,5'-Heptachlorobiphenyl"|"2,2',3,4,4',5,5'-Heptachlorobiphenyl"|"01-JAN-2014 00:00:00"|""|"2,2',3,4,4',5,5'-Heptachlorobiphenyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"124"|"Semi-Volatiles"|"Calculated"|"35065306"|"2,2',3,3',4,4',5-Heptachlorobiphenyl"|"2,2',3,3',4,4',5-Heptachlorobiphenyl"|"01-JAN-2014 00:00:00"|""|"2,2',3,3',4,4',5-Heptachlorobiphenyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"125"|"Pesticides"|"Calculated"|"35400432"|"Bolstar"|"Bolstar"|"01-JAN-2014 00:00:00"|""|"Sulprofos"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"126"|"Semi-Volatiles"|"Calculated"|"35693993"|"2,2',5,5'-Tetrachlorobiphenyl"|"2,2',5,5'-Tetrachlorobiphenyl"|"01-JAN-2014 00:00:00"|""|"2,2',5,5'-Tetrachlorobiphenyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"127"|"Semi-Volatiles"|"Calculated"|"35694087"|"2,2',3,3',4,4',5,5'-Octachlorobiphenyl"|"2,2',3,3',4,4',5,5'-Octachlorobiphenyl"|"01-JAN-2014 00:00:00"|""|"2,2',3,3',4,4',5,5'-Octachlorobiphenyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"128"|"Semi-Volatiles"|"Calculated"|"37680652"|"2,2',5-Trichlorobiphenyl"|"2,2',5-Trichlorobiphenyl"|"01-JAN-2014 00:00:00"|""|"2,2',5-Trichlorobiphenyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"129"|"Semi-Volatiles"|"Calculated"|"37680732"|"2,2',4,5,5'-Pentachlorobiphenyl"|"2,2',4,5,5'-Pentachlorobiphenyl"|"01-JAN-2014 00:00:00"|""|"2,2',4,5,5'-Pentachlorobiphenyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"130"|"Semi-Volatiles"|"Calculated"|"38380073"|"2,2',3,3',4,4'-Hexachlorobiphenyl"|"2,2',3,3',4,4'-Hexachlorobiphenyl"|"01-JAN-2014 00:00:00"|""|"2,2',3,3',4,4'-Hexachlorobiphenyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"131"|"Semi-Volatiles"|"Calculated"|"40186729"|"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl"|"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl"|"01-JAN-2014 00:00:00"|""|"2,2',3,3',4,4',5,5',6-Nonachlorobiphenyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"132"|"Pesticides"|"Calculated"|"40487421"|"Pendimethalin"|"Pendimethalin"|"01-JAN-2014 00:00:00"|""|"Pendimethalin"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"133"|"Semi-Volatiles"|"Calculated"|"41464395"|"2,2',3,5'-Tetrachlorobiphenyl"|"2,2',3,5'-Tetrachlorobiphenyl"|"01-JAN-2014 00:00:00"|""|"2,2',3,5'-Tetrachlorobiphenyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"134"|"Pesticides"|"Calculated"|"51218452"|"Metolachlor"|"Metolachlor"|"01-JAN-2014 00:00:00"|""|"Metolachlor"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"135"|"Pesticides"|"Calculated"|"51235042"|"Hexazinone"|"Hexazinone"|"01-JAN-2014 00:00:00"|""|"Hexazinone"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"136"|"Pesticides"|"Calculated"|"52315078"|"Cypermethrin"|"Cypermethrin"|"01-JAN-2014 00:00:00"|""|"Beta Cypermethrin"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"137"|"Pesticides"|"Calculated"|"52645531"|"Permethrin"|"Permethrin"|"01-JAN-2014 00:00:00"|""|"Permethrin"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"138"|"Semi-Volatiles"|"Calculated"|"52663782"|"PCB-195"|"PCB-195"|"01-JAN-2014 00:00:00"|""|"2,2',3,3',4,4',5,6-Octachlorobiphenyl"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"139"|"Semi-Volatiles"|"Calculated"|"53469219"|"PCB-1242"|"PCB-1242"|"01-JAN-2014 00:00:00"|""|"Aroclor 1242"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"140"|"Pesticides"|"Calculated"|"57837191"|"Metalaxyl"|"Metalaxyl"|"01-JAN-2014 00:00:00"|""|"Metalaxyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"141"|"Pesticides"|"Calculated"|"120068373"|"Fipronil"|"Fipronil"|"01-JAN-2014 00:00:00"|""|"Fipronil"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"142"|"Pesticides"|"Calculated"|"138261413"|"Imidacloprid"|"Imidacloprid"|"01-JAN-2014 00:00:00"|""|"Imidacloprid"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"143"|"Biological"|"Calculated"|"FL-BIO-005"|"Chlorophyll/Phaeophytin ratio"|"Chlorophyll/Phaeophytin ratio"|"01-JAN-2014 00:00:00"|""|"Chlorophyll/Pheophytin ratio"|"02-AUG-2017 04:00:00"|"ZIMMERMAN_JM"|"02-AUG-2017 11:44:55"
"144"|"General Physical-Chemical"|"Calculated"|"FL-INORG-005"|"Carbon- Inorganic"|"Carbon- Inorganic"|"01-JAN-2014 00:00:00"|""|"Inorganic carbon"|""|"ADAMS_TL"|"02-MAR-2020 11:51:46"
"145"|"General Physical-Chemical"|"Calculated"|"FL-PHYS-012"|"Color- True"|"Color- True"|"01-JAN-2014 00:00:00"|""|"True color"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"146"|"General Physical-Chemical"|"Calculated"|"FL-PHYS-021"|"Volatile Residue - Suspended"|"Volatile Residue - Suspended"|"01-JAN-2014 00:00:00"|""|"Volatile suspended solids"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"147"|"General Physical-Chemical"|"Calculated"|"FL-PHYS-022"|"Volatile Residue - Dissolved"|"Volatile Residue - Dissolved"|"01-JAN-2014 00:00:00"|""|"Volatile Residue - Dissolved"|""|"ZIMMERMAN_JM"|"23-OCT-2019 12:26:58"
"148"|"General Physical-Chemical"|"Calculated"|"FL-PHYS-023"|"Color- Apparent"|"Color- Apparent"|"01-JAN-2014 00:00:00"|""|"Apparent color"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"149"|"Algal Toxins"|"Calculated"|"WIN-002"|"Microcystin"|"Microcystin"|"01-JAN-2014 00:00:00"|""|"Microcystin"|"21-JUL-2017 04:00:00"|"ZIMMERMAN_JM"|"21-JUL-2017 19:13:07"
"150"|"Field Observation"|"Calculated"|"WIN-003"|"Temperature, Air"|"Temperature, Air"|"01-JAN-2014 00:00:00"|""|"Temperature, air"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"151"|"Field Observation"|"Calculated"|"WIN-004"|"Velocity"|"Velocity"|"01-JAN-2014 00:00:00"|""|"Velocity - stream"|""|"ZIMMERMAN_JM"|"23-OCT-2019 12:26:32"
"152"|"Field Observation"|"Calculated"|"WIN-005"|"Gage height"|"Gage height"|"01-JAN-2014 00:00:00"|""|"Height, gage"|""|"ZIMMERMAN_JM"|"01-MAY-2019 15:01:43"
"153"|"Field Observation"|"Calculated"|"WIN-006"|"Stream width measure"|"Stream width measure"|"01-JAN-2014 00:00:00"|""|"Stream width measure"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"154"|"Field Observation"|"Calculated"|"WIN-007"|"Purge Volume"|"Purge Volume"|"01-JAN-2014 00:00:00"|""|"Purge Volume"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"155"|"General Physical-Chemical"|"Calculated"|"WIN-008"|"Fixed Residue- Dissolved"|"Fixed Residue- Dissolved"|"01-JAN-2014 00:00:00"|""|"Fixed dissolved solids"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"156"|"Field Observation"|"Calculated"|"WIN-010"|"Depth, Secchi Disk Depth"|"Depth, Secchi Disk Depth"|"01-JAN-2014 00:00:00"|""|"Depth, Secchi disk depth"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"157"|"General Physical-Chemical"|"Calculated"|"WIN-011"|"Dissolved Oxygen Saturation"|"Dissolved Oxygen Saturation"|"01-JAN-2014 00:00:00"|""|"Dissolved oxygen saturation"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"158"|"Field Observation"|"Calculated"|"WIN-012"|"Flow (Daily Mean)"|"Flow (Daily Mean)"|"01-JAN-2014 00:00:00"|""|"Flow"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"159"|"Field Observation"|"Calculated"|"WIN-013"|"Flow (Instantaneous)"|"Flow (Instantaneous)"|"01-JAN-2014 00:00:00"|""|"Flow"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"160"|"Field Observation"|"Calculated"|"WIN-014"|"Light Photosynthetic Active Radiation At Depth (PAR)"|"Light Photosynthetic Active Radiation At Depth (PAR)"|"01-JAN-2014 00:00:00"|""|"Light, photosynthetic active radiation at depth (PAR)"|"26-SEP-2017 04:00:00"|"ZIMMERMAN_JM"|"26-SEP-2017 11:23:06"
"161"|"Field Observation"|"Calculated"|"WIN-015"|"Percent surface light at depth"|"Percent surface light at depth"|"01-JAN-2014 00:00:00"|""|"Light, (PAR at depth/PAR at surface) x 100"|"26-SEP-2017 04:00:00"|"ZIMMERMAN_JM"|"26-SEP-2017 11:22:48"
"162"|"Field Observation"|"Calculated"|"WIN-016"|"Depth to Water (from bottom of meter box)"|"Depth to Water (from bottom of meter box)"|"01-JAN-2014 00:00:00"|""|"NO MATCH"|""|"ZIMMERMAN_JM"|"07-NOV-2018 19:25:31"
"163"|"Field Observation"|"Calculated"|"WIN-017"|"Depth to Water (from land surface elevation)"|"Depth to Water (from land surface elevation)"|"01-JAN-2014 00:00:00"|""|"Depth, from ground surface to well water level"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"164"|"Field Observation"|"Calculated"|"WIN-018"|"Depth to Water (from shutoff valve)"|"Depth to Water (from shutoff valve)"|"01-JAN-2014 00:00:00"|""|"NO MATCH"|""|"ZIMMERMAN_JM"|"07-NOV-2018 19:23:08"
"165"|"Field Observation"|"Calculated"|"WIN-019"|"Depth to Water (from top of casing)"|"Depth to Water (from top of casing)"|"01-JAN-2014 00:00:00"|""|"Depth, from below top of casing to water level"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"166"|"Field Observation"|"Calculated"|"WIN-020"|"Total Discharge"|"Total Discharge"|"01-JAN-2014 00:00:00"|""|"Discharge, River/Stream"|""|"ZIMMERMAN_JM"|"23-OCT-2019 12:25:54"
"167"|"Oxygen Demand"|"Calculated"|"WIN-021"|"BOD- Nitrogenous"|"BOD- Nitrogenous"|"01-JAN-2014 00:00:00"|""|"Nitrogenous biochemical oxygen demand"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"168"|"Biological"|"Calculated"|"WIN-022"|"Chlorophyll a, free of pheophytin"|"Chlorophyll a, free of pheophytin"|"01-JAN-2014 00:00:00"|""|"Chlorophyll a, free of pheophytin"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"169"|"Biological"|"Calculated"|"WIN-023"|"Chlorophyll (a+b+c)"|"Chlorophyll (a+b+c)"|"01-JAN-2014 00:00:00"|""|"Chlorophyll"|"09-APR-2019 04:00:00"|"ZIMMERMAN_JM"|"09-APR-2019 16:52:35"
"170"|"Nutrients"|"Calculated"|"WIN-024"|"Ammonium (NH4)"|"Ammonium (NH4)"|"01-JAN-2014 00:00:00"|"4"|"Ammonium"|"14-FEB-2019 05:00:00"|"ZIMMERMAN_JM"|"14-FEB-2019 15:46:08"
"171"|"Microbiological"|"Actual"|"WIN-025"|"Coliform Total (CFU)"|"Coliform Total (CFU)"|"01-JAN-2014 00:00:00"|""|"Total Coliform"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"172"|"Microbiological"|"Actual"|"WIN-026"|"Enterococci (CFU)"|"Enterococci (CFU)"|"01-JAN-2014 00:00:00"|""|"Enterococcus"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"173"|"Microbiological"|"Actual"|"WIN-027"|"Coliform Fecal (CFU)"|"Coliform Fecal (CFU)"|"01-JAN-2014 00:00:00"|""|"Fecal Coliform"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"174"|"Microbiological"|"Actual"|"WIN-028"|"Fecal Streptococci (CFU)"|"Fecal Streptococci (CFU)"|"01-JAN-2014 00:00:00"|""|"Fecal Streptococcus Group Bacteria"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"175"|"General Physical-Chemical"|"Calculated"|"WIN-029"|"Phenolics (as Phenol)"|"Phenolics (as Phenol)"|"01-JAN-2014 00:00:00"|""|"Phenols"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"176"|"General Physical-Chemical"|"Calculated"|"1950"|"Residues- Total"|"Residues- Total"|"01-JAN-2014 00:00:00"|""|"Residue, Total"|""|"ADAMS_TL"|"13-NOV-2019 16:52:25"
"177"|"General Physical-Chemical"|"Calculated"|"1965"|"Residues- Settleable"|"Residues- Settleable"|"01-JAN-2014 00:00:00"|""|"NO MATCH"|"29-NOV-2018 05:00:00"|"ZIMMERMAN_JM"|"29-NOV-2018 14:13:53"
"178"|"Microbiological"|"Actual"|"FL-MICRO-003"|"Klebsiella (CFU)"|"Klebsiella (CFU)"|"01-JAN-2014 00:00:00"|""|"Klebsiella"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"179"|"Microbiological"|"Calculated"|"WIN-030"|"Coliform Total (MPN)"|"Coliform Total (MPN)"|"01-JAN-2014 00:00:00"|""|"Total Coliform"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"180"|"Microbiological"|"Calculated"|"WIN-031"|"Enterococci (MPN)"|"Enterococci (MPN)"|"01-JAN-2014 00:00:00"|""|"Enterococcus"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"181"|"Microbiological"|"Actual"|"WIN-032"|"Escherichia coli (CFU)"|"Escherichia coli (CFU)"|"01-JAN-2014 00:00:00"|""|"Escherichia coli"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"182"|"Microbiological"|"Calculated"|"WIN-033"|"Escherichia coli (MPN)"|"Escherichia coli (MPN)"|"01-JAN-2014 00:00:00"|""|"Escherichia coli"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"183"|"Microbiological"|"Calculated"|"WIN-034"|"Coliform Fecal (MPN)"|"Coliform Fecal (MPN)"|"01-JAN-2014 00:00:00"|""|"Fecal Coliform"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"184"|"Microbiological"|"Calculated"|"WIN-035"|"Fecal Streptococci (MPN)"|"Fecal Streptococci (MPN)"|"01-JAN-2014 00:00:00"|""|"Fecal Streptococcus Group Bacteria"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"185"|"Microbiological"|"Actual"|"WIN-036"|"Heterotrophic bacteria (CFU)"|"Heterotrophic bacteria (CFU)"|"01-JAN-2014 00:00:00"|""|"Heterotrophic bacteria"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"186"|"Radiochemistry"|"Calculated"|"2830"|"Alpha - Gross"|"Alpha - Gross"|"01-JAN-2014 00:00:00"|""|"Gross alpha radioactivity, (Americium-241 ref std)"|""|"ADAMS_TL"|"19-SEP-2019 13:55:34"
"187"|"Pesticides"|"Calculated"|"50594666"|"Acifluorfen"|"Acifluorfen"|"01-JAN-2014 00:00:00"|""|"Acifluorfen"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"188"|"Biological"|"Calculated"|"FL-MOLBIO-001"|"Alkaline Phosphatase Activity"|"Alkaline Phosphatase Activity"|"01-JAN-2014 00:00:00"|""|"Alkaline phosphatase"|"30-APR-2021 04:00:00"|"ADAMS_TL"|"30-APR-2021 09:20:55"
"189"|"Pesticides"|"Calculated"|"6190654"|"Atrazine Desethyl"|"Atrazine Desethyl"|"01-JAN-2014 00:00:00"|""|"2-Chloro-4-isopropylamino-6-amino-s-triazine"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"190"|"Pesticides"|"Calculated"|"1007289"|"Atrazine Desisopropyl"|"Atrazine Desisopropyl"|"01-JAN-2014 00:00:00"|""|"2-Choro-6-ethylamino-4-amino-s-triazine"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"191"|"Herbicides"|"Calculated"|"25057890"|"Bentazon"|"Bentazon"|"01-JAN-2014 00:00:00"|""|"Bentazon"|""|"ADAMS_TL"|"19-SEP-2019 13:54:33"
"192"|"Pesticides"|"Calculated"|"72548"|"4,4'-DDD"|"4,4'-DDD"|"01-JAN-2014 00:00:00"|""|"p,p'-DDD"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"193"|"Pesticides"|"Calculated"|"72559"|"4,4'-DDE"|"4,4'-DDE"|"01-JAN-2014 00:00:00"|""|"p,p'-DDE"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"194"|"Biological"|"Calculated"|"FL-MOLBIO-002"|"GULL2-qPCR (TSC)"|"GULL2-qPCR (TSC)"|"01-JAN-2014 00:00:00"|""|"GULL2 DNA marker"|""|"SANKURATRI_L"|"06-MAY-2021 17:40:30"
"195"|"Biological"|"Calculated"|"FL-MOLBIO-018"|"HF183-qPCR (GEU)"|"HF183-qPCR (GEU)"|"01-JAN-2014 00:00:00"|""|"HF183 DNA marker"|""|"ADAMS_TL"|"07-MAY-2021 13:15:28"
"196"|"General Physical-Chemical"|"Calculated"|"22967926"|"Methyl Mercury"|"Methyl Mercury"|"01-JAN-2014 00:00:00"|"16"|"Methylmercury(1+)"|""|"ADAMS_TL"|"19-SEP-2019 13:54:01"
"197"|"Nutrients"|"Calculated"|"FL-INORG-002"|"Nitrogen- Total"|"Nitrogen- Total"|"01-JAN-2014 00:00:00"|"4"|"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)"|""|"SANKURATRI_L"|"28-JAN-2021 17:41:14"
"198"|"Pesticides"|"Calculated"|"1646873"|"Aldicarb sulfoxide"|"Aldicarb sulfoxide"|"01-JAN-2014 00:00:00"|""|"Aldicarb sulfoxide"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"199"|"Pesticides"|"Calculated"|"1646884"|"Aldicarb sulfone"|"Aldicarb sulfone"|"01-JAN-2014 00:00:00"|""|"Aldicarb sulfone"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"200"|"Semi-Volatiles"|"Calculated"|"1689845"|"3,5-Dibromo-4-hydroxybenzonitrile"|"3,5-Dibromo-4-hydroxybenzonitrile"|"01-JAN-2014 00:00:00"|""|"Bromoxynil"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"201"|"Semi-Volatiles"|"Calculated"|"1718521"|"Pyrene-d10"|"Pyrene-d10"|"01-JAN-2014 00:00:00"|""|"Pyrene-d10"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"202"|"Semi-Volatiles"|"Calculated"|"1746016"|"2,3,7,8-TCDD"|"2,3,7,8-TCDD"|"01-JAN-2014 00:00:00"|""|"2,3,7,8-Tetrachlorodibenzo-p-dioxin"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"203"|"Pesticides"|"Calculated"|"1770805"|"Dibutyl Chlorendate"|"Dibutyl Chlorendate"|"01-JAN-2014 00:00:00"|""|"Dibutyl chlorendate"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"204"|"Semi-Volatiles"|"Calculated"|"1836755"|"2,4-Dichloro-1-(4-nitrophenoxy)benzene"|"2,4-Dichloro-1-(4-nitrophenoxy)benzene"|"01-JAN-2014 00:00:00"|""|"Nitrofen"|""|"SANKURATRI_L"|"14-OCT-2019 17:52:49"
"205"|"Pesticides"|"Calculated"|"1861321"|"Dacthal"|"Dacthal"|"01-JAN-2014 00:00:00"|""|"Chlorthal-dimethyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"206"|"Pesticides"|"Calculated"|"1897456"|"Chlorothalonil"|"Chlorothalonil"|"01-JAN-2014 00:00:00"|""|"Chlorothalonil"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"207"|"Pesticides"|"Calculated"|"1912249"|"Atrazine"|"Atrazine"|"01-JAN-2014 00:00:00"|""|"Atrazine"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"208"|"Pesticides"|"Calculated"|"1918009"|"Dicamba"|"Dicamba"|"01-JAN-2014 00:00:00"|""|"Dicamba"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"209"|"Pesticides"|"Calculated"|"2008415"|"Butylate"|"Butylate"|"01-JAN-2014 00:00:00"|""|"Butylate"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"210"|"Pesticides"|"Calculated"|"2032657"|"Methiocarb"|"Methiocarb"|"01-JAN-2014 00:00:00"|""|"Methiocarb"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"211"|"Semi-Volatiles"|"Calculated"|"2051607"|"2-Chlorobiphenyl"|"2-Chlorobiphenyl"|"01-JAN-2014 00:00:00"|""|"2-Chlorobiphenyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"212"|"Pesticides"|"Calculated"|"2104645"|"EPN"|"EPN"|"01-JAN-2014 00:00:00"|""|"O-Ethyl O-(p-nitrophenyl) phenylphosphonothioate"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"213"|"Pesticides"|"Calculated"|"2164172"|"Fluometuron"|"Fluometuron"|"01-JAN-2014 00:00:00"|""|"Fluometuron"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"214"|"Volatiles"|"Calculated"|"2199691"|"1,2-Dichlorobenzene-d4"|"1,2-Dichlorobenzene-d4"|"01-JAN-2014 00:00:00"|""|"1,2-Dichlorobenzene-d4"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"215"|"Pesticides"|"Calculated"|"2212671"|"Molinate"|"Molinate"|"01-JAN-2014 00:00:00"|""|"Molinate"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"216"|"Pesticides"|"Calculated"|"2303164"|"Diallate"|"Diallate"|"01-JAN-2014 00:00:00"|""|"Diallate"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"217"|"Herbicides"|"Calculated"|"2303175"|"Triallate"|"Triallate"|"01-JAN-2014 00:00:00"|""|"Triallate"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"218"|"Pesticides"|"Calculated"|"2310170"|"Phosalone"|"Phosalone"|"01-JAN-2014 00:00:00"|""|"Phosalone"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"219"|"Pesticides"|"Calculated"|"2385855"|"Mirex"|"Mirex"|"01-JAN-2014 00:00:00"|""|"Mirex"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"220"|"Pesticides"|"Calculated"|"2921882"|"Chlorpyrifos"|"Chlorpyrifos"|"01-JAN-2014 00:00:00"|""|"Chlorpyrifos"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"221"|"Pesticides"|"Calculated"|"3689245"|"Tetraethyl dithiopyrophosphate"|"Tetraethyl dithiopyrophosphate"|"01-JAN-2014 00:00:00"|""|"Sulfotep"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"222"|"Pesticides"|"Calculated"|"4685147"|"Paraquat"|"Paraquat"|"01-JAN-2014 00:00:00"|""|"Paraquat"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"223"|"Pesticides"|"Calculated"|"5103719"|"a-Chlordane"|"a-Chlordane"|"01-JAN-2014 00:00:00"|""|"cis-Chlordane"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"224"|"Pesticides"|"Calculated"|"5103742"|"g-Chlordane"|"g-Chlordane"|"01-JAN-2014 00:00:00"|""|"trans-Chlordane"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"225"|"Pesticides"|"Calculated"|"6923224"|"Monocrotophos"|"Monocrotophos"|"01-JAN-2014 00:00:00"|""|"Monocrotophos"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"226"|"Semi-Volatiles"|"Calculated"|"7005723"|"4-Chlorophenyl phenyl ether"|"4-Chlorophenyl phenyl ether"|"01-JAN-2014 00:00:00"|""|"p-Chlorophenyl phenyl ether"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"227"|"Pesticides"|"Calculated"|"7287196"|"Prometryn"|"Prometryn"|"01-JAN-2014 00:00:00"|""|"Prometryn"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
