"ANALYTE_PRIMARY_KEY"|"ANALYTE_GROUP_CODES"|"RESULT_VALUE_TYPE_CODES"|"ADAPT_ANALYTE_ID"|"LONG_NAME"|"DESCRIPTION"|"BEGIN_DATE"|"METSPC_METHOD_SPECIATION_ID"|"EPA_CODE_ID"|"END_DATE"|"MODIFY_USER_NAME"|"MODIFY_TS"
"228"|"Pesticides"|"Calculated"|"7421934"|"Endrin aldehyde"|"Endrin aldehyde"|"01-JAN-2014 00:00:00"|""|"Endrin aldehyde"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"229"|"Metals"|"Calculated"|"7429905"|"Aluminum"|"Aluminum"|"01-JAN-2014 00:00:00"|""|"Aluminum"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"230"|"Metals"|"Calculated"|"7439885"|"Iridium"|"Iridium"|"01-JAN-2014 00:00:00"|""|"Iridium"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"231"|"Metals"|"Calculated"|"7439896"|"Iron"|"Iron"|"01-JAN-2014 00:00:00"|""|"Iron"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"232"|"Pesticides"|"Calculated"|"56382"|"Parathion"|"Parathion"|"01-JAN-2014 00:00:00"|""|"Parathion"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"233"|"Semi-Volatiles"|"Calculated"|"56495"|"3-Methylcholanthrene"|"3-Methylcholanthrene"|"01-JAN-2014 00:00:00"|""|"3-Methylcholanthrene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"234"|"Semi-Volatiles"|"Calculated"|"56553"|"Benzo(a)anthracene"|"Benzo(a)anthracene"|"01-JAN-2014 00:00:00"|""|"Benz[a]anthracene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"235"|"Pesticides"|"Calculated"|"56724"|"Coumaphos"|"Coumaphos"|"01-JAN-2014 00:00:00"|""|"Coumaphos"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"236"|"Pesticides"|"Calculated"|"57749"|"Chlordane"|"Chlordane"|"01-JAN-2014 00:00:00"|""|"Chlordane"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"237"|"Pesticides"|"Calculated"|"58899"|"g-BHC"|"g-BHC"|"01-JAN-2014 00:00:00"|""|"Lindane"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"238"|"Semi-Volatiles"|"Calculated"|"58902"|"2,3,4,6-Tetrachlorophenol"|"2,3,4,6-Tetrachlorophenol"|"01-JAN-2014 00:00:00"|""|"2,3,4,6-Tetrachlorophenol"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"239"|"Semi-Volatiles"|"Calculated"|"59507"|"4-Chloro-3-methylphenol"|"4-Chloro-3-methylphenol"|"01-JAN-2014 00:00:00"|""|"p-Chloro-m-cresol"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"240"|"Semi-Volatiles"|"Calculated"|"60117"|"4-Dimethylaminoazobenzene"|"4-Dimethylaminoazobenzene"|"01-JAN-2014 00:00:00"|""|"4-Dimethylaminoazobenzene"|""|"SANKURATRI_L"|"14-OCT-2019 17:52:49"
"241"|"Pesticides"|"Calculated"|"60515"|"Dimethoate"|"Dimethoate"|"01-JAN-2014 00:00:00"|""|"Dimethoate"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"242"|"Pesticides"|"Calculated"|"60571"|"Dieldrin"|"Dieldrin"|"01-JAN-2014 00:00:00"|""|"Dieldrin"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"243"|"Semi-Volatiles"|"Calculated"|"62442"|"Phenacetin"|"Phenacetin"|"01-JAN-2014 00:00:00"|""|"Phenacetin"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"244"|"Semi-Volatiles"|"Calculated"|"62500"|"Ethyl methanesulfonate"|"Ethyl methanesulfonate"|"01-JAN-2014 00:00:00"|""|"Ethyl methanesulfonate"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"245"|"Semi-Volatiles"|"Calculated"|"62533"|"Aniline"|"Aniline"|"01-JAN-2014 00:00:00"|""|"Aniline"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"246"|"Pesticides"|"Calculated"|"62737"|"Dichlorvos"|"Dichlorvos"|"01-JAN-2014 00:00:00"|""|"Dichlorvos"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"247"|"Semi-Volatiles"|"Calculated"|"62759"|"N-Nitrosodimethylamine"|"N-Nitrosodimethylamine"|"01-JAN-2014 00:00:00"|""|"N-Nitrosodimethylamine"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"248"|"Pesticides"|"Calculated"|"63252"|"Carbaryl"|"Carbaryl"|"01-JAN-2014 00:00:00"|""|"Carbaryl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"249"|"Semi-Volatiles"|"Calculated"|"65850"|"Benzoic acid"|"Benzoic acid"|"01-JAN-2014 00:00:00"|""|"Benzoic acid"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"250"|"Semi-Volatiles"|"Calculated"|"66273"|"Methyl methanesulfonate"|"Methyl methanesulfonate"|"01-JAN-2014 00:00:00"|""|"Methyl methanesulfonate"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"251"|"Volatiles"|"Calculated"|"67641"|"Acetone"|"Acetone"|"01-JAN-2014 00:00:00"|""|"Acetone"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"252"|"Volatiles"|"Calculated"|"67663"|"Chloroform"|"Chloroform"|"01-JAN-2014 00:00:00"|""|"Chloroform"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"253"|"Volatiles"|"Calculated"|"67721"|"Hexachloroethane"|"Hexachloroethane"|"01-JAN-2014 00:00:00"|""|"Hexachloroethane"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"254"|"Volatiles"|"Calculated"|"71432"|"Benzene"|"Benzene"|"01-JAN-2014 00:00:00"|""|"Benzene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"255"|"General Physical-Chemical"|"Calculated"|"71523"|"Bicarbonate (CaCO3)"|"Bicarbonate (CaCO3)"|"01-JAN-2014 00:00:00"|""|"Bicarbonate"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"256"|"Volatiles"|"Calculated"|"71556"|"1,1,1-Trichloroethane"|"1,1,1-Trichloroethane"|"01-JAN-2014 00:00:00"|""|"1,1,1-Trichloroethane"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"257"|"Pesticides"|"Calculated"|"72208"|"Endrin"|"Endrin"|"01-JAN-2014 00:00:00"|""|"Endrin"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"258"|"Pesticides"|"Calculated"|"72435"|"Methoxychlor"|"Methoxychlor"|"01-JAN-2014 00:00:00"|""|"Methoxychlor"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"259"|"Pesticides"|"Calculated"|"72560"|"Perthane"|"Perthane"|"01-JAN-2014 00:00:00"|""|"Ethylan"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"260"|"Volatiles"|"Calculated"|"74839"|"Bromomethane"|"Bromomethane"|"01-JAN-2014 00:00:00"|""|"Methyl bromide"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"261"|"Volatiles"|"Calculated"|"74873"|"Chloromethane"|"Chloromethane"|"01-JAN-2014 00:00:00"|""|"Chloromethane"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"262"|"Volatiles"|"Calculated"|"74884"|"Iodomethane"|"Iodomethane"|"01-JAN-2014 00:00:00"|""|"Methyl iodide"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"263"|"Volatiles"|"Calculated"|"74953"|"Dibromomethane"|"Dibromomethane"|"01-JAN-2014 00:00:00"|""|"Dibromomethane"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"264"|"Volatiles"|"Calculated"|"74975"|"Bromochloromethane"|"Bromochloromethane"|"01-JAN-2014 00:00:00"|""|"Halon 1011"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"265"|"Volatiles"|"Calculated"|"75003"|"Chloroethane"|"Chloroethane"|"01-JAN-2014 00:00:00"|""|"Chloroethane"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"266"|"Volatiles"|"Calculated"|"75014"|"Vinyl chloride"|"Vinyl chloride"|"01-JAN-2014 00:00:00"|""|"Vinyl chloride"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"267"|"Volatiles"|"Calculated"|"75092"|"Methylene chloride"|"Methylene chloride"|"01-JAN-2014 00:00:00"|""|"Methylene chloride"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"268"|"Volatiles"|"Calculated"|"75150"|"Carbon disulfide"|"Carbon disulfide"|"01-JAN-2014 00:00:00"|""|"Carbon disulfide"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"269"|"Volatiles"|"Calculated"|"75252"|"Bromoform"|"Bromoform"|"01-JAN-2014 00:00:00"|""|"Tribromomethane"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"270"|"Volatiles"|"Calculated"|"75274"|"Bromodichloromethane"|"Bromodichloromethane"|"01-JAN-2014 00:00:00"|""|"Dichlorobromomethane"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"271"|"Volatiles"|"Calculated"|"75343"|"1,1-Dichloroethane"|"1,1-Dichloroethane"|"01-JAN-2014 00:00:00"|""|"1,1-Dichloroethane"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"272"|"Volatiles"|"Calculated"|"75354"|"1,1-Dichloroethene"|"1,1-Dichloroethene"|"01-JAN-2014 00:00:00"|""|"1,1-Dichloroethylene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"273"|"Volatiles"|"Calculated"|"75694"|"Trichlorofluoromethane"|"Trichlorofluoromethane"|"01-JAN-2014 00:00:00"|""|"CFC-11"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"274"|"Volatiles"|"Calculated"|"75718"|"Dichlorodifluoromethane"|"Dichlorodifluoromethane"|"01-JAN-2014 00:00:00"|""|"CFC-12"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"275"|"Pesticides"|"Calculated"|"76448"|"Heptachlor"|"Heptachlor"|"01-JAN-2014 00:00:00"|""|"Heptachlor"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"276"|"Semi-Volatiles"|"Calculated"|"77474"|"Hexachlorocyclopentadiene"|"Hexachlorocyclopentadiene"|"01-JAN-2014 00:00:00"|""|"Hexachlorocyclopentadiene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"277"|"Pesticides"|"Calculated"|"78342"|"Dioxathion"|"Dioxathion"|"01-JAN-2014 00:00:00"|""|"Dioxathion"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"278"|"Semi-Volatiles"|"Calculated"|"78591"|"Isophorone"|"Isophorone"|"01-JAN-2014 00:00:00"|""|"Isophorone"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"279"|"Volatiles"|"Calculated"|"78875"|"1,2-Dichloropropane"|"1,2-Dichloropropane"|"01-JAN-2014 00:00:00"|""|"1,2-Dichloropropane"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"280"|"Volatiles"|"Calculated"|"78933"|"2-Butanone"|"2-Butanone"|"01-JAN-2014 00:00:00"|""|"Methyl ethyl ketone"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"281"|"Volatiles"|"Calculated"|"79005"|"1,1,2-Trichloroethane"|"1,1,2-Trichloroethane"|"01-JAN-2014 00:00:00"|""|"1,1,2-Trichloroethane"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"282"|"Volatiles"|"Calculated"|"79016"|"Trichloroethene"|"Trichloroethene"|"01-JAN-2014 00:00:00"|""|"Trichloroethylene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"283"|"Volatiles"|"Calculated"|"79345"|"1,1,2,2-Tetrachloroethane"|"1,1,2,2-Tetrachloroethane"|"01-JAN-2014 00:00:00"|""|"1,1,2,2-Tetrachloroethane"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"284"|"Semi-Volatiles"|"Calculated"|"82688"|"Pentachloronitrobenzene"|"Pentachloronitrobenzene"|"01-JAN-2014 00:00:00"|""|"Pentachloronitrobenzene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"285"|"Semi-Volatiles"|"Calculated"|"83329"|"Acenaphthene"|"Acenaphthene"|"01-JAN-2014 00:00:00"|""|"Acenaphthene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"286"|"Semi-Volatiles"|"Calculated"|"84742"|"Di-n-Butyl phthalate"|"Di-n-Butyl phthalate"|"01-JAN-2014 00:00:00"|""|"Dibutyl phthalate"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"287"|"Semi-Volatiles"|"Calculated"|"85018"|"Phenanthrene"|"Phenanthrene"|"01-JAN-2014 00:00:00"|""|"Phenanthrene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"288"|"Semi-Volatiles"|"Calculated"|"85687"|"Butyl benzyl phthalate"|"Butyl benzyl phthalate"|"01-JAN-2014 00:00:00"|""|"Butyl benzyl phthalate"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"289"|"Pesticides"|"Calculated"|"86500"|"Azinphos methyl"|"Azinphos methyl"|"01-JAN-2014 00:00:00"|""|"Azinphos-methyl"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"290"|"Semi-Volatiles"|"Calculated"|"86737"|"Fluorene"|"Fluorene"|"01-JAN-2014 00:00:00"|""|"Fluorene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"291"|"Semi-Volatiles"|"Calculated"|"86748"|"Carbazole"|"Carbazole"|"01-JAN-2014 00:00:00"|""|"Carbazole"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"292"|"Semi-Volatiles"|"Calculated"|"87650"|"2,6-Dichlorophenol"|"2,6-Dichlorophenol"|"01-JAN-2014 00:00:00"|""|"2,6-Dichlorophenol"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"293"|"Volatiles"|"Calculated"|"87683"|"Hexachlorobutadiene"|"Hexachlorobutadiene"|"01-JAN-2014 00:00:00"|""|"Hexachlorobutadiene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"294"|"Semi-Volatiles"|"Calculated"|"87865"|"Pentachlorophenol"|"Pentachlorophenol"|"01-JAN-2014 00:00:00"|""|"Pentachlorophenol"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"295"|"Semi-Volatiles"|"Calculated"|"88744"|"2-Nitroaniline"|"2-Nitroaniline"|"01-JAN-2014 00:00:00"|""|"o-Nitroaniline"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"296"|"Semi-Volatiles"|"Calculated"|"88755"|"2-Nitrophenol"|"2-Nitrophenol"|"01-JAN-2014 00:00:00"|""|"o-Nitrophenol"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"297"|"Pesticides"|"Calculated"|"88857"|"Dinoseb"|"Dinoseb"|"01-JAN-2014 00:00:00"|""|"Dinoseb"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"298"|"Semi-Volatiles"|"Calculated"|"90120"|"1-Methylnaphthalene"|"1-Methylnaphthalene"|"01-JAN-2014 00:00:00"|""|"1-Methylnaphthalene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"299"|"Semi-Volatiles"|"Calculated"|"91203"|"Naphthalene"|"Naphthalene"|"01-JAN-2014 00:00:00"|""|"Fluorene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"300"|"Semi-Volatiles"|"Calculated"|"91576"|"2-Methylnaphthalene"|"2-Methylnaphthalene"|"01-JAN-2014 00:00:00"|""|"2-Methylnaphthalene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"301"|"Semi-Volatiles"|"Calculated"|"91598"|"2-Naphthylamine"|"2-Naphthylamine"|"01-JAN-2014 00:00:00"|""|"2-Naphthalenamine"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"302"|"Semi-Volatiles"|"Calculated"|"91805"|"Methapyrilene"|"Methapyrilene"|"01-JAN-2014 00:00:00"|""|"Methapyrilene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"303"|"Semi-Volatiles"|"Calculated"|"91941"|"3,3'-Dichlorobenzidine"|"3,3'-Dichlorobenzidine"|"01-JAN-2014 00:00:00"|""|"3,3'-Dichlorobenzidine"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"304"|"Semi-Volatiles"|"Calculated"|"92524"|"Biphenyl"|"Biphenyl"|"01-JAN-2014 00:00:00"|""|"Biphenyl"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"305"|"Semi-Volatiles"|"Calculated"|"92671"|"4-Aminobiphenyl"|"4-Aminobiphenyl"|"01-JAN-2014 00:00:00"|""|"4-Aminobiphenyl"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"306"|"Pesticides"|"Calculated"|"93721"|"2,4,5-TP"|"2,4,5-TP"|"01-JAN-2014 00:00:00"|""|"Silvex"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"307"|"Pesticides"|"Calculated"|"93765"|"2,4,5-T"|"2,4,5-T"|"01-JAN-2014 00:00:00"|""|"2,4,5-T"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"308"|"Pesticides"|"Calculated"|"94597"|"Safrole"|"Safrole"|"01-JAN-2014 00:00:00"|""|"Safrole"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"309"|"Pesticides"|"Calculated"|"94757"|"2,4-D"|"2,4-D"|"01-JAN-2014 00:00:00"|""|"2,4-D"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"310"|"Pesticides"|"Calculated"|"94826"|"2,4-DB"|"2,4-DB"|"01-JAN-2014 00:00:00"|""|"2,4-DB"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"311"|"Volatiles"|"Calculated"|"95476"|"Xylene, o-"|"Xylene, o-"|"01-JAN-2014 00:00:00"|""|"o-Xylene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"312"|"Semi-Volatiles"|"Calculated"|"95487"|"2-Methylphenol"|"2-Methylphenol"|"01-JAN-2014 00:00:00"|""|"o-Cresol"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"313"|"Volatiles"|"Calculated"|"95501"|"1,2-Dichlorobenzene"|"1,2-Dichlorobenzene"|"01-JAN-2014 00:00:00"|""|"o-Dichlorobenzene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"314"|"Semi-Volatiles"|"Calculated"|"95534"|"o-Toluidine"|"o-Toluidine"|"01-JAN-2014 00:00:00"|""|"o-Toluidine"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"315"|"Semi-Volatiles"|"Calculated"|"95578"|"2-Chlorophenol"|"2-Chlorophenol"|"01-JAN-2014 00:00:00"|""|"o-Chlorophenol"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"316"|"Volatiles"|"Calculated"|"95636"|"1,2,4-Trimethylbenzene"|"1,2,4-Trimethylbenzene"|"01-JAN-2014 00:00:00"|""|"1,2,4-Trimethylbenzene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"317"|"Semi-Volatiles"|"Calculated"|"95943"|"1,2,4,5-Tetrachlorobenzene"|"1,2,4,5-Tetrachlorobenzene"|"01-JAN-2014 00:00:00"|""|"1,2,4,5-Tetrachlorobenzene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"318"|"Semi-Volatiles"|"Calculated"|"95954"|"2,4,5-Trichlorophenol"|"2,4,5-Trichlorophenol"|"01-JAN-2014 00:00:00"|""|"2,4,5-Trichlorophenol"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"319"|"Volatiles"|"Calculated"|"96184"|"1,2,3-Trichloropropane"|"1,2,3-Trichloropropane"|"01-JAN-2014 00:00:00"|""|"1,2,3-Trichloropropane"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"320"|"Pesticides"|"Calculated"|"97176"|"Dichlofenthion"|"Dichlofenthion"|"01-JAN-2014 00:00:00"|""|"Dichlofenthion"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"321"|"Volatiles"|"Calculated"|"98828"|"Isopropylbenzene"|"Isopropylbenzene"|"01-JAN-2014 00:00:00"|""|"Cumene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"322"|"Semi-Volatiles"|"Calculated"|"98862"|"Acetophenone"|"Acetophenone"|"01-JAN-2014 00:00:00"|""|"Acetophenone"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"323"|"Semi-Volatiles"|"Calculated"|"98953"|"Nitrobenzene"|"Nitrobenzene"|"01-JAN-2014 00:00:00"|""|"Nitrobenzene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"324"|"Semi-Volatiles"|"Calculated"|"99092"|"3-Nitroaniline"|"3-Nitroaniline"|"01-JAN-2014 00:00:00"|""|"m-Nitroaniline"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"325"|"Semi-Volatiles"|"Calculated"|"99354"|"1,3,5-Trinitrobenzene"|"1,3,5-Trinitrobenzene"|"01-JAN-2014 00:00:00"|""|"1,3,5-Trinitrobenzene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"326"|"Semi-Volatiles"|"Calculated"|"99558"|"5-Nitro-o-toluidine"|"5-Nitro-o-toluidine"|"01-JAN-2014 00:00:00"|""|"2-Methyl-5-nitroaniline"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"327"|"Semi-Volatiles"|"Calculated"|"99650"|"1,3-Dinitrobenzene"|"1,3-Dinitrobenzene"|"01-JAN-2014 00:00:00"|""|"m-Dinitrobenzene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"328"|"Semi-Volatiles"|"Calculated"|"100027"|"4-Nitrophenol"|"4-Nitrophenol"|"01-JAN-2014 00:00:00"|""|"p-Nitrophenol"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"329"|"Volatiles"|"Calculated"|"100414"|"Ethylbenzene"|"Ethylbenzene"|"01-JAN-2014 00:00:00"|""|"Ethylbenzene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"330"|"Volatiles"|"Calculated"|"100425"|"Styrene"|"Styrene"|"01-JAN-2014 00:00:00"|""|"Styrene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"331"|"Semi-Volatiles"|"Calculated"|"100516"|"Benzyl alcohol"|"Benzyl alcohol"|"01-JAN-2014 00:00:00"|""|"Benzyl alcohol"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"332"|"Semi-Volatiles"|"Calculated"|"100754"|"N-Nitrosopiperidine"|"N-Nitrosopiperidine"|"01-JAN-2014 00:00:00"|""|"N-Nitrosopiperidine"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"333"|"Pesticides"|"Calculated"|"101428"|"Fenuron"|"Fenuron"|"01-JAN-2014 00:00:00"|""|"Fenuron"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"334"|"Semi-Volatiles"|"Calculated"|"101553"|"4-Bromophenyl phenyl ether"|"4-Bromophenyl phenyl ether"|"01-JAN-2014 00:00:00"|""|"BDE-003"|""|"ADAMS_TL"|"27-FEB-2020 10:05:00"
"335"|"Semi-Volatiles"|"Calculated"|"103333"|"Azobenzene"|"Azobenzene"|"01-JAN-2014 00:00:00"|""|"Azobenzene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"336"|"Volatiles"|"Calculated"|"103651"|"n-Propylbenzene"|"n-Propylbenzene"|"01-JAN-2014 00:00:00"|""|"n-Propylbenzene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"337"|"Volatiles"|"Calculated"|"104518"|"n-Butylbenzene"|"n-Butylbenzene"|"01-JAN-2014 00:00:00"|""|"n-Butylbenzene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"338"|"Semi-Volatiles"|"Calculated"|"105679"|"2,4-Dimethylphenol"|"2,4-Dimethylphenol"|"01-JAN-2014 00:00:00"|""|"2,4-Dimethylphenol"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"339"|"Volatiles"|"Calculated"|"106434"|"4-Chlorotoluene"|"4-Chlorotoluene"|"01-JAN-2014 00:00:00"|""|"p-Chlorotoluene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"340"|"Semi-Volatiles"|"Calculated"|"106445"|"4-Methylphenol"|"4-Methylphenol"|"01-JAN-2014 00:00:00"|""|"p-Cresol"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"341"|"Volatiles"|"Calculated"|"106467"|"1,4-Dichlorobenzene"|"1,4-Dichlorobenzene"|"01-JAN-2014 00:00:00"|""|"p-Dichlorobenzene"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"342"|"Semi-Volatiles"|"Calculated"|"106478"|"4-Chloroaniline"|"4-Chloroaniline"|"01-JAN-2014 00:00:00"|""|"p-Chloroaniline"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"343"|"Volatiles"|"Calculated"|"106934"|"1,2-Dibromoethane"|"1,2-Dibromoethane"|"01-JAN-2014 00:00:00"|""|"Ethylene dibromide"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"344"|"Volatiles"|"Calculated"|"107028"|"Acrolein"|"Acrolein"|"01-JAN-2014 00:00:00"|""|"Acrolein"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"345"|"Volatiles"|"Calculated"|"107062"|"1,2-Dichloroethane"|"1,2-Dichloroethane"|"01-JAN-2014 00:00:00"|""|"1,2-Dichloroethane"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"346"|"Volatiles"|"Calculated"|"107131"|"Acrylonitrile"|"Acrylonitrile"|"01-JAN-2014 00:00:00"|""|"Acrylonitrile"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"347"|"Pesticides"|"Calculated"|"107493"|"Tetraethyl pyrophosphate"|"Tetraethyl pyrophosphate"|"01-JAN-2014 00:00:00"|""|"Tetraethyl pyrophosphate"|""|"SANKURATRI_L"|"02-DEC-2019 17:47:15"
"348"|"Volatiles"|"Calculated"|"108054"|"Vinyl acetate"|"Vinyl acetate"|"01-JAN-2014 00:00:00"|""|"Vinyl acetate"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
"349"|"Volatiles"|"Calculated"|"108101"|"4-Methyl-2-pentanone"|"4-Methyl-2-pentanone"|"01-JAN-2014 00:00:00"|""|"Methyl isobutyl ketone"|""|"ZIMMERMAN_JM"|"24-OCT-2018 00:00:00"
