Station Code,DateTimeStamp,Monitoring Program,REP,F_Record,PO4F_C,PO4F,F_PO4F,TDP_C,TDP,F_TDP,TP_C,TP,F_TP,PHOSP_C,PHOSP,F_PHOSP,NH4F_C,NH4F,F_NH4F,NO2F_C,NO2F,F_NO2F,NO3F_C,NO3F,F_NO3F,NO23F_C,NO23F,F_NO23F,DIN_C,DIN,F_DIN,TDN_C,TDN,F_TDN,TN_C,TN,F_TN,PN_C,PN,F_PN,UncCHLa_N_C,UncCHLa_N,F_UncCHLa_N,CHLA_N_C,CHLA_N,F_CHLA_N,PHEA_C,PHEA,F_PHEA,POC_C,POC,F_POC,SiO4F_C,SiO4F,F_SiO4F,TSS_C,TSS,F_TSS,WTEM_N_C,WTEM_N,F_WTEM_N,SALT_N_C,SALT_N,F_SALT_N,DO_N_C,DO_N,F_DO_N,PH_N_C,PH_N,F_PH_N,TURB_N_C,TURB_N,F_TURB_N,COLOR_C,COLOR,F_COLOR,SECCHI_C,SECCHI,F_SECCHI,IRR0_N_C,IRR0_N,F_IRR0_N,IRR1_N_C,IRR1_N,F_IRR1_N,Kd_N_C,Kd_N,F_Kd_N
gtmfmnut,1/22/2003 16:40,1,2,,,0.007,<4>,,0.023,<4>,,0.028,<4>,C,0.005,<4>,,0.029,<4>,B,0.0014,<4>,C - B,,<4>,B,0.0014,<4>,C - B,,<4>,,0.1763,<4>,,0.3055,<4>,C,0.1292,<4>,,2.5,<4>,,0.1,<4>,,1.1,<4>,,0.432,<4>,,0.629,<4>,,32,<4>,,13.4,<4>,,31.2,<4>,,8.8,<4>,,8,<4>,,2.5,<4>,,19,<4>,,1.6,<4>,,250.9,<4>,,26.8,<4>,C,2.237,<4>
gtmpcnut,1/22/2003 17:37,2,1,,,0.016,<4>,,0.034,<4>,,0.053,<4>,C,0.019,<4>,,0.021,<4>,,0.0035,<4>,C,0.0059,<4>,,0.0094,<4>,C,0.03,<4>,,0.4015,<4>,,0.4432,<4>,C,0.0417,<4>,,1,<4>,,0.6,<4>,,1.2,<4>,,0.595,<4>,,2.525,<4>,M,,<4>,M,,<4>,,14,<4>,M,,<4>,M,,<4>,,4.7,<4>,,172,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,1/22/2003 20:07,2,1,,,0.02,<4>,,0.034,<4>,,0.047,<4>,C,0.013,<4>,,0.024,<4>,,0.0027,<4>,C,0.0035,<4>,,0.0062,<4>,C,0.03,<4>,,0.3983,<4>,,0.4336,<4>,C,0.0353,<4>,,1,<4>,,0.2,<4>,,1.3,<4>,,0.59,<4>,,2.599,<4>,M,,<4>,M,,<4>,,14,<4>,M,,<4>,M,,<4>,,3.9,<4>,,171,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,1/22/2003 22:37,2,1,,,0.017,<4>,,0.039,<4>,,0.048,<4>,C,0.009,<4>,,0.026,<4>,,0.0043,<4>,C,0.0057,<4>,,0.01,<4>,C,0.036,<4>,,0.4357,<4>,,0.4484,<4>,C,0.0127,<4>,,1.9,<4>,,0.2,<4>,,1.3,<4>,,0.545,<4>,,2.808,<4>,M,,<4>,M,,<4>,,13,<4>,M,,<4>,M,,<4>,,3.8,<4>,,180,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,1/23/2003 1:07,2,1,,,0.02,<4>,,0.037,<4>,,0.05,<4>,C,0.013,<4>,,0.017,<4>,,0.0029,<4>,C,0.0031,<4>,,0.006,<4>,C,0.023,<4>,,0.4116,<4>,,0.417,<4>,C,0.0054,<4>,,1.6,<4>,,1,<4>,,1.6,<4>,M,,<4>,,3.426,<4>,M,,<4>,M,,<4>,,13,<4>,M,,<4>,M,,<4>,,3.8,<4>,,189,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,1/23/2003 3:37,2,1,,,0.019,<4>,,0.034,<4>,,0.053,<4>,C,0.019,<4>,,0.027,<4>,,0.0026,<4>,C,0.0034,<4>,,0.006,<4>,C,0.033,<4>,,0.3945,<4>,,0.4465,<4>,C,0.052,<4>,,2.2,<4>,,0.9,<4>,,1.4,<4>,,0.617,<4>,,2.661,<4>,M,,<4>,M,,<4>,,15,<4>,M,,<4>,M,,<4>,,4.5,<4>,,171,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,1/23/2003 6:07,2,1,,,0.02,<4>,,0.035,<4>,,0.05,<4>,C,0.015,<4>,,0.037,<4>,,0.0039,<4>,C,0.0084,<4>,,0.0123,<4>,C,0.049,<4>,,0.4173,<4>,,0.4554,<4>,C,0.0381,<4>,,0.9,<4>,,1.3,<4>,,1.6,<4>,,0.628,<4>,,2.745,<4>,M,,<4>,M,,<4>,,15,<4>,M,,<4>,M,,<4>,,3.2,<4>,,170,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,1/23/2003 8:37,2,1,,,0.02,<4>,,0.038,<4>,,0.051,<4>,C,0.013,<4>,,0.033,<4>,,0.0033,<4>,C,0.0086,<4>,,0.0119,<4>,C,0.045,<4>,,0.4344,<4>,,0.447,<4>,C,0.0126,<4>,,2.7,<4>,,0.1,<4>,,1.4,<4>,,0.498,<4>,,3.049,<4>,M,,<4>,M,,<4>,,15,<4>,M,,<4>,M,,<4>,,2.9,<4>,,173,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,1/23/2003 11:07,2,1,,,0.03,<4>,,0.047,<4>,,0.067,<4>,C,0.02,<4>,,0.011,<4>,,0.0048,<4>,C,0.0053,<4>,,0.0101,<4>,C,0.021,<4>,,0.4904,<4>,,0.5285,<4>,C,0.0381,<4>,B,0.01,<4>,,1.6,<4>,,2,<4>,,1.031,<4>,,4.61,<4>,M,,<4>,M,,<4>,,3,<4>,M,,<4>,M,,<4>,,6.6,<4>,,245,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,2/26/2003 8:10,1,1,,,0.038,<4>,,0.141,<4>,,0.194,<4>,C,0.053,<4>,,0.05,<4>,,0.0083,<4>,C,0.0141,<4>,,0.0224,<4>,C,0.072,<4>,,0.7071,<4>,,0.8845,<4>,C,0.1774,<4>,,5.7,<4>,,3.5,<4>,,4,<4>,,1.868,<4>,,5.33,<4>,,17,<4>,,17.9,<4>,,1.3,<4>,,6.4,<4>,,7.2,<4>,,5.5,<4>,,277,<4>,,0.4,<4>,,139.2,<4>,,0.1,<4>,C,7.238,<4>
gtmpcnut,2/26/2003 8:10,1,2,,,0.036,<4>,,0.145,<4>,,0.196,<4>,C,0.051,<4>,,0.04,<4>,,0.0082,<4>,C,0.0137,<4>,,0.0219,<4>,C,0.062,<4>,,0.701,<4>,,0.8164,<4>,C,0.1154,<4>,,5.9,<4>,,3.8,<4>,,3.8,<4>,,1.898,<4>,,6.411,<4>,,15,<4>,,17.9,<4>,,1.3,<4>,,6.4,<4>,,7.2,<4>,,7.1,<4>,,280,<4>,,0.4,<4>,,139.2,<4>,,0.1,<4>,C,7.238,<4>
gtmfmnut,2/26/2003 9:16,1,1,,,0.009,<4>,,0.055,<4>,,0.077,<4>,C,0.022,<4>,,0.021,<4>,,0.0025,<4>,C,0.0031,<4>,,0.0056,<4>,C,0.027,<4>,,0.1287,<4>,,0.1835,<4>,C,0.0548,<4>,,1.9,<4>,,1.1,<4>,,1.4,<4>,,0.89,<4>,,0.932,<4>,,39,<4>,,17.9,<4>,,30.3,<4>,,6.8,<4>,,8,<4>,,0.5,<4>,,15,<4>,,1.7,<4>,,782,<4>,,263,<4>,C,1.09,<4>
gtmfmnut,2/26/2003 9:16,1,2,,,0.01,<4>,,0.062,<4>,,0.08,<4>,C,0.018,<4>,,0.025,<4>,,0.0021,<4>,C,0.0036,<4>,,0.0057,<4>,C,0.031,<4>,,0.1204,<4>,,0.1504,<4>,C,0.03,<4>,,1.9,<4>,,1.3,<4>,,1,<4>,,0.708,<4>,,1.043,<4>,,48,<4>,,17.9,<4>,,30.3,<4>,,6.8,<4>,,8,<4>,,0.7,<4>,,17,<4>,,1.7,<4>,,782,<4>,,263,<4>,C,1.09,<4>
gtmssnut,2/26/2003 10:45,1,1,,,0.021,<4>,,0.09,<4>,,0.113,<4>,C,0.023,<4>,,0.044,<4>,,0.0055,<4>,C,0.0303,<4>,,0.0358,<4>,C,0.08,<4>,,0.3979,<4>,,0.4938,<4>,C,0.0959,<4>,,3.8,<4>,,2.7,<4>,,2,<4>,,1.073,<4>,,1.443,<4>,,46,<4>,,18.6,<4>,,27.4,<4>,,6.5,<4>,,7.8,<4>,,1.1,<4>,,36,<4>,,1.3,<4>,,1130,<4>,,235,<4>,C,1.57,<4>
gtmssnut,2/26/2003 10:45,1,2,,,0.023,<4>,,0.086,<4>,,0.099,<4>,C,0.013,<4>,,0.061,<4>,,0.0061,<4>,C,0.0298,<4>,,0.0359,<4>,C,0.097,<4>,,0.364,<4>,,0.5062,<4>,C,0.1422,<4>,,3.5,<4>,,2.4,<4>,,2,<4>,,1.004,<4>,,1.321,<4>,,50,<4>,,18.6,<4>,,27.4,<4>,,6.5,<4>,,7.8,<4>,,1.2,<4>,,28,<4>,,1.3,<4>,,1130,<4>,,235,<4>,C,1.57,<4>
gtmpinut,2/26/2003 11:46,1,1,,,0.019,<4>,,0.094,<4>,,0.137,<4>,C,0.043,<4>,,0.04,<4>,,0.0039,<4>,C,0.008,<4>,,0.0119,<4>,C,0.052,<4>,,0.456,<4>,,0.5208,<4>,C,0.0648,<4>,,8.1,<4>,,6.1,<4>,,3.6,<4>,,1.481,<4>,,1.354,<4>,,36,<4>,,18.5,<4>,,19.9,<4>,,6.2,<4>,,7.6,<4>,,2.1,<4>,,80,<4>,,1,<4>,,759,<4>,,30.3,<4>,C,3.221,<4>
gtmpinut,2/26/2003 11:46,1,2,,,0.019,<4>,,0.089,<4>,,0.148,<4>,C,0.059,<4>,,0.028,<4>,,0.004,<4>,C,0.0073,<4>,,0.0113,<4>,C,0.039,<4>,,0.465,<4>,,0.557,<4>,C,0.092,<4>,,7.7,<4>,,5.7,<4>,,3.7,<4>,,1.37,<4>,,1.287,<4>,,43,<4>,,18.5,<4>,,19.9,<4>,,6.2,<4>,,7.6,<4>,,3.2,<4>,,81,<4>,,1,<4>,,759,<4>,,30.3,<4>,C,3.221,<4>
gtmpcnut,3/4/2003 10:35,2,1,,,0.025,<4>,,0.095,<4>,,0.127,<4>,C,0.032,<4>,,0.021,<4>,,0.0044,<4>,C,0.0006,<4>,,0.005,<4>,C,0.026,<4>,,0.5858,<4>,,0.7572,<4>,C,0.1714,<4>,,1.2,<4>,,0.4,<4>,,1.4,<4>,,0.975,<4>,,4.518,<4>,M,,<4>,M,,<4>,,3,<4>,M,,<4>,M,,<4>,,3.2,<4>,,407,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/4/2003 13:05,2,1,,,0.027,<4>,,0.089,<4>,,0.133,<4>,C,0.044,<4>,,0.022,<4>,,0.0048,<4>,C,0.0007,<4>,,0.0055,<4>,C,0.028,<4>,,0.887,<4>,,0.956,<4>,C,0.069,<4>,,1.4,<4>,,0.8,<4>,,1.1,<4>,,1.058,<4>,,3.529,<4>,M,,<4>,M,,<4>,,4,<4>,M,,<4>,M,,<4>,,3.3,<4>,,410,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/4/2003 15:35,2,1,,,0.027,<4>,,0.095,<4>,,0.149,<4>,C,0.054,<4>,,0.019,<4>,,0.0049,<4>,C,0.0006,<4>,,0.0055,<4>,C,0.025,<4>,,0.8403,<4>,,0.9854,<4>,C,0.1451,<4>,,1.6,<4>,,0.7,<4>,,1.7,<4>,,2.241,<4>,,4.508,<4>,M,,<4>,M,,<4>,,4,<4>,M,,<4>,M,,<4>,,4.4,<4>,,389,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/4/2003 18:05,2,1,,,0.026,<4>,,0.109,<4>,,0.164,<4>,C,0.055,<4>,,0.026,<4>,,0.0049,<4>,C,0.0005,<4>,,0.0054,<4>,C,0.031,<4>,,0.7958,<4>,,1.0348,<4>,C,0.239,<4>,,1.9,<4>,,0.9,<4>,,1.8,<4>,,2.919,<4>,,5.21,<4>,M,,<4>,M,,<4>,,4,<4>,M,,<4>,M,,<4>,,5.1,<4>,,384,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/4/2003 20:35,2,1,,,0.026,<4>,,0.105,<4>,,0.157,<4>,C,0.052,<4>,,0.023,<4>,,0.0054,<4>,C,0.0002,<4>,,0.0056,<4>,C,0.029,<4>,,0.7695,<4>,,0.987,<4>,C,0.2175,<4>,,1.3,<4>,,0.4,<4>,,1.6,<4>,,2.125,<4>,,5.901,<4>,M,,<4>,M,,<4>,,4,<4>,M,,<4>,M,,<4>,,4.2,<4>,,386,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/4/2003 23:05,2,1,,,0.03,<4>,,0.11,<4>,,0.166,<4>,C,0.056,<4>,,0.032,<4>,,0.0061,<4>,C,0.001,<4>,,0.0071,<4>,C,0.039,<4>,,0.809,<4>,,0.9396,<4>,C,0.1306,<4>,,1.1,<4>,,0.4,<4>,,1.2,<4>,,1.079,<4>,,4.948,<4>,M,,<4>,M,,<4>,,3,<4>,M,,<4>,M,,<4>,,3.2,<4>,,419,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/5/2003 1:35,2,1,,,0.026,<4>,,0.108,<4>,,0.131,<4>,C,0.023,<4>,,0.034,<4>,,0.0059,<4>,C,0.0001,<4>,,0.006,<4>,C,0.04,<4>,,0.7692,<4>,,0.9509,<4>,C,0.1817,<4>,,1.2,<4>,,0.6,<4>,,1.1,<4>,,1.355,<4>,,4.02,<4>,M,,<4>,M,,<4>,,4,<4>,M,,<4>,M,,<4>,,2.5,<4>,,397,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/5/2003 4:05,2,1,,,0.029,<4>,,0.113,<4>,,0.156,<4>,C,0.043,<4>,,0.034,<4>,,0.0063,<4>,C,0.0006,<4>,,0.0069,<4>,C,0.041,<4>,,0.7969,<4>,,0.9612,<4>,C,0.1643,<4>,,1.4,<4>,,0.7,<4>,,1.3,<4>,,2.265,<4>,,3.189,<4>,M,,<4>,M,,<4>,,4,<4>,M,,<4>,M,,<4>,,3.4,<4>,,412,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/5/2003 6:35,2,1,,,0.029,<4>,,0.115,<4>,,0.137,<4>,C,0.022,<4>,,0.024,<4>,,0.0068,<4>,C,0.0011,<4>,,0.0079,<4>,C,0.032,<4>,,0.8584,<4>,,0.909,<4>,C,0.0506,<4>,,1.4,<4>,,0.6,<4>,,1.4,<4>,,1.825,<4>,,4.346,<4>,M,,<4>,M,,<4>,,4,<4>,M,,<4>,M,,<4>,,3.3,<4>,,420,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/5/2003 9:05,2,1,,,0.029,<4>,,0.123,<4>,,0.136,<4>,C,0.013,<4>,,0.035,<4>,,0.0073,<4>,C,0.0018,<4>,,0.0091,<4>,C,0.044,<4>,,0.8393,<4>,,0.8654,<4>,C,0.0261,<4>,,1.1,<4>,,0.6,<4>,,1,<4>,,1.263,<4>,,4.303,<4>,M,,<4>,M,,<4>,,3,<4>,M,,<4>,M,,<4>,,2.2,<4>,,423,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/5/2003 11:35,2,1,,,0.029,<4>,,0.119,<4>,,0.131,<4>,C,0.012,<4>,,0.026,<4>,,0.0073,<4>,C,0.0014,<4>,,0.0087,<4>,C,0.035,<4>,,0.8054,<4>,,0.9231,<4>,C,0.1177,<4>,,1.1,<4>,,0.6,<4>,,1,<4>,,0.824,<4>,,4.039,<4>,M,,<4>,M,,<4>,,4,<4>,M,,<4>,M,,<4>,,3.2,<4>,,422,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/22/2003 15:27,2,1,,,0.033,<4>,,0.067,<4>,,0.097,<4>,C,0.03,<4>,,0.026,<4>,,0.0042,<4>,C,0.0135,<4>,,0.0177,<4>,C,0.044,<4>,,0.6229,<4>,,1.207,<4>,C,0.5841,<4>,,3.1,<4>,,1.7,<4>,,2.5,<4>,,2.079,<4>,,6.391,<4>,M,,<4>,M,,<4>,,6,<4>,M,,<4>,M,,<4>,,9.4,<4>,,388,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/22/2003 15:28,1,1,,,0.019,<4>,,0.067,<4>,,0.098,<4>,C,0.031,<4>,,0.03,<4>,,0.0043,<4>,C,0.0395,<4>,,0.0438,<4>,C,0.074,<4>,,0.8761,<4>,,0.8865,<4>,C,0.0104,<4>,,3.1,<4>,,1.6,<4>,,2.7,<4>,,2.052,<4>,,5.46,<4>,,22,<4>,,22.8,<4>,,3.3,<4>,,5.4,<4>,,6.8,<4>,,7.8,<4>,,396,<4>,,0.5,<4>,,1103,<4>,,3,<4>,C,5.907,<4>
gtmpcnut,3/22/2003 15:28,1,2,,,0.02,<4>,,0.062,<4>,,0.1,<4>,C,0.038,<4>,,0.035,<4>,,0.0036,<4>,C,0.0139,<4>,,0.0175,<4>,C,0.053,<4>,,0.8657,<4>,,0.9347,<4>,C,0.069,<4>,,2.9,<4>,,0.4,<4>,,4.3,<4>,,1.974,<4>,,7.571,<4>,,21,<4>,,22.8,<4>,,3.3,<4>,,5.4,<4>,,6.8,<4>,,7.5,<4>,,388,<4>,,0.5,<4>,,1103,<4>,,3,<4>,C,5.907,<4>
gtmpcnut,3/22/2003 17:57,2,1,,,0.043,<4>,,0.073,<4>,,0.106,<4>,C,0.033,<4>,,0.051,<4>,,0.0054,<4>,C,0.013,<4>,,0.0184,<4>,C,0.069,<4>,,0.7321,<4>,,0.7713,<4>,C,0.0392,<4>,,1.9,<4>,,0.6,<4>,,2.3,<4>,,1.475,<4>,,8.055,<4>,M,,<4>,M,,<4>,,5,<4>,M,,<4>,M,,<4>,,5.2,<4>,,406,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/22/2003 20:27,2,1,,,0.048,<4>,,0.078,<4>,,0.098,<4>,C,0.02,<4>,,0.016,<4>,,0.0085,<4>,C,0.0134,<4>,,0.0219,<4>,C,0.038,<4>,,0.9247,<4>,,1.0437,<4>,C,0.119,<4>,,1.2,<4>,B,0.01,<4>,,2.1,<4>,,1.361,<4>,,6.632,<4>,M,,<4>,M,,<4>,,4,<4>,M,,<4>,M,,<4>,,5,<4>,,453,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/22/2003 22:57,2,1,,,0.049,<4>,,0.082,<4>,,0.084,<4>,C,0.002,<4>,,0.029,<4>,,0.0101,<4>,C,0.0119,<4>,,0.022,<4>,C,0.051,<4>,,0.6087,<4>,,0.6976,<4>,C,0.0889,<4>,,0.9,<4>,B,0.01,<4>,,1.6,<4>,,0.983,<4>,,6.152,<4>,M,,<4>,M,,<4>,,3,<4>,M,,<4>,M,,<4>,,4.5,<4>,,465,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/23/2003 1:27,2,1,,,0.049,<4>,,0.08,<4>,,0.096,<4>,C,0.016,<4>,,0.028,<4>,,0.0099,<4>,C,0.0145,<4>,,0.0244,<4>,C,0.052,<4>,,0.9331,<4>,,1.0063,<4>,C,0.0732,<4>,,1.4,<4>,,0.2,<4>,,2.1,<4>,,1.105,<4>,,6.023,<4>,M,,<4>,M,,<4>,,4,<4>,M,,<4>,M,,<4>,,4.5,<4>,,456,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/23/2003 3:57,2,1,,,0.04,<4>,,0.066,<4>,,0.094,<4>,C,0.028,<4>,,0.024,<4>,,0.0027,<4>,C,0.0223,<4>,,0.025,<4>,C,0.049,<4>,,0.5672,<4>,,0.5826,<4>,C,0.0154,<4>,,2.8,<4>,,0.8,<4>,,3.6,<4>,,2.228,<4>,,5.315,<4>,M,,<4>,M,,<4>,,10,<4>,M,,<4>,M,,<4>,,8.4,<4>,,342,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,3/23/2003 6:27,2,1,,,0.036,<4>,,0.063,<4>,,0.087,<4>,C,0.024,<4>,,0.025,<4>,,0.0028,<4>,C,0.0132,<4>,,0.016,<4>,C,0.041,<4>,,0.4869,<4>,,0.531,<4>,C,0.0441,<4>,,2.4,<4>,,1.2,<4>,,2.1,<4>,,1.617,<4>,,4.689,<4>,M,,<4>,M,,<4>,,14,<4>,M,,<4>,M,,<4>,,7,<4>,,299,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
