Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,TKN,F_TKN,TON,F_TON,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,SiO4F,F_SiO4F,TSS,F_TSS,SALT_N,F_SALT_N,TURB_N,F_TURB_N,Color,F_Color,WTEM_N,F_WTEM_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI,IRR0_N,F_IRR0_N,IRR1_N,F_IRR1_N,Kd_N,F_Kd_N
gtmpcnut,07/16/2012 02:00,2,1,,0.063,0,0.197,0,0.076,0,0.0199,0,0.0274,0,0.0473,0,0.123,0,0.575,0,,<-1>,0.452,0,3.4,0,6.2,0,5.2,0,3.39,0,42.4,0,11.0,0,7.8,0,532.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,07/16/2012 04:30,2,1,,0.058,0,0.101,0,0.070,0,0.0195,0,0.0263,0,0.0458,0,0.116,0,0.559,0,,<-1>,0.443,0,3.8,0,6.6,0,5.0,0,4.71,0,44.4,0,12.0,0,8.1,0,542.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,07/16/2012 07:00,2,1,,0.033,0,0.088,0,0.068,0,0.0198,0,0.0269,0,0.0467,0,0.115,0,0.597,0,,<-1>,0.482,0,3.8,0,8.0,0,7.5,0,4.61,0,53.6,0,13.0,0,9.4,0,499.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,07/16/2012 08:28,1,1,,0.046,0,0.054,0,0.033,0,0.2492,<1> (CSM),0.0284,0,0.2776,<1> (CSM),0.311,<1> (CSM),1.146,0,,<-1>,0.835,0,6.7,0,9.3,0,4.7,0,2.44,0,46.4,0,19.7,0,7.9,0,127.4,0,30.4,0,4.0,0,7.0,0,0.5,0,750.1,0,15.2,0,3.897,0
gtmpinut,07/16/2012 08:29,1,2,,0.044,0,0.047,0,0.022,0,0.2548,<1> (CSM),0.0168,0,0.2716,<1> (CSM),0.294,<1> (CSM),1.222,0,,<-1>,0.929,0,6.9,0,10.1,0,5.8,0,2.57,0,48.4,0,19.7,0,7.7,0,127.4,0,30.4,0,4.0,0,7.0,0,0.5,0,750.1,0,15.2,0,3.897,0
gtmpcnut,07/16/2012 09:30,2,1,,0.073,0,0.082,0,0.105,0,0.0152,0,0.0237,0,0.0389,0,0.144,0,0.845,0,,<-1>,0.701,0,6.7,0,11.2,0,8.1,0,4.80,0,84.8,0,20.0,0,14.7,0,283.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmssnut,07/16/2012 09:35,1,1,,0.031,0,0.103,<1> [SRD],0.075,<1> [SRD],0.0189,0,0.0297,0,0.0486,0,0.124,0,0.692,0,,<-1>,0.568,0,4.0,0,5.8,0,3.2,0,1.55,0,70.6,0,31.7,0,9.2,0,54.1,<1> [SRD],29.7,0,4.8,0,7.5,0,0.7,0,1206.0,0,101.1,0,2.479,0
gtmssnut,07/16/2012 09:36,1,2,,0.029,0,0.075,<1> [SRD],0.120,<1> [SRD],0.0133,0,0.021,0,0.0343,0,0.154,0,0.763,0,,<-1>,0.608,0,4.5,0,5.9,0,2.6,0,1.42,0,75.2,0,31.7,0,10.6,0,13.5,<1> [SRD],29.7,0,4.8,0,7.5,0,0.7,0,1206.0,0,101.1,0,2.479,0
gtmfmnut,07/16/2012 10:36,1,1,,0.014,0,0.129,<1> [SRD],0.032,0,0.0018,0,0.0052,0,0.0070,0,0.039,0,0.501,0,,<-1>,0.462,0,3.4,0,3.8,0,0.8,0,1.28,0,61.4,0,32.9,0,4.5,0,19.1,0,29.4,0,4.9,0,,<-2> [GDM],0.9,0,1920.0,0,469.4,0,1.409,0
gtmfmnut,07/16/2012 10:37,1,2,,0.014,0,0.062,<1> [SRD],0.029,0,0.0024,0,0.0039,0,0.0063,0,0.035,0,0.540,0,,<-1>,0.505,0,4.0,0,4.5,0,1.0,0,1.18,0,60.8,0,32.9,0,5.1,0,33.4,0,29.4,0,4.9,0,,<-2> [GDM],0.9,0,1920.0,0,469.4,0,1.409,0
gtmpcnut,07/16/2012 12:45,1,1,,0.076,0,0.093,0,0.111,0,0.0139,0,0.0182,0,0.0321,0,0.143,0,0.735,0,,<-1>,0.592,0,6.0,0,9.5,0,6.2,<1> [SRD],5.71,0,54.0,0,17.0,0,10.0,0,460.0,0,31.3,0,2.1,0,,<-2> [GDM],0.4,0,2087.0,0,0.8,0,7.800,0
gtmpcnut,07/16/2012 12:46,1,2,,0.074,0,0.127,0,0.120,0,0.0160,0,0.0273,0,0.0433,0,0.163,0,0.771,0,,<-1>,0.608,0,0.76,<-4> [SBL],9.6,0,16.1,<1> [SRD],6.67,0,56.8,0,17.0,0,9.7,0,437.4,0,31.3,0,2.1,0,,<-2> [GDM],0.4,0,2087.0,0,0.8,0,7.800,0
gtmpcnut,08/13/2012 07:30,2,1,,0.103,0,0.163,0,0.101,0,0.0121,0,0.0253,0,0.0374,0,0.138,0,0.622,0,,<-1>,0.483,0,1.8,0,9.6,0,13.8,0,5.43,0,43.6,0,6.0,0,15.9,0,377.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,08/13/2012 10:00,2,1,,0.105,0,0.177,0,0.061,0,0.0131,0,0.0224,0,0.0355,0,0.096,0,0.750,0,,<-1>,0.654,0,2.9,0,8.6,0,10.1,0,6.50,0,28.8,0,3.0,0,14.1,0,455.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,08/13/2012 12:30,2,1,,0.114,0,0.159,0,0.111,0,0.0118,0,0.025,0,0.0368,0,0.148,0,0.666,0,,<-1>,0.518,0,2.7,0,7.4,0,8.2,0,5.72,0,31.6,0,3.0,0,13.9,0,443.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,08/13/2012 15:00,2,1,,0.091,0,0.147,0,0.014,0,0.0137,0,0.0196,0,0.0333,0,0.047,0,1.236,0,,<-1>,1.189,0,15.6,0,24.9,0,16.7,0,5.60,0,24.0,0,0.0,0,14.2,0,532.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,08/13/2012 17:30,2,1,,0.082,0,0.148,0,0.0134,<-4> [SBL],0.0125,0,0.0164,0,0.0289,0,,<-4> [SCB],0.606,0,,<-1>,,<-4> [SCB],17.0,0,35.3,0,32.6,0,4.97,0,51.6,0,5.0,0,21.4,0,411.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,08/13/2012 20:00,2,1,,0.077,0,0.135,0,0.107,0,0.0111,0,0.024,0,0.0351,0,0.142,0,0.752,0,,<-1>,0.610,0,3.1,0,12.5,0,16.5,0,5.23,0,54.8,0,8.0,0,18.7,0,322.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,08/13/2012 22:30,2,1,,0.090,0,0.134,0,0.089,0,0.0123,0,0.0193,0,0.0316,0,0.121,0,0.641,0,,<-1>,0.520,0,2.9,0,10.8,0,14.0,0,4.82,0,42.8,0,6.0,0,14.9,0,358.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,08/14/2012 01:00,2,1,,0.092,0,0.143,0,0.085,0,0.0127,0,0.0197,0,0.0324,0,0.117,0,0.662,0,,<-1>,0.545,0,5.1,0,12.2,0,12.6,0,5.76,0,30.8,0,5.0,0,14.0,0,408.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,08/14/2012 03:30,2,1,,0.093,0,0.167,0,0.0134,<-4> [SBL],0.0141,0,0.0186,0,0.0327,0,,<-4> [SCB],1.112,0,,<-1>,,<-4> [SCB],20.8,0,32.2,0,20.6,0,7.40,0,19.2,0,1.0,0,11.3,0,524.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,08/14/2012 06:00,2,1,,0.095,0,0.146,0,0.090,0,0.0134,0,0.0204,0,0.0338,0,0.124,0,0.667,0,,<-1>,0.543,0,0.76,<-4> [SBL],10.4,0,19.7,0,8.65,0,39.2,0,5.0,0,15.3,0,425.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,08/14/2012 07:00,1,1,,0.049,0,0.079,0,0.168,0,0.0109,0,0.031,0,0.0419,0,0.210,0,0.986,0,,<-1>,0.776,0,3.4,0,7.6,0,7.6,0,3.23,0,39.4,0,17.2,0,8.2,0,154.9,0,27.0,0,4.6,0,,<-2> [GDM],0.4,0,470.1,0,4.6,0,4.627,0
gtmpinut,08/14/2012 07:01,1,2,,0.049,0,0.078,0,0.192,0,0.0112,0,0.031,0,0.0422,0,0.234,0,0.993,0,,<-1>,0.759,0,2.7,0,7.0,0,7.6,0,3.20,0,40.8,0,17.2,0,7.7,0,155.0,0,27.0,0,4.6,0,,<-2> [GDM],0.4,0,470.1,0,4.6,0,4.627,0
gtmssnut,08/14/2012 08:25,1,1,,0.023,0,0.044,0,0.108,0,0.0137,0,0.0273,0,0.0410,0,0.149,0,0.541,0,,<-1>,0.392,0,3.6,0,6.8,0,5.8,0,2.11,0,68.2,0,30.1,0,10.5,0,10.7,0,26.8,0,4.6,0,,<-2> [GDM],0.7,0,1090.0,0,133.1,0,2.103,0
gtmssnut,08/14/2012 08:26,1,2,,0.024,0,0.043,0,0.109,0,0.0134,0,0.0276,0,0.0410,0,0.150,0,0.541,0,,<-1>,0.391,0,3.6,0,6.1,0,4.5,0,1.83,0,58.4,0,30.1,0,9.7,0,12.0,0,26.8,0,4.6,0,,<-2> [GDM],0.7,0,1090.0,0,133.1,0,2.103,0
gtmpcnut,08/14/2012 08:30,2,1,,0.093,0,0.154,0,0.206,0,0.0123,0,0.0297,0,0.0420,0,0.248,0,0.803,0,,<-1>,0.555,0,3.1,0,10.6,0,13.1,0,4.36,0,57.6,0,12.0,0,15.7,0,284.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,08/14/2012 09:30,1,1,,0.016,0,0.027,0,0.073,0,0.0043,0,0.0124,0,0.0167,0,0.090,0,0.454,0,,<-1>,0.364,0,2.0,0,4.1,0,3.8,0,1.56,0,60.4,0,31.1,0,6.6,0,8.0,0,25.5,0,4.8,0,,<-2> [GDM],1.1,0,1483.0,0,354.3,0,1.432,0
gtmfmnut,08/14/2012 09:31,1,2,,0.017,0,0.035,0,0.063,0,0.0042,0,0.0117,0,0.0159,0,0.079,0,0.478,0,,<-1>,0.399,0,3.4,0,5.3,0,3.6,0,1.67,0,63.0,0,31.1,0,6.4,0,10.6,0,25.5,0,4.8,0,,<-2> [GDM],1.1,0,1483.0,0,354.3,0,1.432,0
gtmpcnut,08/14/2012 11:50,1,1,,0.103,0,0.174,0,0.052,0,0.0122,0,0.0161,0,0.0283,0,0.080,0,0.734,0,,<-1>,0.654,0,33.5,0,54.9,0,38.4,0,6.61,0,32.4,0,8.3,0,14.6,0,479.9,0,28.8,0,1.8,0,,<-2> [GDM],0.2,0,1946.0,0,0.4,0,8.465,0
gtmpcnut,08/14/2012 11:51,1,2,,0.103,0,0.174,0,0.059,0,0.0131,0,0.0165,0,0.0296,0,0.089,0,0.731,0,,<-1>,0.642,0,28.4,0,53.1,0,44.2,0,7.43,0,32.8,0,8.3,0,14.0,0,478.1,0,28.8,0,1.8,0,,<-2> [GDM],0.2,0,1946.0,0,0.4,0,8.465,0
gtmpcnut,09/10/2012 07:30,2,1,,0.057,0,0.082,0,0.0134,<-4> [SBL],0.0249,0,0.0085,0,0.0334,0,,<-4> [SCB],1.221,0,,<-1>,,<-4> [SCB],1.1,0,1.8,0,1.3,0,7.33,0,24.8,0,1.0,0,8.1,0,858.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,09/10/2012 10:00,2,1,,0.048,0,0.073,0,0.0134,<-4> [SBL],0.0243,0,0.0065,0,0.0308,0,,<-4> [SCB],0.910,0,,<-1>,,<-4> [SCB],0.9,0,1.5,0,1.0,0,5.59,0,12.4,0,1.0,0,6.1,0,847.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,09/10/2012 12:30,2,1,,0.040,0,0.075,0,0.0134,<-4> [SBL],0.0156,0,0.0011,0,0.0167,0,,<-4> [SCB],0.893,0,,<-1>,,<-4> [SCB],0.9,0,0.7,0,0.55,<-4> [SBL],5.80,0,10.0,0,0.0,0,6.6,0,840.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,09/10/2012 15:00,2,1,,0.050,0,0.083,0,0.014,0,0.0254,0,0.005,0,0.0304,0,0.044,0,1.091,0,,<-1>,1.046,0,1.1,0,1.9,0,1.4,0,5.74,0,13.6,0,1.0,0,8.6,0,852.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,09/10/2012 17:30,2,1,,0.059,0,0.102,0,0.0134,<-4> [SBL],0.0256,0,0.0181,0,0.0437,0,,<-4> [SCB],1.046,0,,<-1>,,<-4> [SCB],3.1,0,6.1,0,5.2,0,6.46,0,43.6,0,2.0,0,26.4,0,829.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,09/10/2012 20:00,2,1,,0.063,0,0.094,0,0.0134,<-4> [SBL],0.0230,0,0.0222,0,0.0452,0,,<-4> [SCB],0.906,0,,<-1>,,<-4> [SCB],1.8,0,5.1,0,5.9,0,5.97,0,50.4,0,2.0,0,22.0,0,830.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,09/10/2012 22:30,2,1,,0.061,0,0.087,0,0.016,0,0.0247,0,0.0098,0,0.0345,0,0.050,0,1.085,0,,<-1>,1.034,0,0.9,0,1.6,0,1.4,0,5.65,0,20.0,0,0.0,0,6.6,0,850.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,09/11/2012 01:00,2,1,,0.059,0,0.082,0,0.0134,<-4> [SBL],0.0251,0,0.0072,0,0.0323,0,,<-4> [SCB],0.908,0,,<-1>,,<-4> [SCB],0.76,<-4> [SBL],1.4,0,1.3,0,5.33,0,11.6,0,0.0,0,6.9,0,851.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,09/11/2012 03:30,2,1,,0.062,0,0.088,0,0.0134,<-4> [SBL],0.0255,0,0.0085,0,0.0340,0,,<-4> [SCB],1.147,0,,<-1>,,<-4> [SCB],0.76,<-4> [SBL],1.6,0,1.6,0,5.57,0,14.8,0,0.0,0,8.0,0,854.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,09/11/2012 06:00,2,1,,0.065,0,0.089,0,0.0134,<-4> [SBL],0.0265,0,0.0125,0,0.0390,0,,<-4> [SCB],1.464,0,,<-1>,,<-4> [SCB],1.3,0,3.5,0,3.8,0,6.43,0,22.0,0,1.0,0,14.4,0,876.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,09/11/2012 07:05,1,1,,0.060,0,0.087,0,0.018,0,0.2380,<1> (CSM),0.0958,0,0.3338,<1> (CSM),0.352,<1> (CSM),0.925,0,,<-1>,0.573,0,2.4,0,3.5,0,1.9,0,4.91,0,39.6,0,18.5,0,8.8,0,205.8,0,28.3,0,4.2,0,,<-2> [GDM],0.4,0,307.6,0,1.8,0,5.141,0
gtmpinut,09/11/2012 07:06,1,2,,0.056,0,0.071,0,0.070,0,0.2497,<1> (CSM),0.0787,0,0.3284,<1> (CSM),0.398,<1> (CSM),0.928,0,,<-1>,0.530,0,3.4,0,4.5,0,2.1,0,4.47,0,39.0,0,18.5,0,9.4,0,205.8,0,28.3,0,4.2,0,,<-2> [GDM],0.4,0,307.6,0,1.8,0,5.141,0
gtmssnut,09/11/2012 08:15,1,1,,0.031,0,0.092,0,0.142,0,0.0266,0,0.0628,0,0.0894,0,0.231,0,0.581,0,,<-1>,0.350,0,4.5,0,6.3,0,3.4,0,2.33,0,62.2,0,29.3,0,12.9,0,43.7,0,26.3,0,5.1,0,,<-2> [GDM],0.6,0,1018.0,0,51.8,0,2.978,0
gtmssnut,09/11/2012 08:16,1,2,,0.035,0,0.094,0,0.140,0,0.0267,0,0.0641,0,0.0908,0,0.231,0,0.560,0,,<-1>,0.329,0,5.4,0,7.0,0,3.0,0,2.53,0,56.6,0,29.3,0,11.0,0,44.6,0,26.3,0,5.1,0,,<-2> [GDM],0.6,0,1018.0,0,51.8,0,2.978,0
gtmpcnut,09/11/2012 08:30,2,1,,0.060,0,0.091,0,0.015,0,0.0266,0,0.0118,0,0.0384,0,0.053,0,1.433,0,,<-1>,1.379,0,1.1,0,2.9,0,3.2,0,6.41,0,22.8,0,1.0,0,11.0,0,833.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,09/11/2012 09:15,1,1,,0.025,0,0.060,0,0.153,0,0.0120,0,0.025,0,0.0370,0,0.190,0,0.486,0,,<-1>,0.296,0,4.2,0,4.9,0,1.2,0,2.40,0,58.8,0,29.8,0,7.8,0,43.3,0,26.3,0,4.6,0,,<-2> [GDM],0.7,0,1214.0,0,119.8,0,2.316,0
gtmfmnut,09/11/2012 09:16,1,2,,0.024,0,0.099,0,0.130,0,0.0118,0,0.0252,0,0.0370,0,0.167,0,0.542,0,,<-1>,0.375,0,4.2,0,4.9,0,1.2,0,2.40,0,55.0,0,29.8,0,8.0,0,45.7,0,26.3,0,4.6,0,,<-2> [GDM],0.7,0,1214.0,0,119.8,0,2.316,0
gtmpcnut,09/11/2012 12:20,1,1,,0.058,0,0.078,0,0.026,0,0.0234,0,0.0032,0,0.0266,0,0.052,0,0.911,0,,<-1>,0.858,0,1.1,0,1.5,0,0.6,0,8.12,0,13.6,0,0.1,0,6.8,0,876.6,0,26.2,0,4.1,0,,<-2> [GDM],0.2,0,1863.0,0,0.1,0,9.832,0
gtmpcnut,09/11/2012 12:21,1,2,,0.055,0,0.081,0,0.022,0,0.0247,0,0.004,0,0.0287,0,0.051,0,0.930,0,,<-1>,0.880,0,1.1,0,1.6,0,0.8,0,5.92,0,10.4,0,0.1,0,6.5,0,864.3,0,26.2,0,4.1,0,,<-2> [GDM],0.2,0,1863.0,0,0.1,0,9.832,0
gtmpcnut,10/24/2012 07:30,2,1,,0.016,0,0.049,0,0.0134,<-4> [SBL],0.0073,0,0.0033,0,0.0106,0,,<-4> [SCB],0.573,0,,<-1>,,<-4> [SCB],2.4,0,4.3,0,3.3,0,8.09,0,68.4,0,23.0,0,9.9,0,185.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/24/2012 10:00,2,1,,0.015,0,0.052,0,0.0134,<-4> [SBL],0.0118,0,0.0327,0,0.0445,0,,<-4> [SCB],0.591,0,,<-1>,,<-4> [SCB],2.0,0,3.9,0,3.3,0,6.39,0,58.4,0,18.0,0,9.6,0,255.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/24/2012 12:30,2,1,,0.023,0,0.079,0,0.0134,<-4> [SBL],0.0131,0,0.0448,0,0.0579,0,,<-4> [SCB],0.564,0,,<-1>,,<-4> [SCB],2.0,0,4.1,0,3.8,0,2.77,0,44.0,0,14.0,0,10.3,0,305.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/24/2012 15:00,2,1,,0.028,0,0.032,0,0.015,0,0.0135,0,0.0424,0,0.0559,0,0.071,0,0.567,0,,<-1>,0.496,0,2.0,0,3.8,0,3.1,0,9.69,0,46.0,0,12.0,0,10.2,0,342.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/24/2012 17:30,2,1,,0.010,0,0.010,0,0.0134,<-4> [SBL],0.0121,0,0.0406,0,0.0527,0,,<-4> [SCB],0.520,0,,<-1>,,<-4> [SCB],3.1,0,5.2,0,3.8,0,9.78,0,69.6,0,15.0,0,12.6,0,287.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/24/2012 20:00,2,1,,0.020,0,0.028,0,0.0134,<-4> [SBL],0.0066,0,0.0152,0,0.0218,0,,<-4> [SCB],0.582,0,,<-1>,,<-4> [SCB],3.4,0,5.4,0,3.7,0,4.84,0,73.2,0,23.0,0,12.1,0,174.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/24/2012 22:30,2,1,,0.018,0,0.067,0,0.026,0,0.0101,0,0.033,0,0.0431,0,0.069,0,0.633,0,,<-1>,0.564,0,2.2,0,4.3,0,3.7,0,2.60,0,64.8,0,18.0,0,18.4,0,232.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/25/2012 01:00,2,1,,0.018,0,0.054,0,0.0134,<-4> [SBL],0.0088,0,0.0234,0,0.0322,0,,<-4> [SCB],0.580,0,,<-1>,,<-4> [SCB],1.6,0,3.0,0,2.6,0,5.52,0,34.0,0,12.0,0,5.8,0,333.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/25/2012 03:30,2,1,,0.009,0,0.010,0,0.0134,<-4> [SBL],0.0117,0,0.0359,0,0.0476,0,,<-4> [SCB],0.568,0,,<-1>,,<-4> [SCB],1.6,0,2.9,0,2.4,0,5.17,0,31.2,0,10.0,0,5.5,0,359.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/25/2012 06:00,2,1,,0.023,0,0.026,0,0.015,0,0.0110,0,0.0389,0,0.0499,0,0.065,0,0.575,0,,<-1>,0.510,0,2.4,0,5.0,0,4.6,0,7.17,0,54.8,0,12.0,0,11.9,0,259.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,10/25/2012 07:05,1,1,,0.018,0,0.035,0,0.093,0,0.0121,0,0.0445,0,0.0566,0,0.150,0,0.540,0,,<-1>,0.390,0,4.0,0,4.5,0,1.0,0,4.91,0,53.6,0,27.8,0,5.6,0,38.8,0,23.7,0,8.0,0,7.7,0,0.8,0,40.0,0,3.5,0,2.436,0
gtmpinut,10/25/2012 07:06,1,2,,0.017,0,0.038,0,0.096,0,0.0117,0,0.0366,0,0.0483,0,0.144,0,0.502,0,,<-1>,0.358,0,3.4,0,3.9,0,1.0,0,4.82,0,49.6,0,27.8,0,5.9,0,38.0,0,23.7,0,8.0,0,7.7,0,0.8,0,40.0,0,3.5,0,2.436,0
gtmssnut,10/25/2012 08:15,1,1,,0.007,0,0.015,0,0.040,0,0.0044,0,0.0242,0,0.0286,0,0.069,0,0.323,0,,<-1>,0.254,0,4.9,0,5.8,0,1.7,0,1.93,0,58.8,0,31.5,0,5.3,0,11.4,0,24.0,0,7.7,0,7.4,0,0.9,0,677.8,0,104.3,0,1.872,0
gtmssnut,10/25/2012 08:16,1,2,,0.005,0,0.024,0,0.057,0,0.0036,0,0.0223,0,0.0259,0,0.083,0,0.329,0,,<-1>,0.246,0,3.8,0,4.6,0,1.5,0,1.75,0,53.2,0,31.5,0,5.9,0,11.1,0,24.0,0,7.7,0,7.4,0,0.9,0,677.8,0,104.3,0,1.872,0
gtmpcnut,10/25/2012 08:30,2,1,,0.030,0,0.034,0,0.014,0,0.0085,0,0.018,0,0.0265,0,0.040,0,0.600,0,,<-1>,0.559,0,3.1,0,6.1,0,5.2,0,5.97,0,61.2,0,24.0,0,14.8,0,147.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,10/25/2012 09:15,1,1,,0.010,0,0.017,0,0.060,0,0.0039,0,0.0153,0,0.0192,0,0.079,0,0.348,0,,<-1>,0.269,0,2.7,0,3.0,0,0.7,0,1.66,0,55.6,0,32.4,0,6.3,0,11.2,0,24.4,0,8.8,0,7.3,0,0.9,0,636.3,0,112.2,0,1.735,0
gtmfmnut,10/25/2012 09:16,1,2,,0.007,0,0.015,0,0.065,0,0.0036,0,0.0141,0,0.0177,0,0.083,0,0.313,0,,<-1>,0.231,0,3.8,0,4.5,0,1.3,0,1.92,0,63.2,0,32.4,0,5.7,0,10.0,0,24.4,0,8.8,0,7.3,0,0.9,0,636.3,0,112.2,0,1.735,0
gtmpcnut,10/25/2012 12:00,1,1,,0.028,0,0.033,0,0.017,0,0.0126,0,0.0323,0,0.0449,0,0.062,0,0.752,0,,<-1>,0.690,0,3.4,0,5.0,0,2.9,0,12.33,0,56.8,0,15.3,0,9.0,0,255.9,0,24.7,0,9.2,0,7.0,0,0.3,0,867.8,0,2.6,0,5.810,0
gtmpcnut,10/25/2012 12:01,1,2,,0.023,0,0.024,0,0.020,0,0.0089,0,0.0192,0,0.0281,0,0.048,0,0.687,0,,<-1>,0.639,0,3.4,0,5.0,0,3.1,0,14.00,0,55.2,0,15.3,0,9.0,0,255.6,0,24.7,0,9.2,0,7.0,0,0.3,0,867.8,0,2.6,0,5.810,0
gtmpinut,11/28/2012 09:22,1,1,,0.017,0,0.045,0,0.089,0,0.0051,0,0.0142,0,0.0193,0,0.108,0,0.476,0,,<-1>,0.368,0,2.9,0,3.9,0,1.8,0,2.03,0,57.4,0,31.8,0,6.7,0,21.4,0,15.6,0,7.1,0,7.0,0,1.0,0,97.0,0,16.4,0,1.777,0
gtmpinut,11/28/2012 09:23,1,2,,0.016,0,0.031,0,0.098,0,0.0050,0,0.014,0,0.0190,0,0.117,0,0.496,0,,<-1>,0.379,0,4.7,0,5.6,0,1.7,0,2.30,0,58.6,0,31.8,0,6.7,0,20.0,0,15.6,0,7.1,0,7.0,0,1.0,0,97.0,0,16.4,0,1.777,0
gtmssnut,11/28/2012 10:38,1,1,,0.011,0,0.048,0,0.086,0,0.0080,0,0.0252,0,0.0332,0,0.119,0,0.337,0,,<-1>,0.218,0,3.6,0,4.4,0,1.6,0,1.21,0,56.0,0,33.0,0,7.2,0,8.0,0,16.5,0,7.0,0,6.9,0,0.8,0,104.0,0,14.1,0,1.998,0
gtmssnut,11/28/2012 10:39,1,2,,0.013,0,0.037,0,0.092,0,0.0081,0,0.0258,0,0.0339,0,0.126,0,0.345,0,,<-1>,0.219,0,4.0,0,4.9,0,1.6,0,1.11,0,55.2,0,33.0,0,7.2,0,6.6,0,16.5,0,7.0,0,6.9,0,0.8,0,104.0,0,14.1,0,1.998,0
gtmfmnut,11/28/2012 11:38,1,1,,0.013,0,0.041,0,0.079,0,0.0058,0,0.0135,0,0.0193,0,0.098,0,0.327,0,,<-1>,0.228,0,1.6,0,2.1,0,1.0,0,1.35,0,53.4,0,32.7,0,5.7,0,11.3,0,16.5,0,7.3,0,7.0,0,1.1,0,113.1,0,14.6,0,2.047,0
