Station Code,DateTimeStamp,Monitoring Program,REP,F_Record,PO4F_C,PO4F,F_PO4F,TDP_C,TDP,F_TDP,TP_C,TP,F_TP,PHOSP_C,PHOSP,F_PHOSP,NH4F_C,NH4F,F_NH4F,NO2F_C,NO2F,F_NO2F,NO3F_C,NO3F,F_NO3F,NO23F_C,NO23F,F_NO23F,DIN_C,DIN,F_DIN,TDN_C,TDN,F_TDN,TN_C,TN,F_TN,PN_C,PN,F_PN,UncCHLa_N_C,UncCHLa_N,F_UncCHLa_N,CHLA_N_C,CHLA_N,F_CHLA_N,PHEA_C,PHEA,F_PHEA,POC_C,POC,F_POC,SiO4F_C,SiO4F,F_SiO4F,TSS_C,TSS,F_TSS,WTEM_N_C,WTEM_N,F_WTEM_N,SALT_N_C,SALT_N,F_SALT_N,DO_N_C,DO_N,F_DO_N,PH_N_C,PH_N,F_PH_N,TURB_N_C,TURB_N,F_TURB_N,COLOR_C,COLOR,F_COLOR,SECCHI_C,SECCHI,F_SECCHI,IRR0_N_C,IRR0_N,F_IRR0_N,IRR1_N_C,IRR1_N,F_IRR1_N,Kd_N_C,Kd_N,F_Kd_N
gtmpcnut,10/18/2004 17:00,2,1,,,0.02,<4>,,0.048,<4>,,0.078,<4>,C,0.03,<4>,,0.056,<4>,,0.0084,<4>,C,0.0152,<4>,,0.0236,<4>,C,0.08,<4>,,0.4463,<4>,,0.6378,<4>,C,0.1915,<4>,,10.8,<4>,,7.8,<4>,,5.4,<4>,,2.57,<4>,,8.008,<4>,M,,<4>,M,,<4>,,11,<4>,M,,<4>,M,,<4>,,8.3,<4>,,281,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,10/18/2004 19:30,2,1,,,0.024,<4>,,0.052,<4>,,0.068,<4>,C,0.016,<4>,,0.075,<4>,,0.0072,<4>,C,0.0198,<4>,,0.027,<4>,C,0.102,<4>,,0.4589,<4>,,0.6446,<4>,C,0.1857,<4>,,3.7,<4>,,2.3,<4>,,2.4,<4>,,1.36,<4>,,8.512,<4>,M,,<4>,M,,<4>,,5,<4>,M,,<4>,M,,<4>,,4.8,<4>,,359,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,10/18/2004 22:00,2,1,,,0.025,<4>,,0.056,<4>,,0.064,<4>,C,0.008,<4>,,0.037,<4>,,0.0056,<4>,C,0.0142,<4>,,0.0198,<4>,C,0.057,<4>,,0.4538,<4>,,0.7112,<4>,C,0.2574,<4>,,2.9,<4>,,2,<4>,,1.6,<4>,,1.26,<4>,,10.052,<4>,M,,<4>,M,,<4>,,4,<4>,M,,<4>,M,,<4>,,4,<4>,,374,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,10/19/2004 0:30,2,1,,,0.027,<4>,,0.055,<4>,,0.063,<4>,C,0.008,<4>,,0.086,<4>,,0.0083,<4>,C,0.0215,<4>,,0.0298,<4>,C,0.116,<4>,,0.4348,<4>,,0.6439,<4>,C,0.2091,<4>,,7.3,<4>,,5.6,<4>,,3.1,<4>,,1.49,<4>,,7.692,<4>,M,,<4>,M,,<4>,,5,<4>,M,,<4>,M,,<4>,,4.2,<4>,,347,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,10/19/2004 3:00,2,1,,,0.024,<4>,,0.054,<4>,,0.068,<4>,C,0.014,<4>,,0.068,<4>,,0.0104,<4>,C,0.0173,<4>,,0.0277,<4>,C,0.096,<4>,,0.4298,<4>,,0.6848,<4>,C,0.255,<4>,,5.2,<4>,,3.4,<4>,,3.3,<4>,,1.34,<4>,,6.266,<4>,M,,<4>,M,,<4>,,15,<4>,M,,<4>,M,,<4>,,5.2,<4>,,230,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,10/19/2004 5:30,2,1,,,0.026,<4>,,0.054,<4>,,0.07,<4>,C,0.016,<4>,,0.093,<4>,,0.0071,<4>,C,0.0137,<4>,,0.0208,<4>,C,0.114,<4>,,0.4862,<4>,,0.63,<4>,C,0.1438,<4>,,4.9,<4>,,3.1,<4>,,3.2,<4>,,1.36,<4>,,7.524,<4>,M,,<4>,M,,<4>,,10,<4>,M,,<4>,M,,<4>,,4.8,<4>,,298,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,10/19/2004 8:00,2,1,,,0.028,<4>,,0.056,<4>,,0.061,<4>,C,0.005,<4>,,0.053,<4>,,0.0055,<4>,C,0.0102,<4>,,0.0157,<4>,C,0.069,<4>,,0.4556,<4>,,0.5808,<4>,C,0.1252,<4>,,5.1,<4>,,3.2,<4>,,3.4,<4>,,1.27,<4>,,7.562,<4>,M,,<4>,M,,<4>,,7,<4>,M,,<4>,M,,<4>,,3.5,<4>,,308,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpinut,10/25/2004 9:25,1,1,,,0.032,<4>,,0.05,<4>,,0.06,<4>,C,0.01,<4>,,0.066,<4>,,0.0242,<4>,C,0.0409,<4>,,0.0651,<4>,C,0.131,<4>,,0.4551,<4>,,0.5116,<4>,C,0.0565,<4>,,2.1,<4>,,2.3,<4>,B,0.01,<4>,,2.44,<4>,,4.026,<4>,,30,<4>,,23.1,<4>,,23.2,<4>,,4.9,<4>,,7.6,<4>,,7.3,<4>,,57,<4>,,0.8,<4>,,775.2,<4>,,40.8,<4>,C,2.944,<4>
gtmpinut,10/25/2004 9:26,1,2,,,0.023,<4>,,0.056,<4>,,0.061,<4>,C,0.005,<4>,,0.089,<4>,,0.0282,<4>,C,0.0448,<4>,,0.073,<4>,C,0.162,<4>,,0.4563,<4>,,0.5099,<4>,C,0.0536,<4>,,2.5,<4>,,2.2,<4>,,0.5,<4>,,2.74,<4>,,3.02,<4>,,29,<4>,,23.1,<4>,,23.2,<4>,,4.9,<4>,,7.6,<4>,,7.6,<4>,,69,<4>,,0.8,<4>,,775.2,<4>,,40.8,<4>,C,2.944,<4>
gtmssnut,10/25/2004 10:10,1,1,,,0.019,<4>,,0.046,<4>,,0.065,<4>,C,0.019,<4>,,0.059,<4>,,0.0143,<4>,C,0.0545,<4>,,0.0688,<4>,C,0.128,<4>,,0.1963,<4>,,0.3137,<4>,C,0.1174,<4>,,3.2,<4>,,1.9,<4>,,2.3,<4>,,3.25,<4>,,1.902,<4>,,65,<4>,,23.9,<4>,,31,<4>,,5.7,<4>,,8,<4>,,16.2,<4>,,25,<4>,,0.6,<4>,,1306,<4>,,94.3,<4>,C,2.628,<4>
gtmssnut,10/25/2004 10:11,1,2,,,0.018,<4>,,0.043,<4>,,0.048,<4>,C,0.005,<4>,,0.058,<4>,,0.0117,<4>,C,0.0435,<4>,,0.0552,<4>,C,0.113,<4>,,0.3037,<4>,,0.3408,<4>,C,0.0371,<4>,,3.5,<4>,,2.4,<4>,,2,<4>,,3.07,<4>,,1.691,<4>,,58,<4>,,23.9,<4>,,31,<4>,,5.7,<4>,,8,<4>,,13.8,<4>,,30,<4>,,0.6,<4>,,1306,<4>,,94.3,<4>,C,2.628,<4>
gtmfmnut,10/25/2004 11:35,1,1,,,0.009,<4>,,0.033,<4>,,0.044,<4>,C,0.011,<4>,,0.066,<4>,,0.0115,<4>,C,0.0364,<4>,,0.0479,<4>,C,0.114,<4>,,0.3589,<4>,,0.5286,<4>,C,0.1697,<4>,,3.9,<4>,,2.9,<4>,,1.8,<4>,,1.63,<4>,,1.438,<4>,,34,<4>,,23.7,<4>,,30.8,<4>,,5.3,<4>,,7.9,<4>,,4.2,<4>,,31,<4>,,0.9,<4>,,1510,<4>,,170.7,<4>,C,2.18,<4>
gtmfmnut,10/25/2004 11:36,1,2,,,0.011,<4>,,0.028,<4>,,0.043,<4>,C,0.015,<4>,,0.058,<4>,,0.0079,<4>,C,0.0245,<4>,,0.0324,<4>,C,0.09,<4>,,0.2556,<4>,,0.2968,<4>,C,0.0412,<4>,,3.8,<4>,,2.9,<4>,,1.7,<4>,,1.67,<4>,,1.907,<4>,,25,<4>,,23.7,<4>,,30.8,<4>,,5.3,<4>,,7.9,<4>,,8.7,<4>,,31,<4>,,0.9,<4>,,1510,<4>,,170.7,<4>,C,2.18,<4>
gtmpcnut,10/25/2004 13:35,1,1,,,0.013,<4>,,0.046,<4>,,0.054,<4>,C,0.008,<4>,,0.043,<4>,,0.005,<4>,C,0.0047,<4>,,0.0097,<4>,C,0.053,<4>,,0.4959,<4>,,0.5519,<4>,C,0.056,<4>,,5.6,<4>,,5.4,<4>,,0.6,<4>,,2.02,<4>,,5.582,<4>,,21,<4>,,23.2,<4>,,12.9,<4>,,4.7,<4>,,7.2,<4>,,4.7,<4>,,180,<4>,,0.7,<4>,,1327,<4>,,10.7,<4>,C,4.82,<4>
gtmpcnut,10/25/2004 13:36,1,2,,,0.017,<4>,,0.045,<4>,,0.046,<4>,C,0.001,<4>,,0.035,<4>,,0.005,<4>,C,0.0049,<4>,,0.0099,<4>,C,0.045,<4>,,0.3207,<4>,,0.5781,<4>,C,0.2574,<4>,,3.6,<4>,,3.7,<4>,B,0.01,<4>,,2,<4>,,5.435,<4>,,24,<4>,,23.2,<4>,,12.9,<4>,,4.7,<4>,,7.2,<4>,,2.4,<4>,,177,<4>,,0.7,<4>,,1327,<4>,,10.7,<4>,C,4.82,<4>
gtmpinut,11/1/2004 12:30,1,1,,,0.027,<4>,,0.031,<4>,,0.079,<4>,C,0.048,<4>,,0.1,<4>,,0.0106,<4>,C,0.0249,<4>,,0.0355,<4>,C,0.136,<4>,,0.4249,<4>,,0.4782,<4>,C,0.0533,<4>,,2.2,<4>,,1.9,<4>,,0.6,<4>,,1.76,<4>,,2.732,<4>,,25,<4>,,26.3,<4>,,23.6,<4>,,4.9,<4>,,7.5,<4>,,1.7,<4>,,48,<4>,,1.1,<4>,,1404,<4>,,119.6,<4>,C,2.463,<4>
gtmpinut,11/1/2004 12:31,1,2,,,0.022,<4>,,0.033,<4>,,0.075,<4>,C,0.042,<4>,,0.091,<4>,,0.0106,<4>,C,0.0249,<4>,,0.0355,<4>,C,0.127,<4>,,0.482,<4>,,0.5684,<4>,C,0.0864,<4>,,2.5,<4>,,0.7,<4>,,3.3,<4>,,2.16,<4>,,3.025,<4>,,26,<4>,,26.3,<4>,,23.6,<4>,,4.9,<4>,,7.5,<4>,,2,<4>,,48,<4>,,1.1,<4>,,1404,<4>,,119.6,<4>,C,2.463,<4>
gtmssnut,11/1/2004 13:45,1,1,,,0.018,<4>,,0.031,<4>,,0.079,<4>,C,0.048,<4>,,0.039,<4>,,0.012,<4>,C,0.0453,<4>,,0.0573,<4>,C,0.096,<4>,,0.261,<4>,,0.4259,<4>,C,0.1649,<4>,,4.1,<4>,,3,<4>,,2,<4>,,2.61,<4>,,1.775,<4>,,75,<4>,,26.2,<4>,,30.4,<4>,,5.6,<4>,,7.8,<4>,,5,<4>,,17,<4>,,0.7,<4>,,723.8,<4>,,26.4,<4>,C,3.311,<4>
gtmssnut,11/1/2004 13:46,1,2,,,0.021,<4>,,0.032,<4>,,0.086,<4>,C,0.054,<4>,,0.055,<4>,,0.0119,<4>,C,0.0471,<4>,,0.059,<4>,C,0.114,<4>,,0.3057,<4>,,0.3858,<4>,C,0.0801,<4>,,4.2,<4>,,2.9,<4>,,2.4,<4>,,2.64,<4>,,1.616,<4>,,65,<4>,,26.2,<4>,,30.4,<4>,,5.6,<4>,,7.8,<4>,,4.1,<4>,,16,<4>,,0.7,<4>,,723.8,<4>,,26.4,<4>,C,3.311,<4>
gtmfmnut,11/1/2004 14:25,1,1,,,0.013,<4>,,0.029,<4>,,0.058,<4>,C,0.029,<4>,,0.05,<4>,,0.008,<4>,C,0.0176,<4>,,0.0256,<4>,C,0.076,<4>,,0.3067,<4>,,0.321,<4>,C,0.0143,<4>,,3.1,<4>,,2.6,<4>,,1,<4>,,1.79,<4>,,1.229,<4>,,53,<4>,,26.1,<4>,,31.2,<4>,,5.7,<4>,,7.9,<4>,,3.1,<4>,,16,<4>,,0.9,<4>,,155.4,<4>,,15.4,<4>,C,2.312,<4>
gtmfmnut,11/1/2004 14:26,1,2,,,0.011,<4>,,0.025,<4>,,0.058,<4>,C,0.033,<4>,,0.024,<4>,,0.007,<4>,C,0.0146,<4>,,0.0216,<4>,C,0.046,<4>,,0.2606,<4>,,0.324,<4>,C,0.0634,<4>,,2.8,<4>,,2.4,<4>,,0.8,<4>,,1.75,<4>,,1.494,<4>,,45,<4>,,26.1,<4>,,31.2,<4>,,5.7,<4>,,7.9,<4>,,2.8,<4>,,17,<4>,,0.9,<4>,,155.4,<4>,,15.4,<4>,C,2.312,<4>
gtmpcnut,11/1/2004 16:30,1,1,,,0.014,<4>,,0.029,<4>,,0.068,<4>,C,0.039,<4>,,0.033,<4>,,0.0029,<4>,C,0.0071,<4>,,0.01,<4>,C,0.043,<4>,,0.4782,<4>,,0.5601,<4>,C,0.0819,<4>,,5.3,<4>,,3.2,<4>,,3.7,<4>,,2.11,<4>,,6.498,<4>,,17,<4>,,25.4,<4>,,10.2,<4>,,5,<4>,,7.4,<4>,,3.9,<4>,,149,<4>,,0.5,<4>,,285.4,<4>,,2.5,<4>,C,4.738,<4>
gtmpcnut,11/1/2004 16:31,1,2,,,0.009,<4>,,0.027,<4>,,0.068,<4>,C,0.041,<4>,,0.031,<4>,,0.0031,<4>,C,0.0077,<4>,,0.0108,<4>,C,0.042,<4>,,0.4429,<4>,,0.5328,<4>,C,0.0899,<4>,,2.9,<4>,,2.2,<4>,,1.3,<4>,,1.76,<4>,,6.254,<4>,,17,<4>,,25.4,<4>,,10.2,<4>,,5,<4>,,7.4,<4>,,3.2,<4>,,143,<4>,,0.5,<4>,,285.4,<4>,,2.5,<4>,C,4.738,<4>
gtmpcnut,11/8/2004 0:15,2,1,,,0.013,<4>,,0.043,<4>,,0.056,<4>,C,0.013,<4>,,0.055,<4>,,0.002,<4>,C,0.0004,<4>,,0.0024,<4>,C,0.057,<4>,,0.5457,<4>,,0.9172,<4>,C,0.3715,<4>,,9.4,<4>,,7.4,<4>,,3.8,<4>,,1.79,<4>,,5.553,<4>,M,,<4>,M,,<4>,,18,<4>,M,,<4>,M,,<4>,,2.8,<4>,,80,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,11/8/2004 9:15,2,1,,,0.01,<4>,,0.038,<4>,,0.049,<4>,C,0.011,<4>,B,0.008,<4>,,0.0021,<4>,C,0.0119,<4>,,0.014,<4>,C - B,,<4>,,0.4356,<4>,,0.5477,<4>,C,0.1121,<4>,,5.7,<4>,,4.1,<4>,,2.9,<4>,,1.59,<4>,,4.853,<4>,M,,<4>,M,,<4>,,20,<4>,M,,<4>,M,,<4>,,2.2,<4>,,86,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,11/8/2004 11:45,2,1,,,0.011,<4>,,0.039,<4>,,0.049,<4>,C,0.01,<4>,B,0.008,<4>,,0.003,<4>,C,0.0037,<4>,,0.0067,<4>,C - B,,<4>,,0.4536,<4>,,0.4991,<4>,C,0.0455,<4>,,5.3,<4>,,3.9,<4>,,2.5,<4>,,1.42,<4>,,4.698,<4>,M,,<4>,M,,<4>,,20,<4>,M,,<4>,M,,<4>,,2.6,<4>,,85,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,11/8/2004 14:15,2,1,,,0.012,<4>,,0.04,<4>,,0.05,<4>,C,0.01,<4>,B,0.008,<4>,,0.0017,<4>,C,0.0044,<4>,,0.0061,<4>,C - B,,<4>,,0.4265,<4>,,0.6421,<4>,C,0.2156,<4>,,5.2,<4>,,3.6,<4>,,2.9,<4>,,1.77,<4>,,6.189,<4>,M,,<4>,M,,<4>,,16,<4>,M,,<4>,M,,<4>,,2.2,<4>,,94,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,11/8/2004 16:45,2,1,,,0.013,<4>,,0.046,<4>,,0.06,<4>,C,0.014,<4>,,0.473,<4>,,0.0031,<4>,C,0.0135,<4>,,0.0166,<4>,C,0.49,<4>,,0.5179,<4>,,0.7293,<4>,C,0.2114,<4>,,4.9,<4>,,3.6,<4>,,2.5,<4>,,1.33,<4>,,5.243,<4>,M,,<4>,M,,<4>,,11,<4>,M,,<4>,M,,<4>,,4,<4>,,113,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,11/8/2004 19:15,2,1,,,0.011,<4>,,0.045,<4>,,0.062,<4>,C,0.017,<4>,,0.339,<4>,,0.0018,<4>,C,0.0001,<4>,,0.0019,<4>,C,0.341,<4>,,0.5517,<4>,,0.7363,<4>,C,0.1846,<4>,,8.6,<4>,,6.3,<4>,,4.3,<4>,,1.93,<4>,,5.826,<4>,M,,<4>,M,,<4>,,20,<4>,M,,<4>,M,,<4>,,3.6,<4>,,85,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,11/8/2004 21:45,2,1,,,0.011,<4>,,0.042,<4>,,0.055,<4>,C,0.013,<4>,,0.181,<4>,,0.0023,<4>,C,0.0002,<4>,,0.0025,<4>,C,0.184,<4>,,0.4679,<4>,,0.807,<4>,C,0.3391,<4>,,7.9,<4>,,5.9,<4>,,3.6,<4>,,1.57,<4>,,4.971,<4>,M,,<4>,M,,<4>,,20,<4>,M,,<4>,M,,<4>,,3.5,<4>,,85,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,11/9/2004 2:45,2,1,,,0.015,<4>,,0.041,<4>,,0.06,<4>,C,0.019,<4>,,0.111,<4>,,0.0019,<4>,C,0.0012,<4>,,0.0031,<4>,C,0.114,<4>,,0.5011,<4>,,0.8513,<4>,C,0.3502,<4>,,12.3,<4>,,10.2,<4>,,4,<4>,,1.66,<4>,,5.321,<4>,M,,<4>,M,,<4>,,17,<4>,M,,<4>,M,,<4>,,2.6,<4>,,38,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,11/9/2004 5:15,2,1,,,0.018,<4>,,0.044,<4>,,0.054,<4>,C,0.01,<4>,,0.028,<4>,,0.0024,<4>,C,0.0073,<4>,,0.0097,<4>,C,0.038,<4>,,0.4055,<4>,,0.52,<4>,C,0.1145,<4>,,4.8,<4>,,4,<4>,,1.4,<4>,,1.42,<4>,,7.153,<4>,M,,<4>,M,,<4>,,12,<4>,M,,<4>,M,,<4>,,2.5,<4>,,73,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,11/9/2004 7:45,2,1,,,0.016,<4>,,0.043,<4>,,0.069,<4>,C,0.026,<4>,,0.009,<4>,,0.0024,<4>,C,0.0016,<4>,,0.004,<4>,C,0.013,<4>,,0.3565,<4>,,0.5034,<4>,C,0.1469,<4>,,4.4,<4>,,3.1,<4>,,2.3,<4>,,2.58,<4>,,4.849,<4>,M,,<4>,M,,<4>,,23,<4>,M,,<4>,M,,<4>,,5.5,<4>,,103,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,11/9/2004 10:15,2,1,,,0.016,<4>,,0.041,<4>,,0.057,<4>,C,0.016,<4>,B,0.008,<4>,,0.0028,<4>,C,0.0041,<4>,,0.0069,<4>,C - B,,<4>,,0.2695,<4>,,0.4291,<4>,C,0.1596,<4>,,4.7,<4>,,3.2,<4>,,2.6,<4>,,1.95,<4>,,3.339,<4>,M,,<4>,M,,<4>,,30,<4>,M,,<4>,M,,<4>,,4.5,<4>,,90,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpinut,12/8/2004 9:00,1,1,,,0.005,<4>,,0.069,<4>,,0.087,<4>,C,0.018,<4>,,0.164,<4>,,0.0047,<4>,C,0.0297,<4>,,0.0344,<4>,C,0.198,<4>,,0.4656,<4>,,0.506,<4>,C,0.0404,<4>,,2.9,<4>,,2,<4>,,1.6,<4>,,2.14,<4>,,3.275,<4>,,42,<4>,,18.5,<4>,,20.4,<4>,,6.8,<4>,,7.6,<4>,,1.2,<4>,,61,<4>,,0.7,<4>,,662.2,<4>,,38.4,<4>,C,2.848,<4>
gtmpinut,12/8/2004 9:01,1,2,,,0.003,<4>,,0.059,<4>,,0.077,<4>,C,0.018,<4>,,0.122,<4>,,0.004,<4>,C,0.022,<4>,,0.026,<4>,C,0.148,<4>,,0.4406,<4>,,0.4789,<4>,C,0.0383,<4>,,3.1,<4>,,2.1,<4>,,1.7,<4>,,1.93,<4>,,3.275,<4>,,35,<4>,,18.5,<4>,,20.4,<4>,,6.8,<4>,,7.6,<4>,,1.5,<4>,,63,<4>,,0.7,<4>,,662.2,<4>,,38.4,<4>,C,2.848,<4>
gtmssnut,12/8/2004 10:00,1,1,,,0.012,<4>,,0.042,<4>,,0.064,<4>,C,0.022,<4>,,0.086,<4>,,0.0045,<4>,C,0.0213,<4>,,0.0258,<4>,C,0.112,<4>,,0.2449,<4>,,0.284,<4>,C,0.0391,<4>,,3.5,<4>,,2.5,<4>,,2,<4>,,1.92,<4>,,1.576,<4>,,51,<4>,,19.1,<4>,,31.1,<4>,,6.8,<4>,,7.8,<4>,,1.5,<4>,,21,<4>,,0.8,<4>,,1048,<4>,,134.3,<4>,C,2.054,<4>
gtmssnut,12/8/2004 10:01,1,2,,,0.013,<4>,,0.041,<4>,,0.061,<4>,C,0.02,<4>,,0.109,<4>,,0.0056,<4>,C,0.0272,<4>,,0.0328,<4>,C,0.142,<4>,,0.2745,<4>,,0.3075,<4>,C,0.033,<4>,,3.6,<4>,,2.4,<4>,,2.3,<4>,,2.29,<4>,,1.658,<4>,,43,<4>,,19.1,<4>,,31.1,<4>,,6.8,<4>,,7.8,<4>,,2.4,<4>,,24,<4>,,0.8,<4>,,1048,<4>,,134.3,<4>,C,2.054,<4>
gtmfmnut,12/8/2004 10:30,1,1,,,0.002,<4>,,0.027,<4>,,0.049,<4>,C,0.022,<4>,,0.073,<4>,,0.0042,<4>,C,0.0102,<4>,,0.0144,<4>,C,0.087,<4>,,0.2009,<4>,,0.2209,<4>,C,0.02,<4>,,2.6,<4>,,2.1,<4>,,0.9,<4>,,1.4,<4>,,0.831,<4>,,44,<4>,,20.2,<4>,,31.5,<4>,,6.8,<4>,,8,<4>,,1.1,<4>,,19,<4>,,1.4,<4>,,1069,<4>,,361.4,<4>,C,1.084,<4>
gtmfmnut,12/8/2004 10:31,1,2,,,0.004,<4>,,0.035,<4>,,0.039,<4>,C,0.004,<4>,,0.067,<4>,,0.0044,<4>,C,0.0095,<4>,,0.0139,<4>,C,0.081,<4>,,0.1828,<4>,,0.2144,<4>,C,0.0316,<4>,,2.5,<4>,,1.9,<4>,,1.2,<4>,,0.86,<4>,,0.962,<4>,,38,<4>,,20.2,<4>,,31.5,<4>,,6.8,<4>,,8,<4>,,0.7,<4>,,17,<4>,,1.4,<4>,,1069,<4>,,361.4,<4>,C,1.084,<4>
gtmpcnut,12/8/2004 12:55,2,1,,,0.025,<4>,,0.044,<4>,,0.066,<4>,C,0.022,<4>,B,0.008,<4>,,0.0024,<4>,C,0.0027,<4>,,0.0051,<4>,C - B,,<4>,,0.2514,<4>,,0.2947,<4>,C,0.0433,<4>,,1.4,<4>,M,,<4>,M,,<4>,,0.65,<4>,,4.77,<4>,M,,<4>,M,,<4>,,19,<4>,M,,<4>,M,,<4>,,1.4,<4>,,78,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,12/8/2004 15:25,2,1,,,0.023,<4>,,0.044,<4>,,0.066,<4>,C,0.022,<4>,,0.009,<4>,,0.0017,<4>,C,0.0006,<4>,,0.0023,<4>,C,0.011,<4>,,0.2526,<4>,,0.3184,<4>,C,0.0658,<4>,,1.3,<4>,M,,<4>,M,,<4>,,0.57,<4>,,5.103,<4>,M,,<4>,M,,<4>,,18,<4>,M,,<4>,M,,<4>,,1,<4>,,77,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,12/8/2004 17:55,2,1,,,0.025,<4>,,0.045,<4>,,0.072,<4>,C,0.027,<4>,,0.027,<4>,,0.0021,<4>,C,0.0019,<4>,,0.004,<4>,C,0.031,<4>,,0.2599,<4>,,0.3235,<4>,C,0.0636,<4>,,2.4,<4>,M,,<4>,M,,<4>,,0.71,<4>,,5.302,<4>,M,,<4>,M,,<4>,,18,<4>,M,,<4>,M,,<4>,,1.1,<4>,,77,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,12/8/2004 20:25,2,1,,,0.02,<4>,,0.046,<4>,,0.069,<4>,C,0.023,<4>,,0.053,<4>,,0.0016,<4>,C,0.0049,<4>,,0.0065,<4>,C,0.06,<4>,,0.2931,<4>,,0.3306,<4>,C,0.0375,<4>,,2.7,<4>,M,,<4>,M,,<4>,,1.11,<4>,,4.669,<4>,M,,<4>,M,,<4>,,19,<4>,M,,<4>,M,,<4>,,1.3,<4>,,78,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,12/8/2004 22:55,2,1,,,0.021,<4>,,0.041,<4>,,0.087,<4>,C,0.046,<4>,,0.011,<4>,,0.0016,<4>,C,0.0037,<4>,,0.0053,<4>,C,0.016,<4>,,0.2185,<4>,,0.3976,<4>,C,0.1791,<4>,,16.4,<4>,M,,<4>,M,,<4>,,1.66,<4>,,5.067,<4>,M,,<4>,M,,<4>,,19,<4>,M,,<4>,M,,<4>,,0.9,<4>,,79,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,12/9/2004 1:25,2,1,,,0.018,<4>,,0.05,<4>,,0.073,<4>,C,0.023,<4>,,0.017,<4>,,0.0015,<4>,C,0.0045,<4>,,0.006,<4>,C,0.023,<4>,,0.3428,<4>,,0.3559,<4>,C,0.0131,<4>,,6.7,<4>,M,,<4>,M,,<4>,,0.98,<4>,,4.912,<4>,M,,<4>,M,,<4>,,18,<4>,M,,<4>,M,,<4>,,0.1,<4>,,84,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,12/9/2004 3:55,2,1,,,0.025,<4>,,0.049,<4>,,0.062,<4>,C,0.013,<4>,,0.022,<4>,,0.0022,<4>,C,0.0036,<4>,,0.0058,<4>,C,0.028,<4>,,0.2453,<4>,,0.3075,<4>,C,0.0622,<4>,,3.6,<4>,M,,<4>,M,,<4>,,0.59,<4>,,5.014,<4>,M,,<4>,M,,<4>,,18,<4>,M,,<4>,M,,<4>,,0.9,<4>,,80,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,12/9/2004 6:25,2,1,,,0.023,<4>,,0.041,<4>,,0.081,<4>,C,0.04,<4>,,0.038,<4>,,0.0015,<4>,C,0.0037,<4>,,0.0052,<4>,C,0.043,<4>,,0.2312,<4>,,0.3243,<4>,C,0.0931,<4>,,3.5,<4>,M,,<4>,M,,<4>,,0.75,<4>,,5.48,<4>,M,,<4>,M,,<4>,,16,<4>,M,,<4>,M,,<4>,,1.2,<4>,,77,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
gtmpcnut,12/9/2004 8:55,2,1,,,0.018,<4>,,0.04,<4>,,0.075,<4>,C,0.035,<4>,,0.034,<4>,,0.0017,<4>,C,0.0031,<4>,,0.0048,<4>,C,0.039,<4>,,0.2442,<4>,,0.284,<4>,C,0.0398,<4>,,5.6,<4>,M,,<4>,M,,<4>,,1.18,<4>,,4.625,<4>,M,,<4>,M,,<4>,,19,<4>,M,,<4>,M,,<4>,,1.3,<4>,,75,<4>,M,,<4>,M,,<4>,M,,<4>,C - M,,<4>
