Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,TKN,F_TKN,TON,F_TON,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ECOLI_MPN,F_ECOLI_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI,DOC,F_DOC
gtmfmnut,8/15/2016 10:38:00 AM,1,2,,0.018,,0.05,,0.021,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.025,,0.404,,0.4,,0.379,,5.6,,6.6,,1.3,,12,,2,<1> (CHB),,<-1>,28.2,,36.88,,4.84,,7.54,,1.1,,2,
gtmpcnut,8/15/2016 9:34:00 AM,1,1,,0.12,,0.19,,0.007,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.011,,0.864,,0.86,,0.853,,18,,22,,6,,17,<1> (CSM),44,<1> (CHB),51.6,<1> (CHB),30.6,,21.31,,3.08,,7.83,,0.35,,9,
gtmpcnut,8/15/2016 9:40:00 AM,1,2,,0.12,,0.2,,0.004,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.008,,0.794,,0.79,,0.786,,16,,20,,5,,17,<1> (CSM),31,<1> (CHB),,<-1>,30.6,,21.31,,3.08,,7.83,,0.35,,8.9,
gtmpcnut,8/14/2016 8:45:00 AM,2,1,,0.12,<1> (CHB),0.22,,0.014,,0.002,<1> [SBL] (CHB),0.002,<1> [SCB] (CHB),0.004,<-4> [SBL],0.018,,0.854,,0.85,,0.836,,15,<1> (CHB),20,<1> (CHB),8.2,<1> (CHB),6,,,<-2> [GDM],,<-1>,31.74,,22.64,,2.72,,7.74,,,<-1>,8.5,
gtmpcnut,8/14/2016 11:15:00 AM,2,1,,0.13,,0.2,,0.008,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.012,,0.884,,0.88,,0.872,,18,<1> (CHB),23,<1> (CHB),8,<1> (CHB),15,,13,<1> (CHB),,<-1>,31.69,,22.59,,2.18,,7.67,,,<-1>,8.9,
gtmpcnut,8/14/2016 1:45:00 PM,2,1,,0.13,,0.28,,0.004,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.008,,1.104,,1.1,,1.096,,23,,28,,7.7,,6,,15,<1> (CHB),,<-1>,32,,21.24,,2.39,,7.66,,,<-1>,9.2,
gtmpcnut,8/14/2016 4:15:00 PM,2,1,,0.13,,0.21,,0.003,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.007,,0.714,,0.71,,0.707,,18,,23,,7.3,,24,,16,<1> (CHB),,<-1>,32.36,,18.89,,3.8,,7.73,,,<-1>,9,
gtmpcnut,8/14/2016 6:45:00 PM,2,1,,0.12,,0.2,,0.003,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.007,,0.944,,0.94,,0.937,,16,,21,,7.7,,35,,11,<1> (CHB),,<-1>,32.04,,21.31,,4.68,,7.87,,,<-1>,8.6,
gtmpcnut,8/14/2016 9:15:00 PM,2,1,,0.1,,0.17,,0.004,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.008,,0.744,,0.74,,0.736,,13,,17,,5.2,,22,,3,<1> (CHB),,<-1>,31.72,,24.4,,4.84,,7.94,,,<-1>,8.3,
gtmpcnut,8/14/2016 11:45:00 PM,2,1,,0.13,,0.19,,0.004,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.008,,0.854,,0.85,,0.846,,15,,20,,7.6,,21,,20,<1> (CHB),,<-1>,31.81,,21.93,,4.05,,7.82,,,<-1>,8.5,
gtmpcnut,8/15/2016 2:15:00 AM,2,1,,0.14,,0.21,,0.004,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.008,,0.784,,0.78,,0.776,,16,,21,,8,,6,,33,<1> (CHB),,<-1>,31.83,,21.63,,3.05,,7.71,,,<-1>,8.4,
gtmpcnut,8/15/2016 4:45:00 AM,2,1,,0.14,,0.21,<1> (CUS),0.004,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.008,,0.754,,0.75,<1> (CUS),0.746,,15,,20,,8.2,,12,,46,<1> (CHB),,<-1>,31.36,,17.14,,3.47,,7.66,,,<-1>,9,
gtmpcnut,8/15/2016 7:15:00 AM,2,1,,0.13,,0.2,,0.006,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.01,,0.794,,0.79,,0.784,,15,,20,,7,,18,,49,<1> (CSM),,<-1>,30.19,,20.01,,3.27,,7.72,,,<-1>,8.6,
gtmpcnut,8/15/2016 9:45:00 AM,2,1,,0.12,,0.19,,0.004,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.008,,0.814,,0.81,,0.806,,20,<1> (CSM),25,<1> (CSM),7.1,<1> (CSM),22,<1> (CSM),21,<1> (CHB),,<-1>,30.38,,23.25,,2.71,,7.73,,,<-1>,8.1,
gtmpinut,9/27/2016 8:24:00 AM,1,1,,0.012,<1> [SRD],0.052,,0.035,,0.002,<-4> [SBL],0.004,<-4> [SCB],0.006,,0.041,,0.426,,0.42,,0.385,,5.9,,7.1,,1.6,,8,,2,<1> [SBL] (CHB),,<-1>,28.7,,36.23,,4.13,,7.33,,1.5,,4.2,
gtmpinut,9/27/2016 8:26:00 AM,1,2,,0.02,<1> [SRD],0.048,,0.034,,0.002,,0.003,<-4> [SCB],0.005,,0.039,,0.355,,0.35,,0.316,,7.1,,8.2,,1.3,,7,,2,<1> (CHB),,<-1>,28.7,,36.23,,4.13,,7.33,,1.5,,4.1,
gtmssnut,9/27/2016 9:29:00 AM,1,1,,0.02,,0.039,,0.033,,0.002,<-4> [SBL],0.015,,0.017,,0.05,,0.487,,0.47,,0.437,,5.5,,6.6,,1.4,,15,,16,<1> (CHB),,<-1>,28.7,,36.44,,4.75,,7.73,,0.9,,2.5,
gtmssnut,9/27/2016 9:30:00 AM,1,2,,0.019,,0.049,,0.03,,0.002,<-4> [SBL],0.013,,0.015,,0.045,,0.375,,0.36,,0.33,,4.8,<1> (CSM),5.8,<1> (CSM),1.6,,14,,11,<1> (CHB),,<-1>,28.7,,36.44,,4.75,,7.73,,0.9,,2.4,
gtmfmnut,9/27/2016 10:20:00 AM,1,1,,0.016,,0.047,,0.033,,0.002,<-4> [SBL],0.004,,0.006,,0.039,,0.336,,0.33,,0.297,,3.2,,3.7,,0.64,,10,,3,<1> (CHB),,<-1>,28.4,,36.83,,4.15,,7.77,,1.1,,2.2,
gtmfmnut,9/27/2016 10:22:00 AM,1,2,,0.016,,0.041,,0.039,,0.002,<-4> [SBL],0.005,,0.007,,0.046,,0.537,,0.53,,0.491,,3.5,,4.1,,0.8,,9,,2,<1> [SBL] (CHB),,<-1>,28.4,,36.83,,4.15,,7.77,,1.1,,2.2,
gtmpcnut,9/27/2016 9:33:00 AM,1,1,,0.03,,0.082,,0.015,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.019,,0.544,,0.54,,0.525,,12,,14,,2.5,,15,,40,<1> (CHB),30.6,<1> (CHB),28.3,,30.29,,4.15,,7.47,,0.8,,5.8,
gtmpcnut,9/27/2016 9:36:00 AM,1,2,,0.029,,0.078,,0.008,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.012,,0.574,,0.57,,0.562,,13,,14,,0.76,,16,,38,<1> (CHB),,<-1>,28.3,,30.29,,4.15,,7.47,,0.8,,5.8,
gtmpcnut,9/26/2016 8:30:00 AM,2,1,,0.028,<1> (CHB),0.076,,0.018,,0.002,<1> [SBL] (CHB),0.002,<1> [SCB] (CHB),0.004,<-4> [SBL],0.022,,0.614,,0.61,,0.592,,11,<1> (CHB),14,<1> (CHB),3.6,<1> (CHB),13,,,<-2> [GDM],,<-1>,29.02,,30.47,,3.95,,7.56,,,<-1>,5.9,
gtmpcnut,9/26/2016 11:00:00 AM,2,1,,0.041,,0.1,,0.006,,0.002,<1> [SBL] (CHB),0.002,<1> [SCB] (CHB),0.004,<-4> [SBL],0.01,,0.724,,0.72,,0.714,,16,,19,,4.3,,9,,60,<1> (CHB),,<-1>,29.48,,25.21,,4.28,,7.43,,,<-1>,7.8,
gtmpcnut,9/26/2016 1:30:00 PM,2,1,,0.047,,0.13,,0.005,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.009,,0.914,,0.91,,0.905,,14,,17,,3,,8,,56,<1> (CHB),,<-1>,29.58,,23.3,,4.26,,7.38,,,<-1>,8.5,
gtmpcnut,9/26/2016 4:00:00 PM,2,1,,0.04,,0.09,,0.005,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,,0.009,,0.744,,0.74,,0.735,,18,,21,,3.9,,4,,40,<1> (CHB),,<-1>,30.52,,22.86,,5.39,,7.5,,,<-1>,8.4,
gtmpcnut,9/26/2016 6:30:00 PM,2,1,,0.028,,0.089,,0.005,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.009,,0.684,,0.68,,0.675,,9.1,,11,,2.9,,26,,13,<1> (CHB),,<-1>,30.44,,28.39,,5.81,,7.63,,,<-1>,7.2,
gtmpcnut,9/26/2016 9:00:00 PM,2,1,,0.019,,0.079,,0.004,,0.002,<-4> [SBL],0.002,,0.004,,0.008,,0.634,,0.63,,0.626,,9.7,<1> (CSM),12,,3.6,<1> (CSM),20,,3,<1> (CHB),,<-1>,30.1,,32.42,,5.8,,7.83,,,<-1>,5.4,
gtmpcnut,9/26/2016 11:30:00 PM,2,1,,0.03,,0.079,,0.005,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.009,,0.624,,0.62,,0.615,,2.4,<1> (CSM),14,,18,<1> (CSM),13,,40,<1> (CHB),,<-1>,29.83,,27.67,,5.17,,7.57,,,<-1>,7,
gtmpcnut,9/27/2016 2:00:00 AM,2,1,,0.042,,0.095,,0.005,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.009,,0.664,,0.66,,0.655,,7.5,<1> (CSM),9,,2.1,<1> (CSM),6,,66,<1> (CHB),,<-1>,29.29,,22.06,,4.54,,7.36,,,<-1>,8.2,
gtmpcnut,9/27/2016 4:30:00 AM,2,1,,0.043,,0.092,,0.005,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.009,,0.654,,0.65,,0.645,,4.4,<1> (CSM),13,,14,<1> (CSM),6,,87,<1> (CSM),,<-1>,29.03,,22.89,,4.22,,7.33,,,<-1>,8.4,
gtmpcnut,9/27/2016 7:00:00 AM,2,1,,0.034,,0.076,,0.021,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.025,,0.504,,0.5,,0.479,,15,<1> (CSM),19,,5.3,<1> (CSM),20,,66,<1> (CHB),,<-1>,28.25,,29.22,,3.65,,7.4,,,<-1>,7,
gtmpcnut,9/27/2016 9:30:00 AM,2,1,,0.031,,0.09,,0.017,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.021,,0.764,,0.76,,0.743,,7.1,<1> (CSM),15,,12,<1> (CSM),19,<1> (CSM),25,<1> (CHB),,<-1>,28.2,,30.71,,3.81,,7.52,,,<-1>,6.1,
gtmpinut,10/25/2016 7:56:00 AM,1,1,,0.032,,0.048,,0.085,,0.009,,0.009,,0.018,,0.103,,0.648,,0.63,,0.545,,1.9,,2.2,,0.55,<-4> [SBL],6,,3,<1> (CHB),,<-1>,22,,23.52,,5.23,,7.16,,0.7,,10,
gtmpinut,10/25/2016 7:59:00 AM,1,2,,0.027,,0.046,,0.081,,0.009,,0.009,,0.018,,0.099,,0.618,,0.6,,0.519,,2.9,,3.6,,1,,6,,2,<1> (CHB),,<-1>,22,,23.52,,5.23,,7.16,,0.7,,10,
gtmssnut,10/25/2016 9:08:00 AM,1,1,{CSM},0.021,,0.039,,0.039,,0.004,,0.029,,0.033,,0.072,,0.353,,0.32,,0.281,,4.3,,5.4,,1.5,,10,,46,<1> (CHB),,<-1>,22.3,,31.67,,5.99,,7.68,,0.8,,5.2,
gtmssnut,10/25/2016 9:09:00 AM,1,2,{CSM},0.019,,0.037,,0.035,,0.004,,0.025,,0.029,,0.064,,0.389,,0.36,,0.325,,4.4,,5.2,,1,,12,,43,<1> (CHB),,<-1>,22.3,,31.67,,5.99,,7.68,,0.8,,5,
gtmfmnut,10/25/2016 10:02:00 AM,1,1,,0.013,,0.029,,0.022,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,,0.026,,0.304,,0.3,,0.278,,2.3,,2.7,,0.5,,6,,7,<1> (CHB),,<-1>,22,,33.44,,5.85,,7.8,,1.3,,3.7,
gtmfmnut,10/25/2016 10:04:00 AM,1,2,,0.013,,0.027,,0.021,,0.002,<-4> [SBL],0.003,,0.005,,0.026,,0.305,,0.3,,0.279,,1.8,,2.4,,0.81,,6,,7,<1> (CHB),,<-1>,22,,33.44,,5.85,,7.8,,1.3,,3.6,
gtmpcnut,10/25/2016 10:32:00 AM,1,1,,0.058,,0.095,,0.087,,0.009,,0.004,<-4> [SCB],0.013,,0.1,,1.213,,1.2,,1.113,,5.2,,5.9,,0.81,,8,,30,<1> (CHB),41.3,<1> (CHB),20.4,,12.95,,4.66,,7.17,,0.6,,32,
gtmpcnut,10/25/2016 10:35:00 AM,1,2,,0.058,,0.11,,0.084,,0.009,,0.003,<-4> [SCB],0.012,,0.096,,1.212,,1.2,,1.116,,5.4,,6.3,,1,,9,,34,<1> (CHB),,<-1>,20.4,,12.95,,4.53,,7.17,,0.6,,35,
gtmpcnut,10/24/2016 9:30:00 AM,2,1,,0.047,<1> (CHB),0.09,,0.075,,0.008,<1> (CSM),0.005,<1> (CSM),0.013,,0.088,,1.013,,1,,0.925,,5.4,<1> (CHB),6.9,<1> (CHB),2.1,<1> (CHB),11,,,<-2> [GDM],,<-1>,20.86,,21.21,,3.78,,7.31,,,<-1>,31,
gtmpcnut,10/24/2016 12:00:00 PM,2,1,,0.066,,0.11,,0.076,,0.011,<1> (CSM),0.001,<1> (CSM),0.012,,0.088,,1.412,,1.4,,1.324,,4.9,,5.8,,1.3,,8,,2,<1> [SBL] (CHB),,<-1>,20.82,,14.04,,3.24,,7.08,,,<-1>,41,
gtmpcnut,10/24/2016 2:30:00 PM,2,1,,0.07,,0.12,,0.078,,0.012,,-0.002,<-3> [SNV],0.01,,0.088,,1.41,,1.4,,1.322,,5.5,,6.7,,1.6,,7,,21,<1> (CHB),,<-1>,21.19,,8.87,,2.85,,6.96,,,<-1>,43,
gtmpcnut,10/24/2016 5:00:00 PM,2,1,,0.049,,0.1,,0.077,,0.008,,0.007,,0.015,,0.092,,1.215,,1.2,,1.123,,6.9,,8.7,,2.6,,20,,25,<1> (CHB),,<-1>,22.43,,16.78,,3.97,,7.19,,,<-1>,29,
gtmpcnut,10/24/2016 7:30:00 PM,2,1,,0.027,,0.081,,0.03,,0.005,,0.01,,0.015,,0.045,,0.905,,0.89,,0.86,,10,<1> (CSM),13,<1> (CSM),3.3,<1> (CSM),16,,8,<1> (CHB),,<-1>,23.51,,24.47,,5.42,,7.59,,,<-1>,18,
gtmpcnut,10/24/2016 10:00:00 PM,2,1,,0.04,,0.085,,0.058,,0.007,,0.005,,0.012,,0.07,,1.012,,1,,0.942,,5.8,,7.4,,2.3,,18,,31,<1> (CHB),,<-1>,23.11,,20.86,,4.68,,7.43,,,<-1>,24,
gtmpcnut,10/25/2016 12:30:00 AM,2,1,,0.062,,0.1,,0.081,,0.01,,0,<-4> [SCB],0.01,,0.091,,1.41,,1.4,,1.319,,2.3,,2.7,,0.68,,9,,29,<1> (CSM),,<-1>,21.61,,11.69,,3.4,,7.07,,,<-1>,36,
gtmpcnut,10/25/2016 3:00:00 AM,2,1,,0.068,,0.11,,0.085,,0.011,,0,<-4> [SCB],0.011,,0.096,,1.511,,1.5,,1.415,,2.4,,3,,0.81,,5,,66,<1> (CHB),,<-1>,21.44,,10.09,,2.48,,7,,,<-1>,39,
gtmpcnut,10/25/2016 5:30:00 AM,2,1,,0.055,,0.097,,0.079,,0.008,,0.005,,0.013,,0.092,,1.313,,1.3,,1.221,,3.4,,4.1,,1,,8,,39,<1> (CHB),,<-1>,21.41,,15.16,,3.48,,7.13,,,<-1>,30,
gtmpcnut,10/25/2016 8:00:00 AM,2,1,,0.033,,0.08,,0.056,,0.004,,0.008,,0.012,,0.068,,0.962,,0.95,,0.894,,4.2,,5.3,,1.5,,12,,18,<1> (CHB),,<-1>,20.78,,24.93,,4.54,,7.55,,,<-1>,17,
gtmpcnut,10/25/2016 10:30:00 AM,2,1,,0.056,,0.096,,0.077,,0.009,,0.002,<-4> [SCB],0.011,,0.088,,1.211,,1.2,,1.123,,4.2,,4.9,,0.87,,7,,31,<1> (CHB),,<-1>,20.65,,21.04,,3.86,,7.34,,,<-1>,31,
gtmpinut,11/14/2016 10:20:00 AM,1,1,,0.014,,0.036,,0.02,,0.002,,0.004,<-4> [SCB],0.006,,0.026,,0.536,,0.53,<-3> (CSM),0.51,,4,,4.7,,0.9,,8,,14,<1> (CHB),,<-1>,20.6,,31.5,,6.43,,7.61,,1.15,,4.1,
gtmpinut,11/14/2016 10:24:00 AM,1,2,,0.014,,0.032,,0.016,,0.002,,0.006,,0.008,,0.024,,0.508,,0.5,<-3> (CSM),0.484,,4.1,,4.8,,0.95,,8,,8,<1> (CHB),,<-1>,20.6,,31.5,,6.43,,7.61,,1.15,,4.2,
gtmssnut,11/14/2016 11:40:00 AM,1,1,,0.014,,0.035,,0.016,,0.002,<-4> [SBL],0.007,,0.009,,0.025,,0.569,,0.56,<-3> (CSM),0.544,,2.7,<1> (CSM),3.3,<1> (CSM),1.1,,9,,28,<1> (CHB),,<-1>,20.7,,32.96,,7.2,,7.63,,0.9,,3.1,
gtmssnut,11/14/2016 11:42:00 AM,1,2,,0.014,,0.033,,0.017,,0.002,<-4> [SBL],0.009,,0.011,,0.028,,0.511,,0.5,<-3> (CSM),0.483,,3.1,,3.9,,1.1,,9,,30,<1> (CHB),,<-1>,20.7,,32.96,,7.2,,7.63,,0.9,,3.2,
gtmfmnut,11/14/2016 12:41:00 PM,1,1,,0.016,,0.036,,0.022,,0.002,<-4> [SBL],0.008,,0.01,,0.032,,0.52,,0.51,,0.488,,2.4,,3,,0.76,,8,,2,<1> [SBL] (CHB),,<-1>,20.6,,33.33,,6.48,,7.72,,1.2,,3.4,
gtmfmnut,11/14/2016 12:43:00 PM,1,2,,0.016,,0.041,,0.022,,0.002,<-4> [SBL],0.009,,0.011,,0.033,,0.571,,0.56,,0.538,,2.4,,2.9,,0.72,,8,,3,<1> (CHB),,<-1>,20.6,,33.33,,6.48,,7.72,,1.2,,3.4,
gtmpcnut,11/14/2016 11:21:00 AM,1,1,{CSM},0.016,,0.046,<1> (CSM),0.016,,0.002,<-4> [SBL],0.005,,0.007,,0.023,,0.717,,0.71,,0.694,,5.2,,6.4,,1.8,,14,,25,<1> (CHB),122.3,<1> (CSM),20.1,,30.04,,5.91,,7.55,,1,,5.9,
gtmpcnut,11/14/2016 11:25:00 AM,1,2,{CSM},0.016,,0.049,<1> (CUS),0.019,,0.002,<-4> [SBL],0.005,,0.007,,0.026,,0.607,,0.6,<1> (CUS),0.581,,4.5,,5.7,,1.8,,14,,18,<1> (CHB),,<-1>,20.1,,30.04,,5.91,,7.55,,1,,5.8,
gtmpcnut,11/13/2016 9:30:00 AM,2,1,,0.013,<1> (CHB),0.15,,0.014,,0.002,<1> [SBL] (CHB),0.002,<1> [SCB] (CHB),0.004,<-4> [SBL],0.018,,1.404,,1.4,,1.386,,5.5,<1> (CHB),7.4,<1> (CHB),2.9,<1> (CHB),4,,,<-2> [GDM],,<-1>,,<-2> [GDM],32,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-1>,5.8,
gtmpcnut,11/13/2016 12:00:00 PM,2,1,,0.014,,0.037,,0.011,,0.002,<1> [SBL] (CHB),0.003,<1> [SCB] (CHB),0.005,,0.016,,0.555,,0.55,,0.539,,7.2,,8.5,,1.8,,10,,13,<1> (CHB),,<-1>,,<-2> [GDM],32,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-1>,5.9,
gtmpcnut,11/13/2016 2:30:00 PM,2,1,,0.019,,0.051,,0.006,,0.002,<-4> [SBL],0.004,,0.006,,0.012,,0.776,,0.77,,0.764,,6.5,,8.2,,2.4,,26,,42,<1> (CHB),,<-1>,,<-2> [GDM],29,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-1>,8.6,
gtmpcnut,11/13/2016 5:00:00 PM,2,1,,0.023,,0.055,,0.015,,0.002,,0.01,,0.012,,0.027,,0.762,,0.75,,0.735,,3.8,,5.1,,1.9,,20,,160,<1> (CHB),,<-1>,,<-2> [GDM],20.1,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-1>,13,
gtmpcnut,11/13/2016 7:30:00 PM,2,1,,0.022,,0.085,,0.016,,0.002,<-4> [SBL],0.013,,0.015,,0.031,,0.795,,0.78,,0.764,,4.4,,6,,2.5,,29,,100,<1> (CHB),,<-1>,,<-2> [GDM],25,<-2> [GDM],,<-2> [GDM],,<-2> [GDM],,<-1>,10,
