Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,TN,F_TN,TKN,F_TKN,TON,F_TON,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,TSS,F_TSS,FECCOL_CFU,F_FECCOL_CFU,ECOLI_MPN,F_ECOLI_MPN,WTEM_N,F_WTEM_N,SALT_N,F_SALT_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI,DOC,F_DOC
gtmpcnut,3/8/2016 8:00:00 AM,2,1,,0.033,,0.072,,0.013,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.017,,0.514,,0.51,,0.497,,4.3,,5.1,,1,,7,,370,<1> (CHB),,<-1>,17.89,,17.94,,6.44,,7.36,,,<-1>,,<-1>
gtmpcnut,3/8/2016 10:30:00 AM,2,1,,0.025,,0.068,,0.015,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.019,,0.584,,0.58,,0.565,,3.8,,4.7,,1.2,,24,,200,<1> (CHB),,<-1>,18.51,,26.17,,6.31,,7.63,,,<-1>,,<-1>
gtmpinut,4/4/2016 8:32:00 AM,1,1,,0.019,,0.051,,0.039,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.043,,0.594,,0.59,,0.551,,7.1,,9.2,,3,,24,,3,<1> (CHB),,<-1>,22.3,,30.57,,5.59,,7.42,,0.8,,,<-1>
gtmpinut,4/4/2016 8:35:00 AM,1,2,,0.019,,0.056,,0.043,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.047,,0.724,,0.72,,0.677,,6.9,,8.8,,2.7,,22,,3,<1> (CHB),,<-1>,22.3,,30.57,,5.59,,7.42,,0.8,,,<-1>
gtmssnut,4/4/2016 9:40:00 AM,1,1,,0.023,,0.056,<1> (CSM),0.16,,0.011,,0.02,,0.031,,0.191,,0.631,,0.6,,0.44,,3.7,,5.5,,2.8,,24,<1> (CSM),18,<1> (CHB),,<-1>,21.2,,33.43,,5.52,,7.77,,0.9,,,<-1>
gtmssnut,4/4/2016 9:42:00 AM,1,2,,0.026,,0.063,,0.14,<1> (CUS),0.002,<-4> [SBL],0.028,<1> (CUS),0.03,<1> (CUS),0.17,,0.69,,0.66,,0.52,,2.6,,3.7,,1.7,,24,,16,<1> (CHB),,<-1>,21.2,,33.43,,5.52,,7.77,,0.9,,,<-1>
gtmfmnut,4/4/2016 10:40:00 AM,1,1,,0.014,,0.043,,0.054,<1> [SRD],0.002,<-4> [SBL],0.007,,0.009,,0.063,,0.369,,0.36,,0.306,,4.1,,5.2,,1.7,,24,,2,<1> (CHB),,<-1>,21,,34.27,,5.34,,7.86,,1,,,<-1>
gtmfmnut,4/4/2016 10:43:00 AM,1,2,,0.018,,0.051,,0.096,<1> [SRD],0.005,,0.013,,0.018,,0.114,,0.618,,0.6,,0.504,,4,,5.3,,2,,23,,11,<1> (CHB),,<-1>,21,,34.27,,5.34,,7.86,,1,,,<-1>
gtmpcnut,4/4/2016 10:08:00 AM,1,1,,0.039,,0.098,,0.018,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.022,,0.844,,0.84,,0.822,,12,,14,,2.1,,12,<1> (CSM),18,<1> (CHB),107.8,<1> (CHB),21.4,,18.93,,5.51,,7.23,,0.9,,,<-1>
gtmpcnut,4/4/2016 10:12:00 AM,1,2,,0.039,,0.086,,0.009,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.013,,0.674,,0.67,,0.661,,13,,15,,1.9,,11,<1> (CSM),28,<1> (CHB),,<-1>,21.4,,18.93,,5.51,,7.23,,0.9,,,<-1>
gtmpcnut,4/3/2016 8:30:00 AM,2,1,,0.035,<1> (CHB),0.089,,0.042,,0.002,<1> [SBL] (CHB),0.002,<1> [SCB] (CHB),0.004,<-4> [SBL],0.046,,0.664,,0.66,,0.618,,11,<1> (CHB),14,<1> (CHB),4.2,<1> (CHB),17,,,<-2> [GDM],,<-1>,22.06,,21.05,,4.24,,7.36,,0.9,,,<-1>
gtmpcnut,4/3/2016 11:00:00 AM,2,1,,0.038,,0.11,,0.037,,0.002,<1> [SBL] (CHB),0.07,<1> (CHB),0.072,,0.109,,0.942,,0.87,,0.833,,16,<1> (CHB),19,<1> (CHB),3.9,<1> (CHB),21,,38,<1> (CHB),,<-1>,22.8,,19.83,,3.72,,7.49,,0.9,,,<-1>
gtmpcnut,4/3/2016 1:30:00 PM,2,1,,0.04,,0.1,,0.018,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.022,,0.804,,0.8,,0.782,,14,,17,,3.5,,12,,26,<1> (CHB),,<-1>,23.45,,18.63,,4.4,,7.53,,0.9,,,<-1>
gtmpcnut,4/3/2016 4:00:00 PM,2,1,,0.046,,0.11,,0.008,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.012,,0.834,,0.83,,0.822,,23,,27,,5.7,,16,,30,<1> (CHB),,<-1>,25.07,,15.3,,5.02,,7.48,,0.9,,,<-1>
gtmpcnut,4/3/2016 6:30:00 PM,2,1,,0.039,,0.1,,0.025,,0.002,<-4> [SBL],0.018,,0.02,,0.045,,0.83,,0.81,,0.785,,18,,21,,3.6,,22,,18,<1> (CHB),,<-1>,24.76,,16.82,,7.69,,7.86,,0.9,,,<-1>
gtmpcnut,4/3/2016 9:00:00 PM,2,1,,0.032,,0.076,,0.009,,0.002,<-4> [SBL],0.006,<-4> [SCB],0.008,<-4> [SBL],0.017,,0.638,,0.63,,0.621,,14,,17,,3.7,,25,,16,<1> (CHB),,<-1>,24.26,,19.2,,6.98,,7.82,,0.9,,,<-1>
gtmpcnut,4/3/2016 11:30:00 PM,2,1,,0.042,,0.087,,0.007,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.011,,0.704,,0.7,,0.693,,8.7,<1> (CSM),10,<1> (CSM),2.4,<1> (CSM),13,,20,<1> (CHB),,<-1>,24.37,,17.59,,5.69,,7.63,,0.9,,,<-1>
gtmpcnut,4/4/2016 2:00:00 AM,2,1,,0.046,,0.086,,0.013,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.017,,0.704,,0.7,,0.687,,8.4,,9.9,,2,,8,,58,<1> (CHB),,<-1>,24.39,,17.42,,4.88,,7.53,,0.9,,,<-1>
gtmpcnut,4/4/2016 4:30:00 AM,2,1,,0.051,,0.1,,0.011,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.015,,0.634,,0.63,,0.619,,7.6,,9.1,,2.2,,8,,74,<1> (CHB),,<-1>,23.56,,12.85,,5.23,,7.48,,0.9,,,<-1>
gtmpcnut,4/4/2016 7:00:00 AM,2,1,,0.039,,0.088,,0.007,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.011,,0.714,,0.71,,0.703,,13,,15,,2.3,,18,,34,<1> (CHB),,<-1>,22.49,,18.52,,5.29,,7.63,,0.9,,,<-1>
gtmpcnut,4/4/2016 9:30:00 AM,2,1,,0.032,,0.094,,0.012,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.016,,0.504,,0.5,,0.488,,18,,20,,2.4,,18,,31,<1> (CHB),,<-1>,20.74,,21.83,,5.39,,7.71,,0.9,,,<-1>
gtmpinut,5/3/2016 9:00:00 AM,1,1,,0.017,,0.067,,0.014,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.018,,0.474,,0.47,,0.456,,1.7,,8.6,,11,,26,,2,<1> (CHB),,<-1>,26.7,,34.32,,4.68,,7.35,,0.9,,,<-1>
gtmpinut,5/3/2016 9:03:00 AM,1,2,,0.018,,0.069,,0.013,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.017,,0.544,,0.54,,0.527,,5.5,,6.6,,1.6,,24,,2,<1> (CHB),,<-1>,26.7,,34.32,,4.68,,7.35,,0.9,,,<-1>
gtmssnut,5/3/2016 10:11:00 AM,1,1,,0.021,,0.072,,0.045,,0.003,,0.015,,0.018,,0.063,,0.318,,0.3,,0.255,,5.9,,7.8,,2.7,,31,,31,<1> (CHB),,<-1>,26.4,,34.22,,4.73,,7.35,,1,,,<-1>
gtmssnut,5/3/2016 10:14:00 AM,1,2,,0.023,,0.077,,0.05,,0.004,,0.017,,0.021,,0.071,,0.251,,0.23,,0.18,,5.6,,7.4,,2.6,,33,,36,<1> (CHB),,<-1>,26.4,,34.22,,4.73,,7.35,,1,,,<-1>
gtmfmnut,5/3/2016 11:16:00 AM,1,1,,0.011,,0.046,,0.007,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.011,,0.224,,0.22,,0.213,,5.2,,5.8,,0.69,,16,,2,<1> (CHB),,<-1>,25.8,,35.15,,5.54,,7.54,,1.1,,,<-1>
gtmfmnut,5/3/2016 11:17:00 AM,1,2,,0.011,,0.05,,0.005,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.009,,0.394,,0.39,,0.385,,5.1,,5.7,,0.67,,16,<1> (CSM),2,<1> [SBL] (CHB),,<-1>,25.8,,35.15,,5.54,,7.54,,1.1,,,<-1>
gtmpcnut,5/3/2016 10:05:00 AM,1,1,,0.036,,0.1,,0.029,,0.002,<-4> [SBL],0.004,,0.006,,0.035,,0.846,,0.84,,0.811,,13,<1> (CSM),14,<1> (CSM),1.8,,20,,21,<1> (CHB),10,<1> (CHB),27.5,,26.32,,3.87,,7.31,,0.7,,,<-1>
gtmpcnut,5/3/2016 10:07:00 AM,1,2,,0.036,,0.1,,0.024,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,,0.028,,0.814,,0.81,,0.786,,12,,13,,2.4,,22,,36,<1> (CHB),,<-1>,27.5,,26.32,,3.87,,7.31,,0.7,,,<-1>
gtmpcnut,5/2/2016 8:30:00 AM,2,1,,0.026,<1> (CHB),0.087,,0.01,,0.002,<1> [SBL] (CHB),0.002,<1> [SCB] (CHB),0.004,<-4> [SBL],0.014,,0.604,,0.6,,0.59,,9.4,<1> (CHB),12,<1> (CHB),3.1,<1> (CHB),6,,,<-2> [GDM],,<-1>,27.2,,27.19,,2.05,,7.5,,,<-1>,,<-1>
gtmpcnut,5/2/2016 11:00:00 AM,2,1,,0.037,,0.11,,0.007,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.011,,0.624,,0.62,,0.613,,11,,13,,3.2,,16,,31,<1> (CHB),,<-1>,28.12,,22.07,,3.54,,7.36,,,<-1>,,<-1>
gtmpcnut,5/2/2016 1:30:00 PM,2,1,,0.038,,0.11,,0.004,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.008,,0.614,,0.61,,0.606,,12,,14,,3.5,,19,,56,<1> (CHB),,<-1>,28.15,,21.47,,2.42,,7.22,,,<-1>,,<-1>
gtmpcnut,5/2/2016 4:00:00 PM,2,1,,0.036,,0.12,,0.004,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.008,,0.734,,0.73,,0.726,,12,,14,,2.7,,28,,21,<1> (CHB),,<-1>,30.32,,20.05,,5.45,,7.42,,,<-1>,,<-1>
gtmpcnut,5/2/2016 6:30:00 PM,2,1,,0.029,,0.11,,0.012,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.016,,0.744,,0.74,,0.728,,11,,14,,3.8,,36,,13,<1> (CHB),,<-1>,30.46,,25.91,,5.35,,7.51,,,<-1>,,<-1>
gtmpcnut,5/2/2016 9:00:00 PM,2,1,,0.032,,0.098,,0.004,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.008,,0.834,,0.83,,0.826,,10,,12,,3.3,,24,,10,<1> (CHB),,<-1>,29.69,,25.68,,4.39,,7.61,,,<-1>,,<-1>
gtmpcnut,5/2/2016 11:30:00 PM,2,1,,0.038,,0.095,,0.009,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.013,,0.624,,0.62,,0.611,,9.1,,11,,3.5,,17,,60,<1> (CHB),,<-1>,29.24,,20.98,,4.01,,7.38,,,<-1>,,<-1>
gtmpcnut,5/3/2016 2:00:00 AM,2,1,,0.04,,0.093,,0.005,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.009,,0.584,,0.58,,0.575,,7.9,,9.3,,1.9,,10,,76,<1> (CHB),,<-1>,29.28,,20.31,,3.32,,7.27,,,<-1>,,<-1>
gtmpcnut,5/3/2016 4:30:00 AM,2,1,,0.042,,0.1,,0.006,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.01,,0.674,,0.67,,0.664,,10,,11,,1.6,,12,,55,<1> (CSM),,<-1>,28.36,,20.57,,3.34,,7.24,,,<-1>,,<-1>
gtmpcnut,5/3/2016 7:00:00 AM,2,1,,0.038,,0.11,,0.02,,0.002,<-4> [SBL],0.003,<-4> [SCB],0.005,,0.025,,0.735,,0.73,,0.71,,11,,13,,2.5,,20,,34,<1> (CHB),,<-1>,27.54,,24.96,,3.09,,7.29,,,<-1>,,<-1>
gtmpcnut,5/3/2016 9:30:00 AM,2,1,,0.035,,0.1,,0.013,,0.002,<-4> [SBL],0.003,<-4> [SCB],0.005,,0.018,,0.585,,0.58,,0.567,,14,,15,,2.2,,23,,30,<1> (CHB),,<-1>,27.56,,25.38,,2.61,,7.53,,,<-1>,,<-1>
gtmpinut,6/15/2016 8:15:00 AM,1,1,,0.019,,0.062,,0.008,,0.002,<-4> [SBL],0.008,,0.01,,0.018,,0.57,,0.56,,0.552,,12,,14,,2.3,,15,,2,<1> (CHB),,<-1>,30.4,,32.25,,4.66,,7.32,,0.7,,,<-1>
gtmpinut,6/15/2016 8:17:00 AM,1,2,,0.02,,0.072,,0.006,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.01,,0.624,,0.62,,0.614,,11,,13,,3.1,,15,,2,<1> [SBL] (CHB),,<-1>,30.4,,32.25,,4.66,,7.32,,0.7,,,<-1>
gtmssnut,6/15/2016 9:43:00 AM,1,1,,0.032,,0.086,,0.084,,0.005,,0.024,,0.029,,0.113,,0.559,,0.53,,0.446,,4.6,,6.4,,2.7,,28,,10,<1> (CHB),,<-1>,29.5,,34.14,,4.41,,7.58,,0.6,,,<-1>
gtmssnut,6/15/2016 9:47:00 AM,1,2,,0.033,,0.088,,0.083,,0.005,,0.023,,0.028,,0.111,,0.648,,0.62,,0.537,,4.8,,6.9,,3.3,,28,,18,<1> (CHB),,<-1>,29.5,,34.14,,4.41,,7.58,,0.6,,,<-1>
gtmfmnut,6/15/2016 10:50:00 AM,1,1,,0.018,,0.055,<1> (CSM),0.056,,0.002,,0.008,,0.01,,0.066,,0.49,,0.48,,0.424,,4.1,,5.1,,1.4,,16,,8,<1> (CHB),,<-1>,29,,34.27,,3.99,,7.65,,1,,,<-1>
gtmfmnut,6/15/2016 10:55:00 AM,1,2,,0.019,,0.059,,0.055,,0.002,,0.009,,0.011,,0.066,,0.461,,0.45,,0.395,,4.4,,5.5,,1.5,,15,,5,<1> (CHB),,<-1>,29,,34.27,,3.99,,7.65,,1,,,<-1>
gtmpcnut,6/15/2016 9:40:00 AM,1,1,,0.095,,0.15,,0.022,,0.008,,-0.004,<-3> [SNV],0.004,<1> (CHB),0.026,,1.204,,1.2,,1.178,,15,,17,,1.5,,11,,50,<1> (CHB),413.5,<1> (CHB),30.6,,18.47,,2.26,,7.21,,0.59,,,<-1>
gtmpcnut,6/15/2016 9:44:00 AM,1,2,,0.096,,0.16,,0.012,,0.008,,-0.004,<-3> [SNV],0.004,<-4> [SBL],0.016,,1.204,,1.2,,1.188,,20,<1> (CSM),22,<1> (CSM),1.7,<1> (CSM),10,,78,<1> (CHB),,<-1>,30.6,,18.47,,2.26,,7.21,,0.59,,,<-1>
gtmpcnut,6/14/2016 8:30:00 AM,2,1,,0.064,<1> (CHB),0.14,,0.014,,0.005,<1> (CHB),-0.001,<-3> [SNV],0.004,<-4> [SBL],0.018,,1.004,,1,,0.986,,7.5,<1> (CHB),9.7,<1> (CHB),3.2,<1> (CHB),19,<1> (CSM),,<-2> [GDM],,<-1>,31.54,,18.13,,3.15,,7.31,,,<-1>,,<-1>
gtmpcnut,6/14/2016 11:00:00 AM,2,1,,0.079,,0.16,,0.009,,0.007,,-0.003,<-3> [SNV],0.004,<-4> [SBL],0.013,,1.204,,1.2,,1.191,,7.9,<1> (CHB),10,<1> (CHB),3.5,<1> (CHB),21,,25,<1> (CHB),,<-1>,31.75,,16.69,,2.43,,7.16,,,<-1>,,<-1>
gtmpcnut,6/14/2016 1:30:00 PM,2,1,,0.098,,0.15,,0.01,,0.01,<1> (CSM),-0.006,<-3> [SNV],0.004,<-4> [SBL],0.014,,1.204,,1.2,,1.19,,7.4,,9,,2.2,,10,,42,<1> (CHB),,<-1>,31.94,,10.28,,2.9,,7,,,<-1>,,<-1>
gtmpcnut,6/14/2016 4:00:00 PM,2,1,,0.08,,0.16,,0.009,,0.007,,-0.003,<-3> [SNV],0.004,<-4> [SBL],0.013,,1.204,,1.2,,1.191,,24,,26,,2.5,,18,,21,<1> (CHB),,<-1>,33.06,,13.07,,4.36,,7.19,,,<-1>,,<-1>
gtmpcnut,6/14/2016 6:30:00 PM,2,1,,0.052,,0.13,,0.007,,0.003,,0.001,<-4> [SCB],0.004,<-4> [SBL],0.011,,1.004,,1,,0.993,,18,,21,,3.6,,31,,3,<1> (CHB),,<-1>,33.02,,20.08,,5.64,,7.6,,,<-1>,,<-1>
gtmpcnut,6/14/2016 9:00:00 PM,2,1,,0.051,,0.12,,0.008,,0.002,,0.002,<-4> [SCB],0.004,<-4> [SBL],0.012,,0.964,,0.96,,0.952,,14,<1> (CSM),18,<1> (CSM),4.8,<1> (CSM),36,,10,<1> (CHB),,<-1>,32.86,,21.86,,5.02,,7.61,,,<-1>,,<-1>
gtmpcnut,6/14/2016 11:30:00 PM,2,1,,0.088,,0.15,,0.016,,0.008,,-0.004,<-3> [SNV],0.004,<-4> [SBL],0.02,,1.104,,1.1,,1.084,,6,,7.4,,2,,21,,44,<1> (CHB),,<-1>,31.9,,10.78,,3.84,,7.08,,,<-1>,,<-1>
gtmpcnut,6/15/2016 2:00:00 AM,2,1,,0.094,,0.16,,0.014,,0.009,,-0.005,<-3> [SNV],0.004,<-4> [SBL],0.018,,1.204,,1.2,,1.186,,4.7,,5.8,,1.5,,10,,94,<1> (CHB),,<-1>,31.75,,9.86,,2.5,,6.95,,,<-1>,,<-1>
gtmpcnut,6/15/2016 4:30:00 AM,2,1,,0.092,,0.15,,0.032,,0.008,,-0.004,<-3> [SNV],0.004,<-4> [SBL],0.036,,1.204,,1.2,,1.168,,9.4,,11,,1.8,,11,,50,<1> (CHB),,<-1>,30.86,,10.49,,3.45,,7.01,,,<-1>,,<-1>
gtmpcnut,6/15/2016 7:00:00 AM,2,1,,0.071,,0.12,,0.039,,0.005,,0.003,<-4> [SCB],0.008,,0.047,,0.988,,0.98,,0.941,,8.2,,9.7,,2.1,,19,,80,<1> (CHB),,<-1>,30.43,,19.41,,2.61,,7.19,,,<-1>,,<-1>
gtmpcnut,6/15/2016 9:30:00 AM,2,1,,0.082,,0.14,,0.04,,0.007,,-0.003,<-3> [SNV],0.004,<-4> [SBL],0.044,,1.104,,1.1,,1.06,,13,,15,,2.2,,18,,46,<1> (CHB),,<-1>,30.66,,18.82,,1.99,,7.14,,,<-1>,,<-1>
gtmpinut,7/14/2016 8:05:00 AM,1,1,,0.032,,0.1,,0.013,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.017,,0.814,,0.81,,0.797,,15,,18,,4.8,,41,,3,<1> (CHB),,<-1>,31.4,,33.3,,4.08,,7.07,,0.6,,5.7,
gtmpinut,7/14/2016 8:09:00 AM,1,2,,0.031,,0.1,,0.013,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.017,,1.104,,1.1,,1.087,,12,,15,,4.1,,38,,2,<1> [SBL] (CHB),,<-1>,31.4,,33.3,,4.08,,7.07,,0.6,,5.4,
gtmssnut,7/14/2016 9:22:00 AM,1,1,,0.037,,0.086,,0.041,,0.002,,0.015,,0.017,,0.058,,0.527,,0.51,,0.469,,10,,13,,2.8,,31,,30,<1> (CHB),,<-1>,31.4,,35.95,,4.32,,7.46,,0.7,,3.4,
gtmssnut,7/14/2016 9:25:00 AM,1,2,,0.037,,0.082,,0.041,,0.002,,0.015,,0.017,,0.058,,0.507,,0.49,,0.449,,11,,13,,2.9,,32,,28,<1> (CHB),,<-1>,31.4,,35.95,,4.32,,7.46,,0.7,,3.5,
gtmfmnut,7/14/2016 10:24:00 AM,1,1,,0.021,,0.061,,0.025,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.029,,0.364,,0.36,,0.335,,6.7,,7.6,,1.1,,22,,2,<1> [SBL] (CHB),,<-1>,30.7,,37.21,,4.07,,7.64,,0.9,,2.1,
gtmfmnut,7/14/2016 10:28:00 AM,1,2,,0.021,,0.053,,0.025,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.029,,0.404,,0.4,,0.375,,5.9,,6.7,,1,,23,<1> (CSM),2,<1> (CHB),,<-1>,30.7,,37.21,,4.07,,7.64,,0.9,,2.1,
gtmpcnut,7/14/2016 8:55:00 AM,1,1,,0.11,,0.17,,0.015,,0.002,<-4> [SBL],0.004,,0.006,,0.021,,0.776,,0.77,,0.755,,12,,14,,2.9,,18,,36,<1> (CHB),85.2,<1> (CHB),32.8,,24.67,,2.15,,7.73,,0.7,,12,
gtmpcnut,7/14/2016 9:00:00 AM,1,2,,0.11,,0.16,,0.017,,0.002,<-4> [SBL],0.003,<-4> [SCB],0.005,,0.022,,0.785,,0.78,,0.763,,14,,16,,3.2,,18,,50,<1> (CHB),,<-1>,32.8,,24.67,,2.15,,7.73,,0.7,,12,
gtmpcnut,7/13/2016 8:30:00 AM,2,1,,0.085,<1> (CHB),0.15,,0.008,,0.002,<1> (CHB),0.006,<1> (CHB),0.008,,0.016,,0.928,,0.92,,0.912,,7.8,<1> (CHB),12,<1> (CHB),5.7,<1> (CHB),24,,,<-2> [GDM],,<-1>,32.54,,23.48,,2.42,,7.47,,,<-1>,11,
gtmpcnut,7/13/2016 11:00:00 AM,2,1,,0.092,,0.15,,0.007,,0.002,<-4> [SBL],0.003,<-4> [SCB],0.005,,0.012,,0.725,,0.72,,0.713,,10,,14,,6,,22,,20,<1> (CHB),,<-1>,33.04,,22.95,,2.28,,7.42,,,<-1>,11,
gtmpcnut,7/13/2016 1:30:00 PM,2,1,,0.1,,0.17,,0.007,,0.002,<-4> [SBL],0.004,,0.006,,0.013,,0.776,,0.77,,0.763,,11,,15,,6.5,,23,,150,<1> (CHB),,<-1>,33.44,,20.57,,3.69,,7.45,,,<-1>,12,
gtmpcnut,7/13/2016 4:00:00 PM,2,1,,0.09,,0.14,,0.006,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.01,,0.794,,0.79,,0.784,,12,<1> (CSM),15,<1> (CSM),4.3,,39,,2,<1> [SBL] (CHB),,<-1>,35.62,,20.01,,6.96,,7.78,,,<-1>,11,
gtmpcnut,7/13/2016 6:30:00 PM,2,1,,0.07,,0.15,,0.005,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.009,,0.764,,0.76,,0.755,,12,,14,,4.1,,29,,11,<1> (CHB),,<-1>,35.08,,25.66,,6.29,,7.79,,,<-1>,9.3,
gtmpcnut,7/13/2016 9:00:00 PM,2,1,,0.088,,0.14,,0.006,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.01,,0.724,,0.72,,0.714,,9.2,,12,,3.5,,28,,8,<1> (CHB),,<-1>,34.85,,23.24,,5.41,,7.69,,,<-1>,10,
gtmpcnut,7/13/2016 11:30:00 PM,2,1,,0.1,,0.16,,0.006,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.01,,0.794,,0.79,,0.784,,8,,10,,3.5,,22,,34,<1> (CHB),,<-1>,34.78,,23.06,,4.02,,7.56,,,<-1>,11,
gtmpcnut,7/14/2016 2:00:00 AM,2,1,,0.1,,0.17,,0.007,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.011,,0.884,,0.88,,0.873,,9.5,,12,,4.1,,14,,30,<1> (CHB),,<-1>,34.26,,19.67,,4.06,,7.49,,,<-1>,11,
gtmpcnut,7/14/2016 4:30:00 AM,2,1,,0.097,,0.16,,0.018,,0.002,<-4> [SBL],0.003,<-4> [SCB],0.005,,0.023,,0.765,,0.76,,0.742,,9.5,,12,,3.9,,25,,18,<1> (CHB),,<-1>,32.97,,21.22,,4.14,,7.54,,,<-1>,11,
gtmpcnut,7/14/2016 7:00:00 AM,2,1,,0.086,,0.15,,0.038,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.042,,0.704,,0.7,,0.662,,11,,14,,4.7,,28,,16,<1> (CHB),,<-1>,32.67,,25.96,,2.36,,7.49,,,<-1>,9.2,
gtmpcnut,7/14/2016 9:30:00 AM,2,1,,0.1,,0.19,,0.022,,0.002,<-4> [SBL],0.003,<-4> [SCB],0.005,,0.027,,0.935,,0.93,,0.908,,15,,18,,4.4,,17,<1> (CSM),80,<1> (CHB),,<-1>,32.93,,24.78,,1.94,,7.45,,,<-1>,10,
gtmpinut,8/15/2016 8:26:00 AM,1,1,,0.022,,0.1,,0.03,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.034,,0.894,,0.89,,0.86,,7.2,,11,,5.3,,68,,2,<1> [SBL] (CHB),,<-1>,30.2,,37.55,,4.13,,7.43,,0.6,,4.2,
gtmpinut,8/15/2016 8:29:00 AM,1,2,,0.023,,0.1,,0.024,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.028,,0.784,,0.78,,0.756,,10,,15,,7.2,,73,,5,<1> (CHB),,<-1>,30.2,,37.55,,4.13,,7.43,,0.6,,3.8,
gtmssnut,8/15/2016 9:38:00 AM,1,1,,0.03,,0.085,,0.043,,0.002,<-4> [SBL],0.016,,0.018,,0.061,,0.548,,0.53,,0.487,,5.9,,8,,3.2,,29,,25,<1> (CHB),,<-1>,28.4,,33.63,,4.32,,7.63,,0.7,,2.5,
gtmssnut,8/15/2016 9:40:00 AM,1,2,,0.031,,0.079,,0.042,,0.002,<-4> [SBL],0.017,,0.019,,0.061,,0.519,,0.5,,0.458,,6.7,,9.3,,3.9,,31,,41,<1> (CHB),,<-1>,28.4,,33.63,,4.32,,7.63,,0.7,,2.5,
gtmfmnut,8/15/2016 10:35:00 AM,1,1,,0.018,,0.051,,0.021,,0.002,<-4> [SBL],0.002,<-4> [SCB],0.004,<-4> [SBL],0.025,,0.364,,0.36,,0.339,,4.8,,5.7,,1.2,,11,,2,<1> (CHB),,<-1>,28.2,,36.88,,4.84,,7.54,,1.1,,2,
