Station Code,DateTimeStamp,Monitoring Program,Rep,F_Record,PO4F,F_PO4F,TP,F_TP,TN,F_TN,NH4F,F_NH4F,NO2F,F_NO2F,NO3F,F_NO3F,NO23F,F_NO23F,DIN,F_DIN,SiO4F,F_SiO4F,TSS,F_TSS,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,Color,F_Color,SALT_N,F_SALT_N,TURB_N,F_TURB_N,WTEM_N,F_WTEM_N,DO_N,F_DO_N,PH_N,F_PH_N,SECCHI,F_SECCHI,IRR0_N,F_IRR0_N,IRR1_N,F_IRR1_N,Kd_N,F_Kd_N
gtmfmnut,09/13/2011 12:46,1,2,,0.014,0,0.061,0,0.302,0,0.049,0,0.0022,0,0.0062,0,0.0084,0,0.057,0,2.40,0,36.8,0,5.1,0,5.2,0,0.3,0,5.3,0,36.2,0,7.5,0,28.9,0,6.3,0,7.8,0,1.1,0,1763.0,0,266.6,0,1.889,0
gtmpcnut,09/13/2011 13:30,2,1,,0.028,0,0.107,0,0.250,0,0.031,0,0.0022,<-4> [SBL],,<-4> [SCB],0.0038,0,0.035,0,3.50,0,100.3,0,23.7,0,27.5,0,7.4,0,35.8,0,35.0,0,13.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,09/13/2011 14:30,1,1,,0.035,0,0.125,0,0.496,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0033,0,,<-4> [SCB],3.84,0,53.2,0,20.8,0,24.4,0,6.9,0,47.9,0,29.3,0,11.4,0,29.0,0,5.9,0,6.5,0,0.3,0,704.5,0,0.4,0,7.558,0
gtmpcnut,09/13/2011 14:31,1,2,,0.036,0,0.123,0,0.402,0,0.0153,<-4> [SBL],0.0022,<-4> [SBL],,<-4> [SCB],0.0035,0,,<-4> [SCB],4.26,0,52.0,0,21.4,0,25.2,0,7.2,0,46.1,0,29.3,0,13.3,0,29.0,0,5.9,0,6.5,0,0.3,0,704.5,0,0.4,0,7.558,0
gtmpcnut,10/24/2011 11:30,2,1,,0.020,0,0.057,0,0.630,0,0.0153,<-4> [SBL],0.0046,0,0.016,0,0.0206,0,,<-4> [SCB],2.94,0,60.0,0,7.4,0,9.4,0,3.7,0,37.5,0,32.0,0,11.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/24/2011 14:00,2,1,,0.031,0,0.084,0,0.872,0,0.030,0,0.0060,0,0.0397,0,0.0457,0,0.076,0,5.02,0,43.7,0,8.9,0,11.2,0,4.2,0,69.8,0,25.0,0,9.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/24/2011 16:30,2,1,,0.042,0,0.081,0,0.937,0,0.033,0,0.0070,0,0.0477,0,0.0547,0,0.088,0,6.75,0,27.0,0,9.6,0,11.6,0,3.7,0,102.5,0,19.0,0,6.3,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/24/2011 19:00,2,1,,0.038,0,0.114,0,0.891,0,0.027,0,0.0061,0,0.0441,0,0.0502,0,0.077,0,5.94,0,34.7,0,10.3,0,12.7,0,4.5,0,84.2,0,21.0,0,8.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/24/2011 21:30,2,1,,0.028,0,0.067,0,0.809,0,0.018,0,0.0043,0,0.0192,0,0.0235,0,0.041,0,3.70,0,64.3,0,7.8,0,10.6,0,5.0,0,49.0,0,30.0,0,14.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/25/2011 00:00,2,1,,0.027,0,0.109,0,0.779,0,0.024,0,0.0046,0,0.0208,0,0.0254,0,0.049,0,4.16,0,39.7,0,6.2,0,8.4,0,4.0,0,49.0,0,30.0,0,10.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/25/2011 02:30,2,1,,0.046,0,0.098,0,0.792,0,0.041,0,0.0058,0,0.044,0,0.0498,0,0.091,0,5.94,0,34.7,0,6.0,0,7.6,0,3.0,0,81.3,0,24.0,0,7.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/25/2011 05:00,2,1,,0.056,0,0.115,0,0.801,0,0.058,0,0.0065,0,0.0507,0,0.0572,0,0.115,0,7.29,0,21.0,0,4.2,0,5.4,0,2.2,0,105.2,0,19.0,0,5.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/25/2011 07:30,2,1,,0.043,0,0.070,0,0.744,0,0.058,0,0.0062,0,0.0424,0,0.0486,0,0.107,0,6.13,0,31.3,0,5.6,0,7.4,0,3.4,0,84.8,0,21.0,0,8.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,10/25/2011 09:17,1,1,,0.013,0,0.051,0,0.639,0,0.055,0,0.0128,0,0.0344,0,0.0472,0,0.102,0,1.67,0,33.0,0,9.2,0,10.0,0,1.8,0,12.3,0,36.3,0,6.4,0,20.9,0,8.7,0,7.6,0,1.0,0,1131.0,0,375.7,0,1.102,0
gtmpinut,10/25/2011 09:18,1,2,,0.015,0,0.045,0,0.613,0,0.060,0,0.0129,0,0.0322,0,0.0451,0,0.105,0,1.66,0,33.6,0,9.2,0,10.2,0,2.1,0,17.4,0,36.3,0,6.5,0,20.9,0,8.7,0,7.6,0,1.0,0,1131.0,0,375.7,0,1.102,0
gtmpcnut,10/25/2011 10:00,2,1,,0.030,0,0.103,0,0.613,0,0.040,0,0.0041,0,0.0172,0,0.0213,0,0.061,0,3.83,0,65.0,0,9.6,0,12.0,0,4.5,0,44.3,0,31.0,0,13.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmssnut,10/25/2011 10:28,1,1,,0.009,0,0.034,<1> [SRD],0.480,0,0.026,0,0.0089,0,0.0115,<1> [SRD],0.0204,<1> [SRD],0.046,0,1.22,0,55.0,0,7.6,0,8.4,0,1.6,0,8.2,0,37.0,0,10.8,0,21.9,0,9.8,0,7.9,0,0.7,0,1362.0,0,567.2,0,0.876,0
gtmssnut,10/25/2011 10:29,1,2,,0.013,0,0.078,<1> [SRD],0.550,0,0.036,0,0.0083,0,0.0245,<1> [SRD],0.0328,<1> [SRD],0.069,0,1.45,0,59.2,0,6.5,0,8.4,0,3.5,0,8.9,0,37.0,0,12.0,0,21.9,0,9.8,0,7.9,0,0.7,0,1362.0,0,567.2,0,0.876,0
gtmfmnut,10/25/2011 11:37,1,1,,0.018,0,0.051,0,0.455,0,0.049,0,0.0123,0,0.0351,0,0.0474,0,0.096,0,1.65,0,32.8,0,6.0,0,6.4,0,0.9,0,10.3,0,37.5,0,6.9,0,21.1,0,9.4,0,7.8,0,1.1,0,1579.0,0,469.8,0,1.212,0
gtmfmnut,10/25/2011 11:38,1,2,,0.015,0,0.057,0,0.532,0,0.046,0,0.0123,0,0.0353,0,0.0476,0,0.094,0,2.03,0,32.4,0,6.0,0,6.6,0,1.2,0,10.0,0,37.5,0,7.6,0,21.1,0,9.4,0,7.8,0,1.1,0,1579.0,0,469.8,0,1.212,0
gtmpcnut,10/25/2011 12:30,2,1,,0.023,0,0.084,0,0.987,0,0.023,0,0.0025,0,0.0049,0,0.0074,0,0.030,0,3.10,0,60.3,0,13.4,0,15.5,0,4.1,0,35.1,0,32.0,0,10.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,10/25/2011 13:33,1,1,,0.030,0,0.141,0,0.830,0,0.027,0,0.0046,0,0.0299,0,0.0345,0,0.062,0,4.41,0,45.8,0,11.6,0,13.7,0,4.0,0,63.0,0,26.2,0,13.0,0,20.8,0,9.6,0,7.5,0,0.6,0,499.2,0,49.1,0,2.320,0
gtmpcnut,10/25/2011 13:34,1,2,,0.040,0,0.108,0,0.819,0,0.032,0,0.0049,0,0.0288,0,0.0337,0,0.066,0,4.19,0,44.8,0,11.4,0,13.4,0,3.9,0,64.0,0,26.2,0,10.9,0,20.8,0,9.6,0,7.5,0,0.6,0,499.2,0,49.1,0,2.320,0
gtmpcnut,11/14/2011 12:00,2,1,,0.018,0,0.061,0,0.633,0,0.048,0,0.0043,0,0.0279,0,0.0322,0,0.080,0,4.66,0,43.3,0,6.0,0,8.8,0,5.1,0,60.0,0,24.0,0,6.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/14/2011 14:30,2,1,,0.015,0,0.070,0,0.523,0,0.025,0,0.0028,0,0.0039,0,0.0067,0,0.032,0,3.31,0,68.3,0,6.5,0,8.2,0,3.2,0,38.1,0,31.0,0,8.6,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/14/2011 17:00,2,1,,0.017,0,0.056,0,0.597,0,0.023,0,0.0039,0,0.0196,0,0.0235,0,0.046,0,4.32,0,39.0,0,6.2,0,8.0,0,3.2,0,54.7,0,26.0,0,7.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/14/2011 19:30,2,1,,0.018,0,0.058,0,0.572,0,0.047,0,0.0036,0,0.0235,0,0.0271,0,0.074,0,4.78,0,34.7,0,6.7,0,8.4,0,3.3,0,62.3,0,22.0,0,6.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/14/2011 22:00,2,1,,0.027,0,0.043,0,0.596,0,0.035,0,0.0039,0,0.0292,0,0.0331,0,0.068,0,5.25,0,30.7,0,4.0,0,5.9,0,3.4,0,66.2,0,20.0,0,5.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/15/2011 00:30,2,1,,0.024,0,0.050,0,0.668,0,0.053,0,0.0041,0,0.0285,0,0.0326,0,0.086,0,5.18,0,29.7,0,6.2,0,8.4,0,3.9,0,53.7,0,21.0,0,5.9,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/15/2011 03:00,2,1,,0.020,0,0.048,0,0.616,0,0.062,0,0.0035,0,0.0235,0,0.0270,0,0.089,0,4.19,0,45.3,0,2.9,0,4.4,0,2.7,0,45.7,0,27.0,0,7.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/15/2011 05:30,2,1,,0.025,0,0.057,0,0.685,0,0.066,0,0.0036,0,0.0259,0,0.0295,0,0.096,0,4.49,0,44.3,0,3.8,0,5.7,0,3.4,0,52.8,0,25.0,0,6.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/15/2011 08:00,2,1,,0.024,0,0.066,0,0.675,0,0.057,0,0.0038,0,0.0287,0,0.0325,0,0.090,0,5.30,0,32.0,0,3.1,0,4.9,0,3.1,0,56.1,0,23.0,0,5.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/15/2011 10:30,2,1,,0.029,0,0.062,0,0.599,0,0.050,0,0.0037,0,0.0283,0,0.0320,0,0.082,0,6.73,0,27.7,0,2.7,0,4.1,0,2.6,0,67.9,0,17.0,0,5.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,11/15/2011 13:00,2,1,,0.021,0,0.049,0,0.664,0,0.037,0,0.0038,0,0.0236,0,0.0274,0,0.064,0,5.18,0,44.0,0,11.8,0,14.2,0,4.4,0,59.2,0,22.0,0,7.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,11/15/2011 13:15,1,1,,0.009,0,0.047,0,0.476,0,0.053,<1> [SRD],0.0047,0,0.0229,0,0.0276,0,0.081,<1> [SRD],1.26,0,24.0,0,7.6,0,8.2,0,1.2,0,14.7,0,34.1,0,3.4,0,19.8,0,11.4,0,7.5,0,1.1,0,1386.0,0,182.9,0,2.025,0
gtmpinut,11/15/2011 13:16,1,2,,0.012,0,0.057,0,0.518,0,0.241,<-3> [GQD],0.0047,0,0.0224,0,0.0271,0,0.268,<-3> [GQD],1.03,0,29.4,0,8.3,0,8.7,0,1.1,0,18.0,0,34.1,0,3.5,0,19.8,0,11.4,0,7.5,0,1.1,0,1386.0,0,182.9,0,2.025,0
gtmssnut,11/15/2011 14:00,1,1,,0.017,0,0.073,0,0.430,0,0.065,0,0.0039,0,0.0409,0,0.0448,0,0.110,0,0.94,0,51.8,0,5.4,0,6.2,0,1.7,0,9.0,0,33.9,0,12.7,0,20.4,0,11.9,0,7.7,0,0.8,0,344.1,0,22.0,0,2.751,0
gtmssnut,11/15/2011 14:01,1,2,,0.015,0,0.055,0,0.410,0,0.061,0,0.0042,0,0.0467,0,0.0509,0,0.112,0,1.17,0,50.4,0,5.4,0,6.4,0,2.0,0,14.0,0,33.9,0,10.3,0,20.4,0,11.9,0,7.7,0,0.8,0,344.1,0,22.0,0,2.751,0
gtmfmnut,11/15/2011 15:42,1,1,,0.012,0,0.055,0,0.319,0,0.052,0,0.0032,0,0.0148,0,0.0180,0,0.070,0,0.82,0,24.8,0,3.4,0,3.6,0,0.5,0,10.4,0,34.1,0,4.5,0,20.6,0,11.9,0,7.8,0,1.0,0,445.4,0,64.1,0,1.938,0
gtmfmnut,11/15/2011 15:43,1,2,,0.009,0,0.045,0,0.330,0,0.024,0,0.0030,0,0.0135,0,0.0165,0,0.040,0,1.10,0,19.8,0,3.8,0,4.0,0,0.4,0,9.2,0,34.1,0,4.1,0,20.6,0,11.9,0,7.8,0,1.0,0,445.4,0,64.1,0,1.938,0
gtmpcnut,11/15/2011 16:15,1,1,,0.024,0,0.060,0,0.597,0,0.038,0,0.0034,0,0.0219,0,0.0253,0,0.063,0,4.68,0,29.8,0,9.6,0,11.4,0,3.4,0,60.8,0,20.8,0,7.9,0,20.7,0,11.8,0,7.4,0,0.5,0,12.3,0,1.9,0,1.888,0
gtmpcnut,11/15/2011 16:16,1,2,,0.024,0,0.087,0,0.636,0,0.040,0,0.0035,0,0.0217,0,0.0252,0,0.065,0,4.92,0,27.0,0,10.0,0,12.0,0,3.6,0,56.5,0,20.8,0,7.9,0,20.7,0,11.8,0,7.4,0,0.5,0,12.3,0,1.9,0,1.888,0
gtmpcnut,12/04/2011 10:00,2,1,,0.024,0,0.059,0,0.484,0,0.0153,<-4> [SBL],0.0031,0,0.0042,0,0.0073,0,,<-4> [SCB],5.25,0,34.0,0,4.5,0,6.9,0,4.4,0,43.6,0,24.0,0,6.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/04/2011 12:30,2,1,,0.025,0,0.043,0,0.519,0,0.0153,<-4> [SBL],0.0033,0,0.0025,0,0.0058,0,,<-4> [SCB],5.52,0,33.3,0,5.4,0,8.1,0,4.9,0,46.2,0,24.0,0,6.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/04/2011 15:00,2,1,,0.024,0,0.051,0,0.526,0,0.0153,<-4> [SBL],0.0028,0,0.0029,0,0.0057,0,,<-4> [SCB],4.76,0,53.3,0,6.5,0,9.6,0,5.7,0,45.0,0,25.0,0,10.0,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/04/2011 17:30,2,1,,0.017,0,0.051,0,0.471,0,0.022,0,0.0030,0,0.0052,0,0.0082,0,0.030,0,3.27,0,54.7,0,5.4,0,7.9,0,4.6,0,26.4,0,30.0,0,9.4,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/04/2011 20:00,2,1,,0.020,0,0.037,0,0.500,0,0.029,0,0.0027,0,0.004,0,0.0067,0,0.036,0,4.40,0,41.7,0,5.8,0,8.2,0,4.3,0,34.2,0,27.0,0,6.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/04/2011 22:30,2,1,,0.027,0,0.075,0,0.526,0,0.031,0,0.0027,0,0.0218,0,0.0245,0,0.056,0,4.94,0,53.0,0,5.6,0,7.4,0,3.4,0,46.8,0,25.0,0,5.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/05/2011 01:00,2,1,,0.027,0,0.052,0,0.498,0,0.027,0,0.0026,0,0.0134,0,0.0160,0,0.043,0,5.64,0,33.0,0,5.6,0,6.8,0,2.3,0,51.7,0,22.0,0,3.8,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/05/2011 03:30,2,1,,0.020,0,0.057,0,0.495,0,0.041,0,0.0026,0,0.0138,0,0.0164,0,0.057,0,3.58,0,54.0,0,4.7,0,6.2,0,2.7,0,41.4,0,30.0,0,7.5,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpcnut,12/05/2011 06:00,2,1,,0.020,0,0.064,0,0.426,0,0.035,0,0.0025,0,0.0095,0,0.0120,0,0.047,0,2.74,0,69.7,0,4.0,0,5.6,0,2.9,0,25.7,0,32.0,0,8.2,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,12/05/2011 08:30,1,1,,0.011,0,0.056,0,0.502,0,0.066,0,0.0063,0,0.0154,0,0.0217,0,0.088,0,1.06,0,37.6,0,5.1,0,6.0,0,1.6,0,17.4,0,35.0,0,5.6,0,,<-2> [GDM],,<-2> [GDM],6.5,0,1.2,0,617.5,0,91.2,0,1.913,0
gtmpcnut,12/05/2011 08:30,2,1,,0.023,0,0.066,0,0.520,0,0.030,0,0.0026,0,0.0073,0,0.0099,0,0.040,0,3.61,0,51.7,0,6.2,0,8.3,0,3.7,0,32.0,0,30.0,0,8.7,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmpinut,12/05/2011 08:31,1,2,,0.013,0,0.047,0,0.487,0,0.081,0,0.0075,0,0.0183,0,0.0258,0,0.107,0,1.14,0,36.4,0,3.8,0,5.0,0,2.3,0,17.2,0,35.0,0,5.9,0,,<-2> [GDM],,<-2> [GDM],6.5,0,1.2,0,617.5,0,91.2,0,1.913,0
gtmssnut,12/05/2011 10:00,1,1,,0.014,0,0.050,<1> [SRD],0.445,0,0.060,0,0.0068,0,0.0394,0,0.0462,0,0.106,0,1.37,0,43.8,0,4.0,0,5.2,0,2.2,0,20.3,0,35.0,0,7.6,0,,<-2> [GDM],,<-2> [GDM],6.5,0,1.8,0,903.6,0,411.5,0,0.786,0
gtmssnut,12/05/2011 10:01,1,2,,0.014,0,0.084,<1> [SRD],0.395,0,0.054,0,0.0068,0,0.0372,0,0.0440,0,0.098,0,1.30,0,48.0,0,4.0,0,5.0,0,1.8,0,20.6,0,35.0,0,7.0,0,,<-2> [GDM],,<-2> [GDM],6.5,0,1.8,0,903.6,0,411.5,0,0.786,0
gtmpcnut,12/05/2011 11:00,2,1,,0.030,0,0.059,0,0.503,0,0.034,0,0.0027,0,0.0086,0,0.0113,0,0.045,0,4.18,0,42.7,0,6.0,0,7.4,0,2.6,0,35.7,0,27.0,0,6.1,0,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>,,<-1>
gtmfmnut,12/05/2011 11:45,1,1,,0.005,0,0.028,0,0.354,0,0.048,0,0.0038,0,0.0099,0,0.0137,0,0.062,0,0.82,0,35.0,0,2.2,0,2.5,0,0.5,0,6.3,0,36.0,0,3.9,0,,<-2> [GDM],,<-2> [GDM],6.5,0,1.8,0,769.7,0,201.1,0,1.342,0
gtmfmnut,12/05/2011 11:46,1,2,,0.006,0,0.039,0,0.277,0,0.040,0,0.0046,0,0.0079,0,0.0125,0,0.052,0,0.67,0,37.0,0,2.7,0,2.7,0,0.2,<-4> [SBL],5.9,0,36.0,0,4.8,0,,<-2> [GDM],,<-2> [GDM],6.5,0,1.8,0,769.7,0,201.1,0,1.342,0
gtmpcnut,12/05/2011 13:15,1,1,,0.025,0,0.094,<1> [SRD],0.626,0,0.037,0,0.0028,0,0.0062,0,0.0090,0,0.046,0,5.06,0,29.2,0,6.7,0,8.4,0,3.3,0,38.9,0,21.0,0,7.7,0,,<-2> [GDM],,<-2> [GDM],6.5,0,1.1,0,1270.0,0,162.7,0,2.055,0
gtmpcnut,12/05/2011 13:16,1,2,,0.023,0,0.053,<1> [SRD],0.587,0,0.029,0,0.0028,0,0.0075,0,0.0103,0,0.039,0,5.28,0,27.6,0,7.6,0,9.4,0,3.3,0,39.4,0,21.0,0,6.7,0,,<-2> [GDM],,<-2> [GDM],6.5,0,1.1,0,1270.0,0,162.7,0,2.055,0
